Haustyp;Zone;Typtag;Profiltag;Fheiz,TT;Fel,TT;FTWW,TT;;;;;;;;
EFH;13;ÜWH;EFH13ÜWH;1.40E-03;-6.16E-05;-1.35E-04;;;;;;;;
EFH;13;ÜWB;EFH13ÜWB;2.13E-03;-1.14E-06;-7.14E-05;;;;;;;;
EFH;13;ÜSH;EFH13ÜSH;1.95E-03;7.95E-05;3.03E-04;;;;;;;;
EFH;13;ÜSB;EFH13ÜSB;2.02E-03;1.53E-04;3.55E-04;;;;;;;;
EFH;13;SWX;EFH13SWX;0.00E+00;-1.33E-04;-2.13E-04;;;;;;;;
EFH;13;SSX;EFH13SSX;0.00E+00;-7.31E-05;1.39E-04;;;;;;;;
EFH;13;WWH;EFH13WWH;5.32E-03;7.76E-07;7.02E-05;;;;;;;;
EFH;13;WWB;EFH13WWB;5.13E-03;6.22E-05;2.04E-05;;;;;;;;
EFH;13;WSH;EFH13WSH;5.34E-03;1.05E-04;7.38E-04;;;;;;;;
EFH;13;WSB;EFH13WSB;4.85E-03;2.08E-04;3.93E-04;;;;;;;;
;;;;;;;;;;;;;;
EFH;14;ÜWH;EFH14ÜWH;1.10E-03;-7.99E-05;-1.51E-04;;;;;;;;
EFH;14;ÜWB;EFH14ÜWB;1.82E-03;-2.07E-05;-8.78E-05;;;;;;;;
EFH;14;ÜSH;EFH14ÜSH;1.80E-03;5.82E-05;2.79E-04;;;;;;;;
EFH;14;ÜSB;EFH14ÜSB;2.00E-03;1.31E-04;3.30E-04;;;;;;;;
EFH;14;SWX;EFH14SWX;0.00E+00;-1.49E-04;-2.27E-04;;;;;;;;
EFH;14;SSX;EFH14SSX;0.00E+00;-9.12E-05;1.19E-04;;;;;;;;
EFH;14;WWH;EFH14WWH;4.79E-03;-1.88E-05;5.10E-05;;;;;;;;
EFH;14;WWB;EFH14WWB;4.60E-03;4.13E-05;2.22E-06;;;;;;;;
EFH;14;WSH;EFH14WSH;3.23E-03;8.35E-05;7.06E-04;;;;;;;;
EFH;14;WSB;EFH14WSB;4.23E-03;1.84E-04;3.68E-04;;;;;;;;
;;;;;;;;;;;;;;
EFH;15;ÜWH;EFH15ÜWH;1.27E-03;-7.39E-05;-1.47E-04;;;;;;;;
EFH;15;ÜWB;EFH15ÜWB;1.81E-03;-1.43E-05;-8.44E-05;;;;;;;;
EFH;15;ÜSH;EFH15ÜSH;1.93E-03;6.52E-05;2.84E-04;;;;;;;;
EFH;15;ÜSB;EFH15ÜSB;2.16E-03;1.38E-04;3.36E-04;;;;;;;;
EFH;15;SWX;EFH15SWX;0.00E+00;-1.44E-04;-2.24E-04;;;;;;;;
EFH;15;SSX;EFH15SSX;0.00E+00;-8.52E-05;1.23E-04;;;;;;;;
EFH;15;WWH;EFH15WWH;4.80E-03;-1.24E-05;5.50E-05;;;;;;;;
EFH;15;WWB;EFH15WWB;4.85E-03;4.81E-05;6.03E-06;;;;;;;;
EFH;15;WSH;EFH15WSH;5.00E-03;9.07E-05;7.12E-04;;;;;;;;
EFH;15;WSB;EFH15WSB;4.36E-03;1.92E-04;3.73E-04;;;;;;;;
