Zeit;Heizlast_Netz_kW;Gesamtwärmebedarf_Gebäude_kW;Vorlauftemperatur_Netz_°C;Rücklauftemperatur_Netz_°C;Massenstrom_Netzpumpe_kg_s;Delta_p_Netzpumpe_bar;Rücklaufdruck_Netzpumpe_bar;Vorlaufdruck_Netzpumpe_bar
2021-01-01 00:00:00;76.81891123596738;71.67681285033417;77.80000000000001;60.95893313669876;1.086048592372805;1.3293006950200499;2.5;3.82930069502005
2021-01-01 01:00:00;78.49261750948135;73.42713166097255;77.32;59.35530999408718;1.040302863477594;1.3293006950200499;2.5;3.82930069502005
2021-01-01 02:00:00;73.45892394728736;68.3853269534744;77.07999999999998;60.32720287846615;1.0440178950754238;1.3293006950200499;2.5;3.82930069502005
2021-01-01 03:00:00;80.8589742093496;75.82624041539987;77.32;58.36890950197943;1.0158854298396545;1.3293006950200499;2.5;3.82930069502005
2021-01-01 04:00:00;109.7139186313279;104.56882323904078;77.5;58.2156116935372;1.3545859564616407;1.3293006950200499;2.5;3.82930069502005
2021-01-01 05:00:00;148.08145151983953;142.8378693414793;77.56;57.00724680000468;1.7154630386508352;1.4897067458648863;2.5;3.9897067458648863
2021-01-01 06:00:00;153.6067983689277;148.3453098519729;77.62;57.29264782582368;1.7992036993956901;1.531052543570226;2.5;4.031052543570226
2021-01-01 07:00:00;152.46445780351357;147.18833947504638;77.68;57.85014321394675;1.8306265029266486;1.531052543570226;2.5;4.031052543570226
2021-01-01 08:00:00;150.0598647366154;144.77193184916675;77.74000000000001;58.323863390657834;1.8401466749988096;1.531052543570226;2.5;4.031052543570226
2021-01-01 09:00:00;146.11274401943515;140.82038945420746;77.74000000000001;58.753982165715286;1.8323351889638955;1.531052543570226;2.5;4.031052543570226
2021-01-01 10:00:00;137.06706873663623;131.79246282541283;77.44;59.42437120344135;1.8114836142771615;1.531052543570226;2.5;4.031052543570226
2021-01-01 11:00:00;130.86395910216862;125.58545350534781;77.5;59.930769678582635;1.7734462426924755;1.531052543570226;2.5;4.031052543570226
2021-01-01 12:00:00;126.776580190687;121.52677865518768;77.25999999999999;59.720429783898;1.7209600733369612;1.531052543570226;2.5;4.031052543570226
2021-01-01 13:00:00;122.68522041074296;117.42480944861747;77.44;60.08742910526769;1.683368242185374;1.531052543570226;2.5;4.031052543570226
2021-01-01 14:00:00;132.56188400054856;127.26187221256941;78.45999999999998;58.94378328010356;1.6172372845853218;1.531052543570226;2.5;4.031052543570226
2021-01-01 15:00:00;133.7394886922509;128.41971412276655;78.69999999999999;59.05599376751309;1.6209898849581883;1.531052543570226;2.5;4.031052543570226
2021-01-01 16:00:00;138.64634893419776;133.33263741157504;78.75999999999999;58.365882413948555;1.6186547577376518;1.531052543570226;2.5;4.031052543570226
2021-01-01 17:00:00;141.9926744243973;136.68459481368978;78.63999999999999;58.00389864533281;1.6382832708471042;1.531052543570226;2.5;4.031052543570226
2021-01-01 18:00:00;144.17414881743883;138.84810523002415;78.75999999999999;58.09547258946253;1.6611644490046231;1.531052543570226;2.5;4.031052543570226
2021-01-01 19:00:00;143.9694954287187;138.62622158004402;78.88;58.4402848952098;1.6770513246791128;1.531052543570226;2.5;4.031052543570226
2021-01-01 20:00:00;141.36444142246347;136.02662136596578;78.75999999999999;58.69346625988652;1.6773300648032823;1.531052543570226;2.5;4.031052543570226
2021-01-01 21:00:00;130.24831983260648;124.90679646046368;78.57999999999998;60.037387512029454;1.6724452793352498;1.531052543570226;2.5;4.031052543570226
2021-01-01 22:00:00;112.35359307344042;107.04213086322511;78.57999999999998;60.93228826268381;1.5158257281090712;1.531052543570226;2.5;4.031052543570226
2021-01-01 23:00:00;86.96688499995068;81.73207929812595;78.75999999999999;61.28982046081438;1.1852426097865791;1.531052543570226;2.5;4.031052543570226
2021-01-02 00:00:00;82.81878325857697;77.6204377968237;79.18;60.502485693006236;1.0557485109956595;1.4459748246601856;2.4999999999999996;3.945974824660185
2021-01-02 01:00:00;86.08628839197604;80.90418168551727;79.42000000000002;59.41823330525608;1.02474624588082;1.4459748246601856;2.4999999999999996;3.945974824660185
2021-01-02 02:00:00;88.91565670602488;83.75922753977865;79.30000000000001;58.69531096269628;1.0274551785512287;1.4459748246601856;2.4999999999999996;3.945974824660185
2021-01-02 03:00:00;95.67350673651252;90.50009767370787;79.12;58.62087226841419;1.111237837244019;1.4459748246601856;2.4999999999999996;3.945974824660185
2021-01-02 04:00:00;115.0020069202331;109.74447639538505;79.42000000000002;58.61453786083092;1.316069310835152;1.4459748246601856;2.4999999999999996;3.945974824660185
2021-01-02 05:00:00;163.43942221800907;158.07899784906795;79.42000000000002;56.56875974905063;1.7029337453807687;1.48928233392023;2.5;3.98928233392023
