time_steps;Last_L;Gaskessel;el_Leistungsbedarf_L;el_Leistung_L;el_Leistung_ges_L
2021-11-16 02:00:00;631.4896717281794;631.4896717281794;0.0;0.0;0.0
2021-11-16 03:00:00;705.2492722254714;705.2492722254714;0.0;0.0;0.0
2021-11-16 04:00:00;1123.489535206554;1123.489535206554;0.0;0.0;0.0
2021-11-16 05:00:00;1748.2607567600696;1748.2607567600696;0.0;0.0;0.0
2021-11-16 06:00:00;1721.1750591754392;1721.1750591754392;0.0;0.0;0.0
2021-11-16 07:00:00;1668.674561469089;1668.674561469089;0.0;0.0;0.0
2021-11-16 08:00:00;1782.2658888849514;1782.2658888849514;0.0;0.0;0.0
2021-11-16 09:00:00;1643.8794283847078;1643.8794283847078;0.0;0.0;0.0
2021-11-16 10:00:00;1547.3124789084216;1547.3124789084216;0.0;0.0;0.0
2021-11-16 11:00:00;1448.1077377845716;1448.1077377845716;0.0;0.0;0.0
2021-11-16 12:00:00;1411.827476047809;1411.827476047809;0.0;0.0;0.0
2021-11-16 13:00:00;1356.4592366508832;1356.4592366508832;0.0;0.0;0.0
2021-11-16 14:00:00;1279.5878413658988;1279.5878413658988;0.0;0.0;0.0
2021-11-16 15:00:00;1266.053658663728;1266.053658663728;0.0;0.0;0.0
2021-11-16 16:00:00;1279.784343849715;1279.784343849715;0.0;0.0;0.0
2021-11-16 17:00:00;1352.3977576758896;1352.3977576758896;0.0;0.0;0.0
2021-11-16 18:00:00;1484.712713766332;1484.712713766332;0.0;0.0;0.0
2021-11-16 19:00:00;1631.393533121535;1631.393533121535;0.0;0.0;0.0
2021-11-16 20:00:00;1702.170068270114;1702.170068270114;0.0;0.0;0.0
2021-11-16 21:00:00;1670.4440064634086;1670.4440064634086;0.0;0.0;0.0
2021-11-16 22:00:00;1368.555162393915;1368.555162393915;0.0;0.0;0.0
2021-11-16 23:00:00;975.0085622327808;975.0085622327808;0.0;0.0;0.0
2021-11-17 00:00:00;599.7906856944072;599.7906856944072;0.0;0.0;0.0
2021-11-17 01:00:00;553.0393864499332;553.0393864499332;0.0;0.0;0.0
2021-11-17 02:00:00;545.9471614985318;545.9471614985318;0.0;0.0;0.0
2021-11-17 03:00:00;603.344755557513;603.344755557513;0.0;0.0;0.0
2021-11-17 04:00:00;907.829674613328;907.829674613328;0.0;0.0;0.0
2021-11-17 05:00:00;1382.0133556711185;1382.0133556711185;0.0;0.0;0.0
2021-11-17 06:00:00;1642.0300669208216;1642.0300669208216;0.0;0.0;0.0
2021-11-17 07:00:00;1471.2999715982896;1471.2999715982896;0.0;0.0;0.0
2021-11-17 08:00:00;1385.8792683027325;1385.8792683027325;0.0;0.0;0.0
2021-11-17 09:00:00;1291.6482669730487;1291.6482669730487;0.0;0.0;0.0
2021-11-17 10:00:00;1223.2686374824532;1223.2686374824532;0.0;0.0;0.0
2021-11-17 11:00:00;1156.2414685614392;1156.2414685614392;0.0;0.0;0.0
2021-11-17 12:00:00;1130.5749854318385;1130.5749854318385;0.0;0.0;0.0
2021-11-17 13:00:00;1093.312933912914;1093.312933912914;0.0;0.0;0.0
2021-11-17 14:00:00;1044.697484607371;1044.697484607371;0.0;0.0;0.0
2021-11-17 15:00:00;1047.0394359797824;1047.0394359797824;0.0;0.0;0.0
2021-11-17 16:00:00;1080.486467015324;1080.486467015324;0.0;0.0;0.0
2021-11-17 17:00:00;1143.1314580051098;1143.1314580051098;0.0;0.0;0.0
2021-11-17 18:00:00;1207.0107879311936;1207.0107879311936;0.0;0.0;0.0
2021-11-17 19:00:00;1312.683425592743;1312.683425592743;0.0;0.0;0.0
2021-11-17 20:00:00;1364.5461476144767;1364.5461476144767;0.0;0.0;0.0
2021-11-17 21:00:00;1345.0450476986648;1345.0450476986648;0.0;0.0;0.0
2021-11-17 22:00:00;1109.812865953939;1109.812865953939;0.0;0.0;0.0
2021-11-17 23:00:00;790.772945778811;790.772945778811;0.0;0.0;0.0
2021-11-18 00:00:00;809.5414476717923;809.5414476717923;0.0;0.0;0.0
2021-11-18 01:00:00;884.9412712485527;884.9412712485527;0.0;0.0;0.0
2021-11-18 02:00:00;833.3900456601491;833.3900456601491;0.0;0.0;0.0
2021-11-18 03:00:00;916.091535974741;916.091535974741;0.0;0.0;0.0
2021-11-18 04:00:00;1226.3135423909123;1226.3135423909123;0.0;0.0;0.0
2021-11-18 05:00:00;1796.9144680239435;1796.9144680239435;0.0;0.0;0.0
2021-11-18 06:00:00;1836.3752121804607;1836.3752121804607;0.0;0.0;0.0
2021-11-18 07:00:00;1774.2380068776476;1774.2380068776476;0.0;0.0;0.0
2021-11-18 08:00:00;1731.03110489907;1731.03110489907;0.0;0.0;0.0
2021-11-18 09:00:00;1634.0552925150726;1634.0552925150726;0.0;0.0;0.0
2021-11-18 10:00:00;1576.6322034069458;1576.6322034069458;0.0;0.0;0.0
2021-11-18 11:00:00;1522.1805160384472;1522.1805160384472;0.0;0.0;0.0
2021-11-18 12:00:00;1516.4811305180046;1516.4811305180046;0.0;0.0;0.0
2021-11-18 13:00:00;1449.7269644504745;1449.7269644504745;0.0;0.0;0.0
2021-11-18 14:00:00;1356.904140710895;1356.904140710895;0.0;0.0;0.0
2021-11-18 15:00:00;1337.5409609547555;1337.5409609547555;0.0;0.0;0.0
2021-11-18 16:00:00;1349.5183945673389;1349.5183945673389;0.0;0.0;0.0
2021-11-18 17:00:00;1426.476531812732;1426.476531812732;0.0;0.0;0.0
2021-11-18 18:00:00;1575.7469961498048;1575.7469961498048;0.0;0.0;0.0
2021-11-18 19:00:00;1746.791861830951;1746.791861830951;0.0;0.0;0.0
2021-11-18 20:00:00;1826.0948713525424;1826.0948713525424;0.0;0.0;0.0
2021-11-18 21:00:00;1792.862529484363;1792.862529484363;0.0;0.0;0.0
2021-11-18 22:00:00;1463.4800996417691;1463.4800996417691;0.0;0.0;0.0
2021-11-18 23:00:00;1045.0803255949806;1045.0803255949806;0.0;0.0;0.0
2021-11-19 00:00:00;872.349276851202;872.349276851202;0.0;0.0;0.0
2021-11-19 01:00:00;799.8055996574644;799.8055996574644;0.0;0.0;0.0
2021-11-19 02:00:00;782.1880731841553;782.1880731841553;0.0;0.0;0.0
2021-11-19 03:00:00;866.2187437970355;866.2187437970355;0.0;0.0;0.0
2021-11-19 04:00:00;1334.1411631290232;1334.1411631290232;0.0;0.0;0.0
2021-11-19 05:00:00;2051.862014816296;2051.862014816296;0.0;0.0;0.0
2021-11-19 06:00:00;2451.5481299847684;2451.5481299847684;0.0;0.0;0.0
2021-11-19 07:00:00;2184.041024122488;2184.041024122488;0.0;0.0;0.0
2021-11-19 08:00:00;2051.748887912784;2051.748887912784;0.0;0.0;0.0
2021-11-19 09:00:00;1922.7694819889784;1922.7694819889784;0.0;0.0;0.0
2021-11-19 10:00:00;1844.0077836201283;1844.0077836201283;0.0;0.0;0.0
2021-11-19 11:00:00;1678.257233947136;1678.257233947136;0.0;0.0;0.0
2021-11-19 12:00:00;1639.6881148710258;1639.6881148710258;0.0;0.0;0.0
2021-11-19 13:00:00;1607.3561580302558;1607.3561580302558;0.0;0.0;0.0
2021-11-19 14:00:00;1603.0274811993024;1603.0274811993024;0.0;0.0;0.0
2021-11-19 15:00:00;1651.7661097426756;1651.7661097426756;0.0;0.0;0.0
2021-11-19 16:00:00;1745.150377650309;1745.150377650309;0.0;0.0;0.0
2021-11-19 17:00:00;1841.1828033502743;1841.1828033502743;0.0;0.0;0.0
2021-11-19 18:00:00;1951.3353973008227;1951.3353973008227;0.0;0.0;0.0
2021-11-19 19:00:00;2051.6607909028007;2051.6607909028007;0.0;0.0;0.0
2021-11-19 20:00:00;2069.6240442350186;2069.6240442350186;0.0;0.0;0.0
