;waerme_ges_W_1;waerme_ges_W_2;waerme_ges_W_3;waerme_ges_W_4;waerme_ges_W_5;waerme_ges_W_6;waerme_ges_W_7;waerme_ges_W_8;waerme_ges_W_9
2021-01-01T23:00:00;18049.690426376983;6423.27067296578;167014.797062257;86905.91686774103;6423.27067296578;12846.54134593156;217264.79216935256;12846.54134593156;112046.2943818107
2021-01-02T00:00:00;26617.01429687561;5718.032362759341;204644.7330030391;128155.99476273445;5718.032362759341;11436.064725518681;320389.98690683604;11436.064725518681;113458.52918833541
2021-01-02T01:00:00;11341.842038437824;6172.138660612189;215051.87968139877;54608.86907395988;6172.138660612189;12344.277321224377;136522.17268489968;12344.277321224377;120662.99602716672
2021-01-02T02:00:00;21033.993885281983;6291.586122178924;205519.28314407772;101274.78537357993;6291.586122178924;12583.172244357847;253186.9634339498;12583.172244357847;117604.64467764094
2021-01-02T03:00:00;19204.063053810212;6817.257925022189;229088.40944506877;92464.00729612324;6817.257925022189;13634.515850044378;231160.0182403081;13634.515850044378;149441.4516382973
2021-01-02T04:00:00;15390.597298753817;8529.16658756269;266562.882988574;74102.87588288874;8529.16658756269;17058.33317512538;185257.1897072218;17058.33317512538;177305.55478410563
2021-01-02T05:00:00;21115.679298428713;12960.049579990826;259019.88802211583;101668.08551095305;12960.049579990826;25920.09915998165;254170.2137773826;25920.09915998165;165040.61999064655
2021-01-02T06:00:00;24423.050645945612;12959.534720242695;278500.49241375126;117592.46607307144;12959.534720242695;25919.06944048539;293981.1651826785;25919.06944048539;182161.0816689197
2021-01-02T07:00:00;26743.093956297736;12805.591655551081;270159.4704435954;128763.0449747669;12805.591655551081;25611.183311102162;321907.61243691714;25611.183311102162;209213.30288431278
2021-01-02T08:00:00;31705.482804961353;12461.665343798584;258440.49855367775;152656.02832018427;12461.665343798584;24923.33068759717;381640.07080046064;24923.33068759717;201725.07148727795
2021-01-02T09:00:00;23568.017462681517;12192.908555273429;240829.24508851237;113475.63963513321;12192.908555273429;24385.817110546857;283689.099087833;24385.817110546857;179575.67124973302
2021-01-02T10:00:00;24638.806682844035;11872.665791935025;223775.51733825915;118631.2914359157;11872.665791935025;23745.33158387005;296578.22858978924;23745.33158387005;169628.1470149352
2021-01-02T11:00:00;32474.39115045118;11404.143421134466;218364.23834058258;156358.17961328346;11404.143421134466;22808.28684226893;390895.44903320866;22808.28684226893;164346.97329281594
2021-01-02T12:00:00;18911.948913318116;11301.171471507972;213444.89379724034;91057.53180486504;11301.171471507972;22602.342943015945;227643.82951216254;22602.342943015945;154296.97852311138
2021-01-02T13:00:00;10887.244956577779;11392.816506675554;214002.41951215244;52420.06830944857;11392.816506675554;22785.633013351107;131050.17077362143;22785.633013351107;149796.15733605152
