;waerme_ges_W_1;waerme_ges_W_2;waerme_ges_W_3;waerme_ges_W_4;waerme_ges_W_5;waerme_ges_W_6;waerme_ges_W_7;waerme_ges_W_8;waerme_ges_W_9
2021-04-13T08:00:00;24235.449084698183;7698.972375121917;208116.1930274952;116689.19929669492;7698.972375121917;15397.944750243834;291722.9982417373;15397.944750243834;127970.74035543247
2021-04-13T09:00:00;20701.360956596716;7249.417755582695;185745.44237898788;99673.21942065086;7249.417755582695;14498.83551116539;249183.0485516271;14498.83551116539;114896.17154842627
2021-04-13T10:00:00;26416.310130633487;7333.612159103862;170147.1685136161;127189.6413697168;7333.612159103862;14667.224318207724;317974.1034242919;14667.224318207724;113613.8482052519
2021-04-13T11:00:00;20262.66590044135;6856.717659454445;157374.82021243038;97560.98396508797;6856.717659454445;13713.43531890889;243902.4599127199;13713.43531890889;97774.5902703617
2021-04-13T12:00:00;15469.256660660662;6680.872521472968;144233.5702981858;74481.6061439217;6680.872521472968;13361.745042945937;186204.0153598042;13361.745042945937;96133.21639109845
2021-04-13T13:00:00;14884.79711300319;6437.2990441276015;136772.01314348768;71667.54165520055;6437.2990441276015;12874.598088255203;179168.85413800136;12874.598088255203;86582.47213113554
2021-04-13T14:00:00;13697.657456250488;6134.696280180675;122976.48489664834;65951.68404861345;6134.696280180675;12269.39256036135;164879.21012153363;12269.39256036135;90326.85629320476
2021-04-13T15:00:00;10914.116301219945;5997.37551871811;122558.86042903466;52549.44885772566;5997.37551871811;11994.75103743622;131373.62214431414;11994.75103743622;91147.54323283638
2021-04-13T16:00:00;11364.024010567786;5986.812383220989;109765.63090446823;54715.67116199304;5986.812383220989;11973.624766441979;136789.1779049826;11973.624766441979;84089.6355520045
2021-04-13T17:00:00;8040.1731298251225;6237.8421915055005;120749.15440270858;38711.944699158004;6237.8421915055005;12475.684383011001;96779.861747895;12475.684383011001;104047.71606517084
2021-04-13T18:00:00;7013.514571889638;6886.542983211024;118744.55695816281;33768.77386465382;6886.542983211024;13773.085966422048;84421.9346616345;13773.085966422048;103416.81298032905
2021-04-13T19:00:00;7354.0989126109;7725.380213864715;115055.54082757513;35408.62439405247;7725.380213864715;15450.76042772943;88521.56098513119;15450.76042772943;122836.3176893622
2021-04-13T20:00:00;4590.179900667178;8186.430010268451;106842.25963117233;22100.866188397522;8186.430010268451;16372.860020536902;55252.16547099381;16372.860020536902;123359.50561337735
2021-04-13T21:00:00;11497.174267228356;7239.47598099717;111255.15817229042;55356.76499035875;7239.47598099717;14478.95196199434;138391.91247589685;14478.95196199434;114208.8462364848
2021-04-13T22:00:00;10137.640067641438;6117.919535567603;96248.51896937135;48810.85958494025;6117.919535567603;12235.839071135206;122027.14896235062;12235.839071135206;96733.34371570408
2021-04-13T23:00:00;11272.220412554441;4506.420011345119;99325.01921412566;54273.65383822508;4506.420011345119;9012.840022690238;135684.13459556267;9012.840022690238;85864.37105895785
2021-04-14T00:00:00;13398.620956594856;3207.000417202103;89043.8710569377;64511.87867990114;3207.000417202103;6414.000834404206;161279.69669975285;6414.000834404206;70452.88632894482
2021-04-14T01:00:00;12616.31833978909;3545.2454836262896;98793.01730477388;60745.236450836346;3545.2454836262896;7090.490967252579;151863.09112709085;7090.490967252579;74816.2406301852
2021-04-14T02:00:00;13447.745139753773;2602.991370016057;99493.85451899575;64748.40252474037;2602.991370016057;5205.982740032114;161871.00631185097;5205.982740032114;56047.3323195419
2021-04-14T03:00:00;9459.475519539124;2941.524059796045;109856.23332927602;45545.622871855056;2941.524059796045;5883.04811959209;113864.05717963762;5883.04811959209;76298.48412954496
2021-04-14T04:00:00;12348.591541572985;4983.937509352291;144309.8913784327;59456.18149646251;4983.937509352291;9967.875018704583;148640.45374115626;9967.875018704583;105109.59214835083
2021-04-14T05:00:00;13048.611151587564;7417.231099444648;159190.1672303932;62826.64628542159;7417.231099444648;14834.462198889296;157066.61571355397;14834.462198889296;106943.86847880854
2021-04-14T06:00:00;14856.381091835738;7581.751658963895;197473.40005726213;71530.72377550541;7581.751658963895;15163.50331792779;178826.80943876348;15163.50331792779;126148.18581738879
2021-04-14T07:00:00;14646.375208831363;7296.141666651637;191491.2538358684;70519.58433881769;7296.141666651637;14592.283333303274;176298.96084704422;14592.283333303274;130789.4607747591
2021-04-14T08:00:00;24707.621972067234;7857.582457178857;189138.44318812358;118962.62430995335;7857.582457178857;15715.164914357714;297406.5607748834;15715.164914357714;119149.2172938493
2021-04-14T09:00:00;23233.282425010217;7141.68792458549;162594.2336994708;111863.95241671584;7141.68792458549;14283.37584917098;279659.8810417895;14283.37584917098;98272.74400755382
2021-04-14T10:00:00;22366.854644544797;6751.9582774725895;153151.70373285664;107692.26310336385;6751.9582774725895;13503.916554945179;269230.65775840956;13503.916554945179;102135.84112776026
2021-04-14T11:00:00;18124.36737648275;6357.914280022644;141043.4893621487;87265.47255343548;6357.914280022644;12715.828560045287;218163.68138358864;12715.828560045287;87906.3035339063
2021-04-14T12:00:00;13541.695140045202;6187.64125338734;129273.17864829769;65200.75437799541;6187.64125338734;12375.28250677468;163001.88594498855;12375.28250677468;86729.77275628947
2021-04-14T13:00:00;12785.796771687355;5946.900504580331;121238.58058525425;61561.243715531695;5946.900504580331;11893.801009160661;153903.10928882926;11893.801009160661;76863.5894636759
2021-04-14T14:00:00;11921.211148090397;5663.016252402887;109580.90442368889;57398.424046361164;5663.016252402887;11326.032504805775;143496.06011590292;11326.032504805775;81361.27208204575
2021-04-14T15:00:00;10064.3170246833;5648.922707968548;112509.40278311593;48457.822711438115;5648.922707968548;11297.845415937096;121144.55677859527;11297.845415937096;83144.59629221301
2021-04-14T16:00:00;10173.618332211892;5669.05634287475;101433.67180835981;48984.08826620542;5669.05634287475;11338.1126857495;122460.22066551352;11338.1126857495;77873.36784761476
2021-04-14T17:00:00;7304.766035731091;5883.623366303697;109793.65857800623;35171.09572759414;5883.623366303697;11767.246732607395;87927.73931898533;11767.246732607395;94585.66330289634
2021-04-14T18:00:00;6211.752960445166;6408.823613999754;107127.97417391237;29908.44017992117;6408.823613999754;12817.647227999509;74771.10044980294;12817.647227999509;93909.38970631344
2021-04-14T19:00:00;6457.373876239756;7154.343352240818;103529.92597589841;31091.059404117343;7154.343352240818;14308.686704481635;77727.64851029335;14308.686704481635;110922.7658724025
2021-04-14T20:00:00;10317.30656795173;7378.40194641126;109161.65359018117;49675.92051236018;7378.40194641126;14756.80389282252;124189.80128090044;14756.80389282252;110302.07640704558
2021-04-14T21:00:00;9872.118658074034;6754.546887674814;99669.06382255122;47532.42316850462;6754.546887674814;13509.093775349627;118831.05792126151;13509.093775349627;103395.7481022161
2021-04-14T22:00:00;8212.335319592097;5720.253300207662;84425.85441322582;39540.873760998984;5720.253300207662;11440.506600415323;98852.18440249746;11440.506600415323;87549.63869187284
2021-04-14T23:00:00;9636.936631200717;4225.762343455902;86528.36605589135;46400.065261336786;4225.762343455902;8451.524686911804;116000.16315334194;8451.524686911804;76594.93282941694
2021-04-15T00:00:00;12441.880805916891;2930.571897156804;77264.86627625934;59905.35202848874;2930.571897156804;5861.143794313608;149763.38007122185;5861.143794313608;65053.444846334256
2021-04-15T01:00:00;11144.933584908687;3281.9728926788944;88742.90867934488;53660.79133474552;3281.9728926788944;6563.945785357789;134151.97833686377;6563.945785357789;70777.08805888344
2021-04-15T02:00:00;9336.628541401938;2956.5322144192887;87889.50133500369;44954.137421564876;2956.5322144192887;5913.064428838577;112385.34355391221;5913.064428838577;64580.89096998955
2021-04-15T03:00:00;11327.561378658165;3276.8878820810874;98319.39914738826;54540.11034168745;3276.8878820810874;6553.775764162175;136350.27585421863;6553.775764162175;81822.48286952038
2021-04-15T04:00:00;11404.091120800806;4719.960363311177;132845.16741375535;54908.586877929796;4719.960363311177;9439.920726622355;137271.4671948245;9439.920726622355;104686.14098014307
2021-04-15T05:00:00;12320.12894341724;6963.788197627399;152353.2574461452;59319.13935719411;6963.788197627399;13927.576395254799;148297.84839298527;13927.576395254799;102990.24669494333
2021-04-15T06:00:00;14600.367396803591;7177.89390700872;190762.31550756813;70298.06524386912;7177.89390700872;14355.78781401744;175745.16310967278;14355.78781401744;125151.6985781005
2021-04-15T07:00:00;13843.76653698432;6848.171114561489;179146.8115188169;66655.17221510969;6848.171114561489;13696.342229122978;166637.93053777423;13696.342229122978;126768.0978186815
2021-04-15T08:00:00;23410.564075587983;7325.894478618557;173213.05307091438;112717.53073431249;7325.894478618557;14651.788957237113;281793.8268357812;14651.788957237113;113682.3301961636
2021-04-15T09:00:00;22927.61502100603;6725.595595940683;148051.85532802288;110392.22047151049;6725.595595940683;13451.191191881366;275980.5511787762;13451.191191881366;92638.22532903649
2021-04-15T10:00:00;21412.67398904607;6296.581280767866;140113.44875582893;103098.05994725884;6296.581280767866;12593.162561535732;257745.14986814704;12593.162561535732;97558.08531266288
2021-04-15T11:00:00;16264.889288405986;5893.2596507208045;130073.02543616382;78312.42990713991;5893.2596507208045;11786.519301441609;195781.07476784984;11786.519301441609;84715.21921536891
2021-04-15T12:00:00;12854.677596868096;5743.920918427336;120370.5285145935;61892.8921330686;5743.920918427336;11487.841836854672;154732.23033267152;11487.841836854672;83142.98388846495
2021-04-15T13:00:00;15152.888944242493;5390.646497948158;132100.5838247328;72958.35417598237;5390.646497948158;10781.292995896316;182395.88543995586;10781.292995896316;70202.95718108142
2021-04-15T14:00:00;9470.555590151558;5435.876329054961;125891.90220549889;45598.97135998898;5435.876329054961;10871.752658109923;113997.42839997244;10871.752658109923;92664.72367724276
2021-04-15T15:00:00;9393.44607723511;4968.85825046696;89292.75502200765;45227.70333483572;4968.85825046696;9937.71650093392;113069.25833708931;9937.71650093392;89714.57424361401
