Zeit;Heizlast_Netz_kW;Gesamtwärmebedarf_Gebäude_kW;Vorlauftemperatur_Netz_°C;Rücklauftemperatur_Netz_°C;Massenstrom_Netzpumpe_kg_s;Delta_p_Netzpumpe_bar;Rücklaufdruck_Netzpumpe_bar;Vorlaufdruck_Netzpumpe_bar
2021-01-01T00:00:00;16.004491346554094;12.110139622968626;85.0;58.90964986317789;0.14605373855726708;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T01:00:00;16.54318018423263;12.707580116615725;85.0;57.02965782882842;0.14082246118808592;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T02:00:00;15.256771882179052;11.37947198091242;85.0;58.47775342292027;0.1369629349947822;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T03:00:00;16.438280089840703;12.644089053702007;85.0;55.86062860119574;0.134315739289676;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T04:00:00;22.22875036419385;18.370774761099806;85.0;56.79280592580102;0.18763155231251558;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T05:00:00;30.233121976053706;26.32901520435018;85.0;57.13323907047629;0.2583135655218726;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T06:00:00;30.1599836666212;26.227013168849457;85.0;58.075117125954876;0.2667030540353775;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T07:00:00;29.496408987981376;25.5379790106711;85.0;58.982295937604874;0.26992983332063586;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T08:00:00;29.19125525903915;25.23197290416892;85.0;59.05974764751642;0.2679348981173022;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T09:00:00;28.667342771523746;24.703227658920273;85.0;59.28819275848156;0.26546394575182175;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T10:00:00;26.778210081745303;22.806822468284363;85.0;59.67828117213327;0.2517903444279967;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T11:00:00;25.933325812869196;21.961662745564073;85.0;59.85765633497408;0.24558575231813456;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T12:00:00;25.365673314611062;21.40377406160093;85.0;59.65694306706604;0.23830771651859922;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T13:00:00;24.743935983003848;20.786557663111857;85.0;59.614712582756624;0.2320798355540694;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T14:00:00;27.049300857164575;23.154462058664375;85.0;57.43499750179524;0.23364081785647464;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T15:00:00;27.298043966933808;23.38760956838032;85.0;57.8196717094545;0.23912640820097095;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T16:00:00;28.30232461072233;24.404507412096727;85.0;57.25519319650721;0.24287964102854456;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T17:00:00;29.16315689110964;25.262157179980363;85.0;57.223324926458076;0.2499798397473252;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T18:00:00;29.80005195726986;25.888741112341947;85.0;57.45683913506684;0.25760480072750186;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T19:00:00;29.843470276040694;25.91163952847477;85.0;58.099145679991466;0.2641398699251354;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T20:00:00;29.3485567619555;25.395384328389472;85.0;58.843868819967724;0.2671553970230846;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T21:00:00;27.111647934230934;23.146135361888806;85.0;59.553661639106565;0.2536771372959272;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T22:00:00;23.726652004879043;19.761333122619885;85.0;59.94271558437492;0.22545151998920665;1.1639806822860312;2.5;3.6639806822860312
2021-01-01T23:00:00;18.41244162826797;14.489493226587554;85.0;59.49769422804002;0.1719026786282709;1.1639806822860312;2.5;3.6639806822860312
2021-01-02T00:00:00;16.79866837617595;12.898629904904102;85.0;59.04169201210402;0.15408103442541632;1.1639806822860312;2.5;3.6639806822860312
2021-01-02T01:00:00;17.748140014663782;13.922994354402155;85.0;56.54365480740893;0.1484993098705879;1.1639806822860312;2.5;3.6639806822860312
2021-01-02T02:00:00;18.02898799156009;14.192441692592125;85.0;56.82480007108262;0.15235441804482094;1.1639806822860312;2.5;3.6639806822860312
2021-01-02T03:00:00;19.215949284558917;15.378242262816064;85.0;56.777999228429564;0.1621155798685241;1.1639806822860312;2.5;3.6639806822860312
2021-01-02T04:00:00;23.107829756781964;19.239933639892072;85.0;57.119664334698086;0.19733852181171901;1.1639806822860312;2.5;3.6639806822860312
2021-01-02T05:00:00;33.148073524779186;29.2350361936112;85.0;57.025588796508714;0.28212920732700764;1.1639806822860312;2.5;3.6639806822860312
2021-01-02T06:00:00;33.17741952859946;29.233874782670725;85.0;58.00732953634821;0.2926492809477583;1.1639806822860312;2.5;3.6639806822860312
2021-01-02T07:00:00;32.85029856983941;28.886612911469012;85.0;58.701013442587396;0.29740688457369524;1.1639806822860312;2.5;3.6639806822860312
2021-01-02T08:00:00;32.09143676375484;28.11079040323238;85.0;59.34707514426606;0.2978536880318585;1.1639806822860312;2.5;3.6639806822860312
2021-01-02T09:00:00;31.487704128805618;27.50453389230496;85.0;59.51333325228927;0.2941566461331704;1.1639806822860312;2.5;3.6639806822860312
2021-01-02T10:00:00;30.767565677934194;26.78213628733014;85.0;59.68438126077683;0.28937119614416384;1.1639806822860312;2.5;3.6639806822860312
2021-01-02T11:00:00;29.71758201939675;25.72525233149881;85.0;60.045643725105265;0.28354226767377844;1.1639806822860312;2.5;3.6639806822860312
