ID;Zeit;Strombedarf normiert;Heizwärme normiert;Warmwasser normiert
EFH;00:00;0.007643607;0;0
EFH;00:15;0.006948734;0;0
EFH;00:30;0.007720815;0;0
EFH;00:45;0.007411983;0;0
EFH;01:00;0.006948734;0;0
EFH;01:15;0.005945028;0;0
EFH;01:30;0.006485485;0;0
EFH;01:45;0.006562693;0;0
EFH;02:00;0.006331069;0;0
EFH;02:15;0.007566399;0;0
EFH;02:30;0.007875232;0;0
EFH;02:45;0.007566399;0;0
EFH;03:00;0.006948734;0;0
EFH;03:15;0.007798023;0;0
EFH;03:30;0.007566399;0;0
EFH;03:45;0.005790611;0;0
EFH;04:00;0.006099444;0;0
EFH;04:15;0.006331069;0;0
EFH;04:30;0.006717109;0;0
EFH;04:45;0.01003706;0;0
EFH;05:00;0.009342187;0;0
EFH;05:15;0.010191476;0;0
EFH;05:30;0.01003706;0;0
EFH;05:45;0.010268684;0;0
EFH;06:00;0.008647313;0;0.045454545
EFH;06:15;0.008878938;0;0
EFH;06:30;0.007798023;0;0
EFH;06:45;0.039839407;0;0
EFH;07:00;0.030188388;0;0
EFH;07:15;0.00710315;0;0
EFH;07:30;0.023702903;0;0
EFH;07:45;0.012739345;0;0
EFH;08:00;0.008029648;0;0.181818182
EFH;08:15;0.00795244;0;0
EFH;08:30;0.007798023;0;0
EFH;08:45;0.004323657;0;0.090909091
EFH;09:00;0.007180358;0;0.136363636
EFH;09:15;0.003319951;0;0
EFH;09:30;0.003088326;0;0
EFH;09:45;0.00293391;0;0
EFH;10:00;0.003011118;0;0
EFH;10:15;0.003319951;0;0
EFH;10:30;0.003551575;0;0
EFH;10:45;0.003628783;0;0
EFH;11:00;0.004014824;0;0
EFH;11:15;0.003474367;0;0
EFH;11:30;0.003474367;0;0
EFH;11:45;0.004014824;0;0
EFH;12:00;0.005558987;0;0
EFH;12:15;0.008029648;0;0
EFH;12:30;0.006948734;0;0
EFH;12:45;0.006408277;0;0
EFH;13:00;0.005095738;0;0.090909091
EFH;13:15;0.004400865;0;0
EFH;13:30;0.005558987;0;0
EFH;13:45;0.005327363;0;0
EFH;14:00;0.043236566;0;0
EFH;14:15;0.039221742;0;0.045454545
EFH;14:30;0.032273008;0;0
EFH;14:45;0.006176652;0;0.045454545
EFH;15:00;0.032350216;0;0
EFH;15:15;0.008029648;0;0
EFH;15:30;0.00710315;0;0
EFH;15:45;0.021695491;0;0
EFH;16:00;0.019688079;0;0
EFH;16:15;0.006871526;0;0
EFH;16:30;0.007411983;0;0
EFH;16:45;0.006099444;0;0
EFH;17:00;0.007025942;0;0
EFH;17:15;0.008570105;0;0
EFH;17:30;0.007334775;0;0
EFH;17:45;0.009033354;0;0.045454545
EFH;18:00;0.012816553;0;0
EFH;18:15;0.037600371;0;0.045454545
EFH;18:30;0.01629092;0;0.045454545
EFH;18:45;0.005481779;0;0
EFH;19:00;0.003705991;0;0
EFH;19:15;0.004014824;0;0
EFH;19:30;0.013202594;0;0.181818182
EFH;19:45;0.02632798;0;0
EFH;20:00;0.019842495;0;0
EFH;20:15;0.013357011;0;0
EFH;20:30;0.014437925;0;0
EFH;20:45;0.011890056;0;0
EFH;21:00;0.013048178;0;0
EFH;21:15;0.013048178;0;0
EFH;21:30;0.01212168;0;0
EFH;21:45;0.012044472;0;0
EFH;22:00;0.012739345;0;0
EFH;22:15;0.014746757;0;0
EFH;22:30;0.013202594;0;0
EFH;22:45;0.00586782;0;0.045454545
EFH;23:00;0.00501853;0;0
EFH;23:15;0.00586782;0;0
EFH;23:30;0.004632489;0;0
EFH;23:45;0.005095738;0;0
