time_steps;Last_L;Erzeuger 0;Erzeuger 1;Erzeuger 2;el_Leistungsbedarf_L;el_Leistung_L;el_Leistung_ges_L
2021-01-01 00:00:00;378.7025177706099;0.0;40.0;338.7025177706099;0.0;23.157894736842103;23.157894736842103
2021-01-01 01:00:00;386.78262192451206;0.0;40.0;346.78262192451206;0.0;23.157894736842103;23.157894736842103
2021-01-01 02:00:00;361.56497580942937;0.0;40.0;321.56497580942937;0.0;23.157894736842103;23.157894736842103
2021-01-01 03:00:00;398.62401950784493;0.0;40.0;358.62401950784493;0.0;23.157894736842103;23.157894736842103
2021-01-01 04:00:00;543.0057108490807;0.0;40.0;503.00571084908074;0.0;23.157894736842103;23.157894736842103
2021-01-01 05:00:00;735.1598189647618;0.0;40.0;695.1598189647618;0.0;23.157894736842103;23.157894736842103
2021-01-01 06:00:00;762.9961384905881;0.0;40.0;722.9961384905881;0.0;23.157894736842103;23.157894736842103
2021-01-01 07:00:00;757.43412071278;0.0;40.0;717.43412071278;0.0;23.157894736842103;23.157894736842103
2021-01-01 08:00:00;745.4699556696484;0.0;40.0;705.4699556696484;0.0;23.157894736842103;23.157894736842103
2021-01-01 09:00:00;725.7423168037221;0.0;40.0;685.7423168037221;0.0;23.157894736842103;23.157894736842103
2021-01-01 10:00:00;680.2965348904936;0.0;40.0;640.2965348904936;0.0;23.157894736842103;23.157894736842103
2021-01-01 11:00:00;649.104583646952;16.366468879765957;40.0;592.7381147671861;0.0;23.157894736842103;23.157894736842103
2021-01-01 12:00:00;628.6609655527392;15.092807580009636;40.0;573.5681579727295;0.0;23.157894736842103;23.157894736842103
2021-01-01 13:00:00;608.1677937708455;0.0;40.0;568.1677937708455;0.0;23.157894736842103;23.157894736842103
2021-01-01 14:00:00;657.6982699583375;0.0;40.0;617.6982699583375;0.0;23.157894736842103;23.157894736842103
2021-01-01 15:00:00;663.6543824277591;0.0;40.0;623.6543824277591;0.0;23.157894736842103;23.157894736842103
2021-01-01 16:00:00;688.2920424741742;0.0;40.0;648.2920424741742;0.0;23.157894736842103;23.157894736842103
2021-01-01 17:00:00;705.0166703112019;0.0;40.0;665.0166703112019;0.0;23.157894736842103;23.157894736842103
2021-01-01 18:00:00;715.9586919073729;0.0;40.0;675.9586919073729;0.0;23.157894736842103;23.157894736842103
2021-01-01 19:00:00;715.0544407448799;0.0;40.0;675.0544407448799;0.0;23.157894736842103;23.157894736842103
2021-01-01 20:00:00;702.1321150650397;0.0;40.0;662.1321150650397;0.0;23.157894736842103;23.157894736842103
2021-01-01 21:00:00;646.4078197483177;0.0;40.0;606.4078197483177;0.0;23.157894736842103;23.157894736842103
2021-01-01 22:00:00;556.720689868918;0.0;40.0;516.720689868918;0.0;23.157894736842103;23.157894736842103
2021-01-01 23:00:00;429.726421330795;0.0;40.0;389.726421330795;0.0;23.157894736842103;23.157894736842103
2021-01-02 00:00:00;409.16768144707623;0.0;40.0;369.16768144707623;0.0;23.157894736842103;23.157894736842103
2021-01-02 01:00:00;425.6021515783058;0.0;40.0;385.6021515783058;0.0;23.157894736842103;23.157894736842103
2021-01-02 02:00:00;439.66935958690965;0.0;40.0;399.66935958690965;0.0;23.157894736842103;23.157894736842103
2021-01-02 03:00:00;473.36482709173305;0.0;40.0;433.36482709173305;0.0;23.157894736842103;23.157894736842103
2021-01-02 04:00:00;570.1716721629851;0.0;40.0;530.1716721629851;0.0;23.157894736842103;23.157894736842103
2021-01-02 05:00:00;812.8116457683238;0.0;40.0;772.8116457683238;0.0;23.157894736842103;23.157894736842103
2021-01-02 06:00:00;848.591602391656;0.0;40.0;808.591602391656;0.0;23.157894736842103;23.157894736842103
2021-01-02 07:00:00;836.622094090726;0.0;40.0;796.622094090726;0.0;23.157894736842103;23.157894736842103
2021-01-02 08:00:00;816.1030249779208;0.0;40.0;776.1030249779208;0.0;23.157894736842103;23.157894736842103
2021-01-02 09:00:00;788.6380135647435;0.0;40.0;748.6380135647435;0.0;23.157894736842103;23.157894736842103
2021-01-02 10:00:00;765.8590221969064;0.0;40.0;725.8590221969064;0.0;23.157894736842103;23.157894736842103
2021-01-02 11:00:00;737.6380571796553;0.0;40.0;697.6380571796553;0.0;23.157894736842103;23.157894736842103
2021-01-02 12:00:00;716.9889085803327;0.0;40.0;676.9889085803327;0.0;23.157894736842103;23.157894736842103
2021-01-02 13:00:00;710.8467131803849;0.0;40.0;670.8467131803849;0.0;23.157894736842103;23.157894736842103
2021-01-02 14:00:00;712.6496684922747;0.0;40.0;672.6496684922747;0.0;23.157894736842103;23.157894736842103
2021-01-02 15:00:00;723.4774810151696;0.0;40.0;683.4774810151696;0.0;23.157894736842103;23.157894736842103
2021-01-02 16:00:00;755.2084786038215;0.0;40.0;715.2084786038215;0.0;23.157894736842103;23.157894736842103
2021-01-02 17:00:00;782.9315829002131;0.0;40.0;742.9315829002131;0.0;23.157894736842103;23.157894736842103
2021-01-02 18:00:00;800.7162790053203;0.0;40.0;760.7162790053203;0.0;23.157894736842103;23.157894736842103
2021-01-02 19:00:00;794.847450150729;0.0;40.0;754.847450150729;0.0;23.157894736842103;23.157894736842103
2021-01-02 20:00:00;780.6593165878654;0.0;40.0;740.6593165878654;0.0;23.157894736842103;23.157894736842103
2021-01-02 21:00:00;729.919412522815;0.0;40.0;689.919412522815;0.0;23.157894736842103;23.157894736842103
2021-01-02 22:00:00;618.9857027564539;0.0;40.0;578.9857027564539;0.0;23.157894736842103;23.157894736842103
