;waerme_ges_W_1;waerme_ges_W_2;waerme_ges_W_3;waerme_ges_W_4;waerme_ges_W_5;waerme_ges_W_6;waerme_ges_W_7;waerme_ges_W_8;waerme_ges_W_9;strombedarf_hast_ges_W_1;strombedarf_hast_ges_W_2;strombedarf_hast_ges_W_3;strombedarf_hast_ges_W_4;strombedarf_hast_ges_W_5;strombedarf_hast_ges_W_6;strombedarf_hast_ges_W_7;strombedarf_hast_ges_W_8;strombedarf_hast_ges_W_9
2021-01-01T13:00:00;29872.53107839656;9214.793377616523;304257.2609836687;143830.7051922797;9214.793377616523;18429.586755233046;359576.7629806993;18429.586755233046;228192.94573775146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T14:00:00;19273.682438569762;10264.498196307504;196306.02483728452;92799.21174126178;10264.498196307504;20528.99639261501;231998.02935315442;20528.99639261501;147229.5186279634;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T15:00:00;20309.04554477392;10367.853747686311;206851.38980788243;97784.29336372626;10367.853747686311;20735.707495372622;244460.7334093156;20735.707495372622;155138.54235591186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T16:00:00;25979.44004646492;10818.650058834044;264605.40788066114;125086.19281631257;10818.650058834044;21637.30011766809;312715.4820407814;21637.30011766809;198454.0559104959;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T17:00:00;17447.12586558003;11198.85083712036;177702.20789016693;84004.68009353345;11198.85083712036;22397.70167424072;210011.7002338336;22397.70167424072;133276.6559176252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T18:00:00;11557.712245268915;11476.618881450895;117717.43953514632;55648.24414388736;11476.618881450895;22953.23776290179;139120.61035971835;22953.23776290179;88288.07965135973;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T19:00:00;11010.688417901936;11486.769873104171;112145.90055270489;53014.42571582414;11486.769873104171;22973.539746208342;132536.0642895603;22973.539746208342;84109.42541452868;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T20:00:00;21012.21218876479;11257.91115219396;214013.27229297473;101169.91053849715;11257.91115219396;22515.82230438792;252924.7763462428;22515.82230438792;160509.95421973107;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T21:00:00;20451.565162631978;10260.806926615405;208302.97850828865;98470.498931191;10260.806926615405;20521.61385323081;246176.2473279775;20521.61385323081;156227.2338812165;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T22:00:00;20302.7579145743;8760.305796776693;206787.34912992336;97754.01958869107;8760.305796776693;17520.611593553385;244385.0489717276;17520.611593553385;155090.51184744254;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-01T23:00:00;18049.690426376983;6423.27067296578;183839.4395279137;86905.91686774103;6423.27067296578;12846.54134593156;217264.79216935256;12846.54134593156;137879.57964593527;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T00:00:00;26617.01429687561;5718.032362759341;271099.21969039977;128155.99476273445;5718.032362759341;11436.064725518681;320389.98690683604;11436.064725518681;203324.4147677998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T01:00:00;11341.842038437824;6172.138660612189;115518.76150260745;54608.86907395988;6172.138660612189;12344.277321224377;136522.17268489968;12344.277321224377;86639.0711269556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T02:00:00;21033.993885281983;6291.586122178924;214235.12290564983;101274.78537357993;6291.586122178924;12583.172244357847;253186.9634339498;12583.172244357847;160676.34217923743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T03:00:00;19204.063053810212;6817.257925022189;195596.93851102993;92464.00729612324;6817.257925022189;13634.515850044378;231160.0182403081;13634.515850044378;146697.70388327248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T04:00:00;15390.597298753817;8529.16658756269;156756.08359841848;74102.87588288874;8529.16658756269;17058.33317512538;185257.1897072218;17058.33317512538;117567.06269881388;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-02T05:00:00;21115.679298428713;12960.049579990826;215067.1039654776;101668.08551095305;12960.049579990826;25920.09915998165;254170.2137773826;25920.09915998165;161300.32797410822;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
