;waerme_ges_W_1;waerme_ges_W_2;waerme_ges_W_3;waerme_ges_W_4;waerme_ges_W_5;waerme_ges_W_6;waerme_ges_W_7;waerme_ges_W_8;waerme_ges_W_9;strombedarf_hast_ges_W_1;strombedarf_hast_ges_W_2;strombedarf_hast_ges_W_3;strombedarf_hast_ges_W_4;strombedarf_hast_ges_W_5;strombedarf_hast_ges_W_6;strombedarf_hast_ges_W_7;strombedarf_hast_ges_W_8;strombedarf_hast_ges_W_9
2021-01-15T17:00:00;18930.55264379421;11883.02996099561;192811.18433494103;91147.10532197212;11883.02996099561;23766.05992199122;227867.76330493027;23766.05992199122;144608.3882512058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-15T18:00:00;13570.615891308713;12136.622237468602;138219.23592999612;65340.00243963455;12136.622237468602;24273.244474937204;163350.00609908634;24273.244474937204;103664.42694749711;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-15T19:00:00;13909.909469121152;12115.530423371238;141675.00385215983;66973.6381846574;12115.530423371238;24231.060846742475;167434.09546164345;24231.060846742475;106256.25288911989;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-15T20:00:00;22773.249676228083;11893.330614391998;231949.7652208416;109648.97992257965;11893.330614391998;23786.661228783996;274122.44980644906;23786.661228783996;173962.32391563116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-15T21:00:00;21665.191247691128;10845.116504483318;220663.98493018735;104313.88378517948;10845.116504483318;21690.233008966636;260784.70946294864;21690.233008966636;165497.9886976405;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-15T22:00:00;21451.019221829458;9304.923568070948;218482.6031853;103282.68514214181;9304.923568070948;18609.847136141896;258206.7128553545;18609.847136141896;163861.952388975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-15T23:00:00;19469.36437201463;6824.428128759676;198299.0815668156;93741.38401340376;6824.428128759676;13648.856257519352;234353.4600335094;13648.856257519352;148724.3111751117;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T00:00:00;22483.842058415685;5374.079546536223;229002.095039419;108255.53583681627;5374.079546536223;10748.159093072445;270638.8395920405;10748.159093072445;171751.57127956423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T01:00:00;11601.03464786881;5764.700284013232;118158.68622829339;55856.83348973871;5764.700284013232;11529.400568026464;139642.08372434674;11529.400568026464;88619.01467122007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T02:00:00;17931.1058289015;5850.880398756362;182631.63344251527;86334.95399100723;5850.880398756362;11701.760797512725;215837.38497751806;11701.760797512725;136973.72508188648;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T03:00:00;16953.650880095825;6273.350309073224;172676.07377875375;81628.68942268359;6273.350309073224;12546.700618146448;204071.72355670898;12546.700618146448;129507.05533406531;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T04:00:00;14163.187441494065;7837.706739736547;144254.68690410623;68193.12471830475;7837.706739736547;15675.413479473094;170482.8117957618;15675.413479473094;108191.01517807967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T05:00:00;19024.301590785544;11806.675719808705;193766.03472096386;91598.48914081928;11806.675719808705;23613.35143961741;228996.22285204817;23613.35143961741;145324.5260407229;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T06:00:00;22071.61450498588;11791.687873766425;224803.4810693006;106270.73650548756;11791.687873766425;23583.37574753285;265676.84126371884;23583.37574753285;168602.61080197548;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T07:00:00;24115.31187564365;11593.09891370617;245618.91725192597;116110.76088272867;11593.09891370617;23186.19782741234;290276.9022068216;23186.19782741234;184214.18793894452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T08:00:00;28202.706616959185;11337.368790609708;287249.78961717687;135790.80963721088;11337.368790609708;22674.737581219415;339477.02409302717;22674.737581219415;215437.3422128827;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T09:00:00;20999.822866068385;11086.322369401461;213887.08474699277;101110.25824403296;11086.322369401461;22172.644738802923;252775.64561008237;22172.644738802923;160415.3135602446;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T10:00:00;21693.474999243543;10810.920698374506;220952.06017748042;104450.06481117259;10810.920698374506;21621.841396749012;261125.16202793148;21621.841396749012;165714.04513311034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T11:00:00;26204.988473414745;10439.034768450352;266902.66037737235;126172.16672384876;10439.034768450352;20878.069536900704;315430.4168096218;20878.069536900704;200176.99528302925;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T12:00:00;23252.01224932623;9609.082793858908;236826.05068758194;111954.13305231147;9609.082793858908;19218.165587717816;279885.33263077866;19218.165587717816;177619.53801568647;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T13:00:00;2857.0540433865785;9353.82104095127;29099.624515974407;13756.18613482427;9353.82104095127;18707.64208190254;34390.46533706067;18707.64208190254;21824.718386980807;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T14:00:00;2329.085676878403;9307.92076244678;23722.16893116891;11214.116222007124;9307.92076244678;18615.84152489356;28035.290555017807;18615.84152489356;17791.626698376684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T15:00:00;10067.072501932893;10476.50438355606;102534.99770487206;48471.08982412134;10476.50438355606;20953.00876711212;121177.72456030334;20953.00876711212;76901.24827865406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T16:00:00;11312.475360467946;10945.811312755059;115219.65644921055;54467.47395780862;10945.811312755059;21891.622625510117;136168.68489452155;21891.622625510117;86414.74233690789;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T17:00:00;11012.817638936276;11325.659535889175;112167.58706323984;53024.677520804304;11325.659535889175;22651.31907177835;132561.69380201073;22651.31907177835;84125.69029742989;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T18:00:00;14618.223240856967;11643.682894098873;148889.3107865061;70384.03782634834;11643.682894098873;23287.365788197745;175960.09456587085;23287.365788197745;111666.98308987958;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T19:00:00;10105.917021390704;11596.84587521674;102930.63632897941;48658.118991881165;11596.84587521674;23193.69175043348;121645.2974797029;23193.69175043348;77197.97724673455;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T20:00:00;9958.466396510044;11356.571968351383;101428.82440889857;47948.17153875206;11356.571968351383;22713.143936702767;119870.42884688011;22713.143936702767;76071.61830667393;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T21:00:00;16826.018887591603;10318.195259734439;171376.11829954403;81014.16501432992;10318.195259734439;20636.390519468878;202535.41253582478;20636.390519468878;128532.08872465805;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T22:00:00;16909.25714357262;9518.218977227567;172223.91535120257;81414.94180238667;9518.218977227567;19036.437954455134;203537.35450596665;19036.437954455134;129167.93651340195;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-16T23:00:00;16030.895356649107;6994.640399858112;163277.63789179642;77185.79245794014;6994.640399858112;13989.280799716224;192964.48114485032;13989.280799716224;122458.22841884734;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T00:00:00;47985.32186728823;5254.845496083184;488739.3893890467;231040.4386202766;5254.845496083184;10509.690992166368;577601.0965506916;10509.690992166368;366554.5420417851;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T01:00:00;63720.27261356366;5962.491511308513;649002.7766196298;306801.31258382497;5962.491511308513;11924.983022617025;767003.2814595626;11924.983022617025;486752.08246472233;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T02:00:00;26742.887243462315;5339.33325359456;272381.25896119024;128762.04969074445;5339.33325359456;10678.66650718912;321905.1242268611;10678.66650718912;204285.94422089265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T03:00:00;20354.487195820322;6674.0444748580685;207314.2214389107;98003.08649839414;6674.0444748580685;13348.088949716137;245007.7162459853;13348.088949716137;155485.66607918302;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T04:00:00;31955.05828862179;8236.823804548234;325468.18627299974;153857.68805632714;8236.823804548234;16473.647609096468;384644.2201408178;16473.647609096468;244101.13970474977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T05:00:00;16826.804653789088;12308.840695472172;171384.12147377772;81017.94833305856;12308.840695472172;24617.681390944344;202544.87083264638;24617.681390944344;128538.09110533331;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T06:00:00;20171.674490054473;12295.166376337387;205452.2401764807;97122.87717433632;12295.166376337387;24590.332752674774;242807.1929358408;24590.332752674774;154089.18013236052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T07:00:00;17377.251701919253;12111.539805098791;176990.52659362194;83668.24893516675;12111.539805098791;24223.079610197583;209170.6223379169;24223.079610197583;132742.89494521645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T08:00:00;20382.612227476606;11812.658258295543;207600.68009466917;98138.50331747996;11812.658258295543;23625.316516591087;245346.25829369988;23625.316516591087;155700.51007100186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T09:00:00;22096.23022767744;11544.055561005047;225054.1967633813;106389.25665178023;11544.055561005047;23088.111122010094;265973.1416294506;23088.111122010094;168790.64757253593;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T10:00:00;23830.94200162047;11256.894859174481;242722.5574239122;114741.57260039485;11256.894859174481;22513.789718348962;286853.93150098715;22513.789718348962;182041.91806793414;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T11:00:00;22439.75740005064;10837.874651401306;228553.08463014534;108043.27637061417;10837.874651401306;21675.74930280261;270108.1909265354;21675.74930280261;171414.813472609;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T12:00:00;17955.823781705694;10754.851999511515;182883.39036922462;86453.9663563607;10754.851999511515;21509.70399902303;216134.9158909018;21509.70399902303;137162.54277691845;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T13:00:00;22781.275641591244;10794.898219834824;232031.51116435524;109687.62345951337;10794.898219834824;21589.796439669648;274219.0586487835;21589.796439669648;174023.63337326644;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T14:00:00;25985.520319575193;10878.89760880567;264667.33658826584;125115.46820536203;10878.89760880567;21757.79521761134;312788.6705134051;21757.79521761134;198500.50244119938;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T15:00:00;18837.7444172135;10979.501528154477;191865.91536050788;90700.25089769463;10979.501528154477;21959.003056308953;226750.62724423653;21959.003056308953;143899.4365203809;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T16:00:00;13674.792177452524;11461.032909115258;139280.29069627568;65841.59196551213;11461.032909115258;22922.065818230516;164603.97991378035;22922.065818230516;104460.21802220677;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T17:00:00;26483.735166057973;11919.12260013069;269741.74706170155;127514.28042916801;11919.12260013069;23838.24520026138;318785.70107291994;23838.24520026138;202306.31029627618;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T18:00:00;26192.440195332158;12191.63224574541;266774.85384134605;126111.74908863628;12191.63224574541;24383.26449149082;315279.3727215907;24383.26449149082;200081.1403810095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T19:00:00;18349.57422489369;12194.562456988582;186893.81154984309;88349.80182356219;12194.562456988582;24389.124913977164;220874.50455890544;24389.124913977164;140170.35866238235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T20:00:00;19556.941655281375;11980.657036237239;199191.0724149029;94163.05241431773;11980.657036237239;23961.314072474477;235407.63103579427;23961.314072474477;149393.3043111772;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T21:00:00;19637.298888585046;10915.036880804753;200009.5257170699;94549.95761170576;10915.036880804753;21830.073761609507;236374.89402926443;21830.073761609507;150007.14428780242;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T22:00:00;19787.968701029433;9279.002270035364;201544.1256586331;95275.40485680835;9279.002270035364;18558.004540070728;238188.51214202086;18558.004540070728;151158.0942439748;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-17T23:00:00;35592.22756102929;6804.438875179089;362513.4288623353;171369.98455310395;6804.438875179089;13608.877750358179;428424.96138275985;13608.877750358179;271885.0716467515;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T00:00:00;29831.38479273902;5608.614047322381;303838.178444564;143632.5934465212;5608.614047322381;11217.228094644763;359081.483616303;11217.228094644763;227878.63383342305;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T01:00:00;26474.75707425364;6175.232538326857;269650.3035340648;127471.05257973974;6175.232538326857;12350.465076653714;318677.6314493493;12350.465076653714;202237.7276505486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T02:00:00;28667.686826689805;6219.673204287993;291985.69916072936;138029.60323961754;6219.673204287993;12439.346408575986;345074.0080990439;12439.346408575986;218989.27437054703;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T03:00:00;26604.196480844425;6746.9011050087365;270968.66786045243;128094.2793522139;6746.9011050087365;13493.802210017473;320235.69838053477;13493.802210017473;203226.50089533938;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T04:00:00;24668.888848321967;8438.676456938321;251257.2012329089;118776.13149192058;8438.676456938321;16877.352913876643;296940.3287298014;16877.352913876643;188442.9009246817;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T05:00:00;26547.645283790192;12726.190707052403;270392.6834460112;127821.9958108417;12726.190707052403;25452.381414104806;319554.9895271042;25452.381414104806;202794.51258450845;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T06:00:00;25020.76296332605;12712.555502723422;254841.10425609865;120470.34019379212;12712.555502723422;25425.111005446845;301175.8504844802;25425.111005446845;191130.828192074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T07:00:00;19679.816574871224;12572.668406459392;200442.57622554022;94754.6723975281;12572.668406459392;25145.336812918784;236886.68099382025;25145.336812918784;150331.9321691552;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T08:00:00;27010.108406366995;12213.103018228385;275102.9559907749;130048.67010472997;12213.103018228385;24426.20603645677;325121.675261825;24426.20603645677;206327.2169930812;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T09:00:00;28310.78593861423;11937.368886242251;288350.5975229226;136311.1915562907;11937.368886242251;23874.737772484503;340777.9788907268;23874.737772484503;216262.94814219195;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T10:00:00;32171.347657516173;11645.47451208843;327671.1335487758;154899.08131396674;11645.47451208843;23290.94902417686;387247.7032849168;23290.94902417686;245753.3501615818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T11:00:00;27918.69763903825;11207.127943289956;284357.1055827969;134423.35900277673;11207.127943289956;22414.25588657991;336058.3975069419;22414.25588657991;213267.82918709776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T12:00:00;20345.864006843236;11127.336747587009;207226.39266229217;97961.56744035632;11127.336747587009;22254.673495174018;244903.91860089073;22254.673495174018;155419.79449671917;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T13:00:00;25162.76930259556;11164.202300032042;256287.4651190288;121154.07441990453;11164.202300032042;22328.404600064085;302885.18604976125;22328.404600064085;192215.59883927158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T14:00:00;24500.49195042716;11225.308215728606;249542.04764323955;117965.33161316779;11225.308215728606;22450.616431457212;294913.3290329194;22450.616431457212;187156.53573242965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T15:00:00;26277.45623119778;11347.520047121727;267640.7579103477;126521.08555761895;11347.520047121727;22695.040094243453;316302.7138940473;22695.040094243453;200730.5684327608;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T16:00:00;27911.157479431025;11847.982546752242;284280.3076608715;134387.0545305938;11847.982546752242;23695.965093504485;335967.63632648444;23695.965093504485;213210.2307456536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T17:00:00;28991.913689800705;12261.583744731444;295288.0098035256;139590.69554348485;12261.583744731444;24523.16748946289;348976.73885871214;24523.16748946289;221466.00735264423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T18:00:00;24448.967526444412;12652.964609730081;249017.26184341527;117717.25105325086;12652.964609730081;25305.929219460162;294293.12763312715;25305.929219460162;186762.9463825615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T19:00:00;24207.68241901305;12678.214988117092;246559.72834179958;116555.50794339617;12678.214988117092;25356.429976234183;291388.7698584904;25356.429976234183;184919.79625634965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T20:00:00;24452.73760624803;12542.36795239498;249055.66080437804;117735.40328934236;12542.36795239498;25084.73590478996;294338.5082233559;25084.73590478996;186791.74560328355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T21:00:00;25322.36934761527;11488.922166088973;257913.02113311848;121922.51908111056;11488.922166088973;22977.844332177945;304806.2977027764;22977.844332177945;193434.76584983885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T22:00:00;30014.86200984829;9434.551380521947;305706.9278780845;144516.00226963992;9434.551380521947;18869.102761043894;361290.0056740998;18869.102761043894;229280.1959085633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-18T23:00:00;21868.976247503768;7043.845554839957;222739.57289124202;105295.07082131441;7043.845554839957;14087.691109679914;263237.677053286;14087.691109679914;167054.67966843155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T00:00:00;36856.60057130348;5898.12696924095;375391.3021151281;177457.70645442413;5898.12696924095;11796.2539384819;443644.2661360603;11796.2539384819;281543.476586346;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T01:00:00;39444.197688625885;6519.099582228958;401746.457939708;189916.50738968013;6519.099582228958;13038.199164457916;474791.2684742004;13038.199164457916;301309.84345478093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T02:00:00;41656.98191878247;6657.093496226294;424284.0750987103;200570.65368302667;6657.093496226294;13314.186992452587;501426.6342075667;13314.186992452587;318213.0563240327;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T03:00:00;28936.943085078;8082.103229077811;294728.12401468324;139326.02226148665;8082.103229077811;16164.206458155622;348315.05565371655;16164.206458155622;221046.09301101248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T04:00:00;25989.80323525212;9759.174425803492;264710.95887756784;125136.0896512139;9759.174425803492;19518.348851606985;312840.2241280347;19518.348851606985;198533.2191581759;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T05:00:00;28662.080301156417;13931.82104300518;291928.5956599265;138002.6088574198;13931.82104300518;27863.64208601036;345006.52214354946;27863.64208601036;218946.44674494487;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T06:00:00;33763.70015424644;13878.404044038467;343889.53860806563;162565.96370563103;13878.404044038467;27756.808088076934;406414.90926407755;27756.808088076934;257917.15395604927;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T07:00:00;33948.33020607257;13407.110313571764;345770.02987666504;163454.92321442347;13407.110313571764;26814.220627143528;408637.3080360587;26814.220627143528;259327.52240749873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T08:00:00;43197.87934379742;13762.66721294393;439978.4007238626;207989.78943309872;13762.66721294393;27525.33442588786;519974.4735827468;27525.33442588786;329983.80054289696;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T09:00:00;34475.84463986146;13560.127758528488;351142.86207266303;165994.8075252589;13560.127758528488;27120.255517056976;414987.0188131472;27120.255517056976;263357.1465544973;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T10:00:00;32808.621389912856;13205.127286228886;334161.8845268902;157967.43632180264;13205.127286228886;26410.254572457772;394918.5908045066;26410.254572457772;250621.41339516765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T11:00:00;29406.153291974453;12698.222223117707;299507.1168627027;141585.18251691398;12698.222223117707;25396.444446235415;353962.95629228494;25396.444446235415;224630.33764702705;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T12:00:00;28998.023703727253;12594.170360547141;295350.2414268516;139620.1141290571;12594.170360547141;25188.340721094282;349050.28532264277;25188.340721094282;221512.68107013867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T13:00:00;28456.62731115443;12240.28274239268;289836.01890990615;137013.3907574102;12240.28274239268;24480.56548478536;342533.47689352545;24480.56548478536;217377.01418242962;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T14:00:00;26704.724112623913;12273.668366746875;271992.5604063547;128578.30128300404;12273.668366746875;24547.33673349375;321445.75320751;24547.33673349375;203994.42030476598;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T15:00:00;28935.55488919961;12299.26401208509;294713.9849825886;139319.33835540555;12299.26401208509;24598.52802417018;348298.3458885138;24598.52802417018;221035.48873694142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T16:00:00;27408.539422968584;12792.25839838202;279161.0496783837;131967.04166614503;12792.25839838202;25584.51679676404;329917.6041653626;25584.51679676404;209370.78725878775;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T17:00:00;25823.219729845092;13196.224453067773;263014.27502620005;124334.02092147639;13196.224453067773;26392.448906135545;310835.052303691;26392.448906135545;197260.70626965002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T18:00:00;25192.978801055193;13373.168262145;256595.15445519178;121299.52756063614;13373.168262145;26746.33652429;303248.81890159025;26746.33652429;192446.36584139382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T19:00:00;28812.005456022736;13262.439274703587;293455.61112615746;138724.47071418352;13262.439274703587;26524.878549407174;346811.1767854588;26524.878549407174;220091.70834461806;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T20:00:00;27069.819628640973;13882.855460619025;275711.1258472691;130336.16858234537;13882.855460619025;27765.71092123805;325840.4214558635;27765.71092123805;206783.3443854518;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T21:00:00;28735.65468271119;12658.715900965242;292677.96436094726;138356.85587972053;12658.715900965242;25317.431801930485;345892.1396993014;25317.431801930485;219508.4732707104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T22:00:00;22824.71663251871;10441.910443846762;232473.96570157947;109896.7837862012;10441.910443846762;20883.820887693524;274741.959465503;20883.820887693524;174355.47427618457;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-19T23:00:00;24479.446119561784;7664.226497577815;249327.6919584997;117863.99983492712;7664.226497577815;15328.45299515563;294659.99958731775;15328.45299515563;186995.76896887473;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-20T00:00:00;24220.722114443466;6809.336180771567;246692.54005451672;116618.29166213519;6809.336180771567;13618.672361543135;291545.72915533796;13618.672361543135;185019.40504088756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-20T01:00:00;35918.96036328643;6239.758248357405;365841.2629593988;172943.14248989764;6239.758248357405;12479.51649671481;432357.856224744;12479.51649671481;274380.9472195491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-20T02:00:00;38190.04690976511;6354.953785250156;388972.70000686677;183878.0036396098;6354.953785250156;12709.907570500312;459695.0090990243;12709.907570500312;291729.5250051501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-20T03:00:00;30270.231228260127;6862.134135180746;308307.9106582049;145745.5577656969;6862.134135180746;13724.268270361492;364363.8944142423;13724.268270361492;231230.93299365373;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-20T04:00:00;28483.10541088678;8719.662167576376;290105.703259032;137140.87790426973;8719.662167576376;17439.324335152753;342852.1947606742;17439.324335152753;217579.27744427405;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-20T05:00:00;27915.963931466475;13386.14803707443;284329.2622649363;134410.1967070608;13386.14803707443;26772.29607414886;336025.49176765187;26772.29607414886;213246.9466987022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-20T06:00:00;30686.13497983502;13454.412058936803;312543.9673872085;147748.05731031677;13454.412058936803;26908.824117873606;369370.14327579184;26908.824117873606;234407.97554040642;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-20T07:00:00;30858.798052458544;12780.838155716687;314302.5727565221;148579.39803035595;12780.838155716687;25561.676311433373;371448.4950758898;25561.676311433373;235726.92956739163;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-20T08:00:00;38957.578378580605;13075.760062668962;396790.15015220974;187573.52552649917;13075.760062668962;26151.520125337924;468933.8138162479;26151.520125337924;297592.6126141574;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-01-20T09:00:00;34124.27265952082;12561.646648017977;347562.0363469712;164302.053545841;12561.646648017977;25123.293296035954;410755.13386460237;25123.293296035954;260671.52726022853;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
