Land;Bundesland;Stadt;Adresse;Wärmebedarf;Gebäudetyp;Subtyp;WW_Anteil;Typ_Heizflächen;VLT_max;Steigung_Heizkurve;RLT_max;Normaußentemperatur;UTM_X;UTM_Y
Deutschland;Sachsen;Görlitz;Heynestraße 7;170132.72;HMF;03;13.34;HK;70.0;1.5;55.0;-15.0;499888.9605;5666315.274
Deutschland;Sachsen;Görlitz;Brückenstraße 10;234981.51;GBD;03;17.83;HK;70.0;1.5;55.0;-15.0;499828.49;5666163.93
Deutschland;Sachsen;Görlitz;Parkstraße 3;118645.14;HMF;03;10.13;HK;70.0;1.5;55.0;-15.0;499755.8195;5666460.737
Deutschland;Sachsen;Görlitz;Am Stadtpark 1;1449394.40;GBD;03;10.14;HK;70.0;1.5;55.0;-15.0;499915.268;5666561.652
Deutschland;Sachsen;Görlitz;Dr.-Kahlbaum-Allee 31;496377.67;GBD;03;11.56;HK;70.0;1.5;55.0;-15.0;499555.706;5666496.192
Deutschland;Sachsen;Görlitz;Am Stadtpark 6;143631.49;HMF;03;10.43;HK;70.0;1.5;55.0;-15.0;499725.378;5666483.403
Deutschland;Sachsen;Görlitz;Brückenstraße 3;175600.96;HMF;03;10.46;HK;70.0;1.5;55.0;-15.0;499824.89;5666358.4
Deutschland;Sachsen;Görlitz;Furtstraße 3;140616.19;GBD;03;15.31;HK;70.0;1.5;55.0;-15.0;499965.7974;5666443.628
Deutschland;Sachsen;Görlitz;Furtstraße 1;124933.27;GBD;03;12.53;HK;70.0;1.5;55.0;-15.0;499882.86;5666431.99
