Land;Bundesland;Stadt;Adresse;Wärmebedarf;UTM_X;UTM_Y
;;;;;486294.36418658786;5638554.385578571
;;;;;486311.07614323794;5638433.793066703
;;;;;486135.96866771363;5638478.905472474
;;;;;486107.6869738526;5638479.892926463
;;;;;486552.9590800054;5638401.735187193
;;;;;486552.7131526911;5638442.547116305
;;;;;486532.4082234303;5638373.898881691
;;;;;486584.8553900504;5638451.780884541
;;;;;486537.16729871836;5638362.920271973
;;;;;486552.542831594;5638463.672098146
;;;;;486592.3196116495;5638409.75117944
;;;;;486609.03478619846;5638466.599206389
;;;;;486608.6688788921;5638330.177018407
;;;;;486560.4519392074;5638302.456510198
;;;;;486597.42282352876;5638501.457769922
;;;;;486579.21938858164;5638407.538734661
;;;;;486584.4657952343;5638505.583482062
;;;;;486606.33243713446;5638482.218998892
;;;;;486685.070836769;5638437.038809757
;;;;;486526.54368170706;5638368.709823829
;;;;;486581.40322032245;5638442.550735551
;;;;;486540.6275400904;5638343.389572418
;;;;;486572.37966954586;5638438.570777409
;;;;;486574.4041532728;5638496.26107388
;;;;;486555.29134795093;5638452.362395274
;;;;;486533.085519758;5638346.944439739
;;;;;486601.1069861044;5638494.486989254
;;;;;486558.1254834122;5638437.897198443
;;;;;486631.43937443197;5638439.018871745
;;;;;486563.5240825409;5638437.904228796
;;;;;486550.8701781409;5638219.72449141
;;;;;486596.3761790597;5638323.817379523
;;;;;486578.79204143176;5638274.853115471
;;;;;486573.21123007813;5638286.944124659
;;;;;486575.39471541735;5638279.694436984
;;;;;486575.62916348845;5638273.2282053605
;;;;;486600.4582080937;5638316.509184221
;;;;;486563.29485850385;5638270.511823631
;;;;;486485.36860633735;5638187.868264226
;;;;;486193.2935489764;5638144.422568536
;;;;;486533.1914253015;5638198.641854443
;;;;;486367.1362886208;5638183.673631283
;;;;;486494.2662992434;5638209.577241534
;;;;;486488.87749385677;5638230.0295548905
;;;;;486519.9267883139;5638014.102561949
;;;;;486494.0598333112;5638153.3729096055
;;;;;486500.3854111717;5638066.818767056
;;;;;486500.6547266777;5638073.023159474
;;;;;486527.8297246511;5638062.05475727
;;;;;486494.529667623;5638140.872539791
;;;;;486587.8275280941;5638021.043697707
;;;;;486574.78773489915;5638100.620447761
;;;;;486500.3467041915;5638060.947382315
;;;;;486520.79627046676;5638142.373832671
;;;;;486628.78482619365;5638163.4613833
;;;;;486594.0264719103;5638082.764461736
;;;;;486509.7069512924;5638058.25420362
;;;;;486569.1186471341;5638094.447487438
;;;;;486524.8112570974;5638092.034408061
;;;;;486501.3865640863;5638035.9797480665
;;;;;486586.2346131459;5638068.036370541
;;;;;486500.191913851;5638056.638695635
;;;;;486504.2773246544;5638060.937165816
;;;;;486587.5052690141;5638059.653989809
;;;;;486312.4341741321;5638322.037094656
;;;;;486137.3051581853;5638373.671003382
;;;;;486172.4855102433;5638406.6932893945
;;;;;486150.84869799425;5638410.153751718
;;;;;486438.7118192962;5638056.669997398
;;;;;486066.05247795186;5638370.742002406
;;;;;486215.58466894826;5638173.625756612
;;;;;486099.9584791318;5638400.412942805
;;;;;486299.64202775474;5638353.648117662
;;;;;486315.6844518062;5638234.437844893
;;;;;486110.83978815225;5638419.408878445
;;;;;486231.69751888065;5638310.590466742
;;;;;486268.6095475621;5638253.890685318
;;;;;486119.48821246234;5638317.116552902
;;;;;486408.3061199024;5638054.626532811
;;;;;486125.4565707232;5638313.608845043
;;;;;486077.428867075;5638373.230716015
;;;;;486264.2179636767;5638284.594170896
;;;;;486607.9030001286;5638098.655615369
;;;;;486273.24338389235;5638213.712116265
;;;;;486322.7605485078;5638066.660840652
;;;;;486167.2592598113;5638292.769176496
;;;;;486364.97010152135;5638140.78855181
;;;;;486302.445130609;5638230.359846401
;;;;;486599.7699142337;5638086.577778429
;;;;;486243.49345928663;5638356.55253412
;;;;;486257.66967696324;5638260.3471249
;;;;;486114.52088518476;5638405.669232173
;;;;;486254.76681991806;5638141.4127003765
;;;;;486314.60173079575;5638093.126260871
;;;;;486192.0619884478;5638273.709784409
;;;;;486227.9225576846;5638335.042776184
;;;;;486286.65421885054;5638349.276925607
;;;;;486068.49768594076;5638347.077623388
;;;;;486275.6967585871;5638276.286653371
;;;;;486518.1920166838;5638094.484138619
;;;;;486307.8859876325;5638219.636707227
;;;;;486291.4046421717;5638356.7927881
;;;;;486325.8988242943;5638093.967585121
;;;;;486274.38645973575;5638224.006438498
;;;;;486295.1296524995;5638200.506476087
;;;;;486367.60034119873;5638155.056329149
;;;;;486291.23764569795;5638235.823513794
;;;;;486228.09371096344;5638323.562522409
;;;;;486154.0679978503;5638298.794440251
;;;;;486279.425661;5638228.089076092
;;;;;486515.84213405155;5638151.018118125
;;;;;486364.8658578627;5638149.299515866
;;;;;486283.58436805144;5638227.207003902
;;;;;486269.13459168427;5638276.915613339
;;;;;486609.11837484315;5638095.416492146
;;;;;486319.02375929133;5638355.981245845
;;;;;486280.44843723613;5638224.165164508
;;;;;486296.4956578948;5638324.093774757
;;;;;486517.7614606574;5638136.325152533
;;;;;486139.9031108862;5638366.869597568
;;;;;486187.26241865894;5638365.005858465
;;;;;486287.9429294946;5638235.424471353
;;;;;486131.6865020615;5638338.256906267
;;;;;486430.17655984755;5638045.742649127
;;;;;486614.25790694606;5638112.707565665
;;;;;486578.18457642314;5638075.883037871
;;;;;486272.3222169397;5638232.379879127
;;;;;486368.5434851366;5638170.52025507
;;;;;486084.44464098755;5638445.693689784
;;;;;486600.8174082356;5638084.3732704725
;;;;;486301.0297562628;5638244.341725402
;;;;;486163.33952489565;5638297.385873464
;;;;;486319.1008774988;5638334.411297081
;;;;;486615.00620193145;5638118.420203355
;;;;;486196.14803562884;5638361.029907708
;;;;;486328.827424563;5638240.209575094
;;;;;486105.2035854681;5638369.16415249
;;;;;486561.0131444046;5638214.961006155
;;;;;486602.22102309845;5638338.756235523
;;;;;486703.77208094567;5638305.9796173815
;;;;;486701.67915952904;5638103.863531299
;;;;;486585.21342791355;5638245.123241534
;;;;;486566.1412904823;5638196.421419063
;;;;;486669.0869662262;5638064.848349399
;;;;;486628.49220230785;5638026.409983149
;;;;;486652.6908383548;5638077.6342594465
;;;;;486567.6246385672;5638204.357431492
;;;;;486637.1189385209;5638038.998124941
;;;;;486572.74206241313;5638107.316409943
;;;;;486567.01438130677;5638199.536533867
;;;;;486565.6055383847;5638207.713554169
;;;;;486620.19213858485;5638025.9791415585
;;;;;486567.37954868964;5638136.79890922
;;;;;486697.8642786187;5638366.225691999
;;;;;486568.2767734405;5638107.550363135
;;;;;486680.6350818601;5638135.3527882155
;;;;;486626.87131441635;5638025.130564213
;;;;;486701.52649813844;5638351.1252034325
;;;;;486702.54830910335;5638345.075957053
;;;;;486639.33985805034;5638039.779167055
;;;;;486703.52432489203;5638348.604132441
;;;;;486571.10426205385;5638118.755956481
;;;;;486672.69240802806;5638112.297792371
;;;;;486619.5252950324;5638012.834268432
;;;;;486700.7477967835;5638338.831613878
;;;;;486723.7515444292;5638304.967218301
;;;;;486574.621440483;5638223.691028712
;;;;;486678.9384565948;5638113.233164011
;;;;;486577.29176750476;5638216.826646844
;;;;;486126.01311587566;5638211.723677739
;;;;;486127.5282531752;5638239.265127675
;;;;;486084.2166702552;5638140.198915783
;;;;;486138.97946421197;5638236.887526518
;;;;;486105.20642965223;5638162.605596891
;;;;;486105.4085669037;5638154.042469469
;;;;;486137.6013258812;5638210.647429189
;;;;;486031.79847560765;5638324.98019468
;;;;;486100.1847006903;5638130.970826387
;;;;;486113.70169137337;5638278.166685668
;;;;;486177.3004707947;5638180.394618773
;;;;;486140.0060619209;5638286.877699624
;;;;;486181.13010518166;5638086.6778539205
;;;;;486159.166405452;5638276.707168586
;;;;;486184.7579374762;5638190.216186552
;;;;;486176.80816576467;5638096.7300087325
;;;;;486107.2470393895;5638143.954271609
;;;;;486104.2484834402;5638284.444731194
;;;;;486179.1250994211;5638080.573237209
;;;;;486229.54454357416;5638090.34867422
;;;;;486224.55197752966;5638061.249111493
;;;;;486272.51478911337;5638074.666548618
;;;;;486270.8073797649;5638071.724199136
;;;;;486269.90658119303;5638078.72438935
;;;;;486277.0681354385;5638072.263662198
;;;;;486274.4449255605;5638077.616253624
;;;;;486222.67629775073;5638071.99067897
;;;;;486252.6408428884;5638076.8813950755
;;;;;486234.2844662991;5638071.431682533
;;;;;486498.99535926763;5637940.175865197
;;;;;486504.0577534773;5637952.825210882
;;;;;486573.53273317125;5637921.6879747445
;;;;;486515.3137515538;5637947.537686988
;;;;;486510.5896858961;5637939.957306918
;;;;;486501.2610779947;5637952.757460922
;;;;;486254.5989205044;5638322.406220163
;;;;;486303.6470489274;5638254.0983952675
;;;;;486040.8787300202;5638265.240058335
;;;;;486044.4132972603;5638251.085605791
;;;;;486114.27958049456;5638210.24269234
;;;;;486099.7490906313;5638209.947961807
;;;;;486151.89810461644;5638207.695777869
;;;;;486114.3133917058;5638238.6659464
;;;;;486097.92635371425;5638238.376186318
;;;;;486081.511182916;5638238.086553431
;;;;;486170.58128677186;5638230.375764117
;;;;;486154.7663299636;5638233.642778938
;;;;;486131.0520845582;5638123.104126504
;;;;;486188.4030046342;5638204.217996123
;;;;;486167.1135292937;5638143.024371491
;;;;;486170.80441088387;5638155.7138569765
;;;;;486275.595822945;5638380.001727472
;;;;;486504.20206632174;5638323.019168279
;;;;;486610.8644832364;5638290.73900267
;;;;;486604.7279468134;5638122.728003614
;;;;;486375.0988192995;5638355.738480591
;;;;;486374.8378074729;5638378.955761893
;;;;;486481.64658335457;5638294.7390179895
;;;;;486389.195127087;5638238.850000966
;;;;;486202.208718198;5638286.404370376
;;;;;486291.1447846472;5638292.107015538
