Land;Bundesland;Stadt;Adresse;Wärmebedarf;UTM_X;UTM_Y
;;;;;486575.9624540139;5638052.086132582
;;;;;486567.33357031964;5638144.270774866
;;;;;486578.79195232183;5638129.096435729
;;;;;486592.97333578166;5638089.138150099
;;;;;486559.9100265147;5638094.894943121
;;;;;486559.74069083075;5638087.437408833
;;;;;486596.562048168;5638070.581258248
;;;;;486558.3719542086;5638124.474123402
;;;;;486587.48121223267;5638045.8019444
;;;;;486567.4745951996;5638113.124914107
;;;;;486570.8073985543;5638067.192193269
;;;;;486575.6610684865;5638137.894812799
;;;;;486565.6809180052;5638132.646453102
;;;;;486558.20176809985;5638115.492985567
;;;;;486570.5292615688;5638103.776013967
;;;;;486557.8225082479;5638101.720758612
;;;;;486578.01215181896;5638039.784416489
;;;;;486567.42655754444;5638127.783982046
;;;;;486583.451687846;5638140.992316945
;;;;;486585.7737200972;5638049.568702635
;;;;;486567.5812478139;5638078.832300865
;;;;;486566.8666337584;5638122.033486746
;;;;;486587.9335892329;5638032.404265211
;;;;;486555.5826984881;5638155.532628334
;;;;;486555.10140390386;5638143.614031971
;;;;;486557.83533532295;5638136.560429445
;;;;;486560.03752101917;5638107.923824214
;;;;;486226.7797117612;5638204.808951064
;;;;;486356.1741914257;5638434.695576227
;;;;;486366.06564807147;5638409.815864223
;;;;;486367.70286535163;5638426.260247968
;;;;;486193.8163347109;5638396.583825902
;;;;;486185.2021148986;5638417.957611049
;;;;;486123.2077346417;5638419.063873655
;;;;;486116.3824903089;5638433.84852333
;;;;;486105.25552944775;5638441.134248975
;;;;;486086.65636928123;5638319.287616747
;;;;;486080.42811164603;5638316.776306524
;;;;;486075.59660897154;5638314.120401831
;;;;;486071.0764161291;5638309.5435716575
;;;;;486064.5126031291;5638305.168685445
;;;;;486049.1724930556;5638292.239966709
;;;;;486131.91382958693;5638364.124771627
;;;;;486285.4414823331;5638297.744883638
;;;;;486318.81948609726;5638420.008574329
;;;;;486295.8561879183;5638280.784293405
;;;;;486236.76075281366;5638328.343154669
;;;;;486254.4145500546;5638256.436286068
;;;;;486476.58092585887;5638274.009466381
;;;;;486442.3014739446;5638460.556209993
;;;;;486503.8623673709;5638098.000409155
;;;;;486501.60672804393;5638046.648428779
;;;;;486501.9237051675;5638041.727515238
;;;;;486501.2763355341;5638102.923865491
;;;;;486480.99540264445;5638164.916359913
;;;;;486486.28473439574;5638155.555416343
;;;;;486483.6252191093;5638139.522005788
;;;;;486488.4210815476;5638131.202710133
;;;;;486497.3418230712;5638163.674426572
;;;;;486493.5805033304;5638119.346234166
;;;;;486485.055109255;5638110.650142431
;;;;;486490.48197332;5638105.620796181
;;;;;486489.34078167053;5638097.246519222
;;;;;486489.03579514555;5638087.506512856
;;;;;486488.36807525484;5638074.1480786335
;;;;;486488.273850407;5638068.826495868
;;;;;486488.69991230906;5638062.6735127615
;;;;;486491.33508610877;5638051.018207866
;;;;;486490.3892125505;5638039.552928158
;;;;;486488.71599048044;5638030.238125539
;;;;;486505.0881113153;5638030.732495533
;;;;;486524.8396245505;5638037.242144077
;;;;;486492.50917971;5638020.378905325
;;;;;486544.45815165265;5638003.3042051345
;;;;;486551.12835275306;5638004.41377713
;;;;;486507.26168025204;5638015.536605104
;;;;;486517.1044251543;5638011.93310564
;;;;;486540.6606337381;5638003.430544074
;;;;;486455.3500066647;5638052.946788665
;;;;;486454.290902081;5638044.2916511
;;;;;486441.5213744211;5638037.892711253
;;;;;486461.20048373257;5638073.259322358
;;;;;486455.5439283178;5638037.415016965
;;;;;486459.52303153847;5638062.626397252
;;;;;486436.1018787817;5638042.0127044255
;;;;;486451.68048378755;5638187.474180707
;;;;;486360.89267322054;5638488.570035382
;;;;;486450.20459265466;5638172.4551184
;;;;;486448.54663631826;5638156.970543541
;;;;;486327.8103473639;5638466.756338414
;;;;;486452.70193970663;5638144.320356107
;;;;;486454.9301533887;5638202.051748473
;;;;;486375.0790370119;5638517.0376857035
;;;;;486350.5469452911;5638485.4835534515
;;;;;486363.4139878878;5638516.984908767
;;;;;486349.47641293635;5638519.644059472
;;;;;486352.906519015;5638534.462040241
;;;;;486350.6875984079;5638476.568453088
;;;;;486322.4774237254;5638491.695461851
;;;;;486359.6220018155;5638555.4320086455
;;;;;486353.9257592192;5638495.645066087
;;;;;486319.8045317242;5638511.233701669
;;;;;486441.5305925805;5638174.304650605
;;;;;486298.9715274774;5638512.321239354
;;;;;486330.5330291172;5638476.557930766
;;;;;486449.6330500201;5638126.389491484
;;;;;486449.07029471296;5638118.937951116
;;;;;486456.3599268095;5638112.085287474
;;;;;486461.3668868643;5638120.897988176
;;;;;486363.53778177744;5638130.984261391
;;;;;486381.83949072455;5638135.164707009
;;;;;486442.90711578913;5638123.208612247
;;;;;486394.940064361;5638133.859876489
;;;;;486433.16017010534;5638142.374359536
;;;;;486402.72953243594;5638137.20890526
;;;;;486370.8055319432;5638134.72699887
;;;;;486435.5849174849;5638125.740617831
;;;;;486343.90066271013;5638138.497550387
;;;;;486355.09241074254;5638133.413978277
;;;;;486394.7096212107;5638153.276418191
;;;;;486383.0979863219;5638166.528820902
;;;;;486390.11227118847;5638154.0891222935
;;;;;486442.699900923;5638145.643150716
;;;;;486314.61641540815;5638524.86173756
;;;;;486320.80533093493;5638540.922123305
;;;;;486318.0281272006;5638534.781537694
;;;;;486313.39044174855;5638546.965135883
;;;;;486290.4567306307;5638569.536720848
;;;;;486305.74528346217;5638566.285656744
;;;;;486296.1950169342;5638567.993332979
;;;;;486317.76187473524;5638567.173925017
;;;;;486310.8634108233;5638557.600899237
;;;;;486358.3632166137;5638502.792065849
;;;;;486352.568585286;5638509.942783703
;;;;;486363.62475006864;5638506.864929495
;;;;;486473.88848639344;5637933.066791822
;;;;;486332.85102436243;5638047.262814017
;;;;;486340.2621021235;5638046.62058094
;;;;;486327.0666308544;5638090.090960436
;;;;;486321.9112070711;5638051.934318159
;;;;;486367.9490111087;5638112.846687952
;;;;;486361.72198540944;5638106.680186506
;;;;;486354.5486316837;5638106.760811854
;;;;;486330.9798014549;5638104.981780351
;;;;;486321.2287420533;5638101.004172057
;;;;;486385.687717527;5638101.247811092
;;;;;486096.32179088116;5638359.527613001
;;;;;486088.5150200032;5638353.295766717
;;;;;486120.4189747584;5638400.467723154
;;;;;486117.6597655798;5638394.284829639
;;;;;486110.5762771718;5638381.49166304
;;;;;486081.56350780197;5638349.140593436
;;;;;486078.73388759454;5638340.622656067
;;;;;486073.51508471114;5638336.021747734
;;;;;486066.82281181467;5638333.265818493
;;;;;486344.0645939333;5638195.484644196
;;;;;486242.1900779338;5638128.8653086275
;;;;;486276.9586175069;5638086.709143723
;;;;;486271.2320126492;5638091.350300578
;;;;;486198.5758159043;5638099.660673855
;;;;;486182.4543518174;5638096.637536662
;;;;;486109.99952127255;5638124.561545474
;;;;;486480.9599466533;5638491.632873856
;;;;;486495.4615041308;5638503.656890261
;;;;;486404.58285784005;5638319.475924281
;;;;;486414.6796666668;5638324.075518422
;;;;;486383.55708725256;5638330.87366686
;;;;;486397.6375093699;5638325.943854873
;;;;;486426.2181112092;5638324.436139726
;;;;;486474.5346611069;5638377.616346775
;;;;;486481.6236097889;5638337.778861922
;;;;;486402.09290284896;5638413.307652782
;;;;;486497.67999974894;5638369.707782972
;;;;;486469.56770605035;5638404.849444529
;;;;;486496.7085979767;5638329.695968729
;;;;;486357.9304082962;5638405.8691376615
;;;;;486521.2538372505;5638503.634347889
;;;;;486201.74281419016;5638457.521924779
;;;;;486226.3277375819;5638541.533303567
;;;;;486318.52955720323;5638404.50122907
;;;;;486329.036776824;5638410.468508716
;;;;;486302.663160674;5638534.888029234
;;;;;486307.92912907904;5638539.955237236
;;;;;486284.62196295493;5638453.167625376
;;;;;486225.50338440307;5638510.015146929
;;;;;486273.1615075205;5638486.002637419
;;;;;486183.5760517221;5638531.010372052
;;;;;486206.67596803943;5638448.4589574495
;;;;;486193.2341665734;5638450.051518005
;;;;;486206.1638985312;5638456.88946582
;;;;;486319.09942545404;5638433.505034303
;;;;;486302.7588359284;5638562.5429763105
;;;;;486201.0193795501;5638447.517646176
;;;;;486375.8619300368;5638485.754377624
;;;;;486236.45825757;5638441.340809223
;;;;;486234.92811901803;5638531.752476993
;;;;;486293.6066659521;5638542.698959135
;;;;;486170.1644610296;5638528.021371075
;;;;;486468.31812071503;5638544.724199255
;;;;;486276.8053768903;5638484.134335736
;;;;;486478.2736319637;5638538.206156443
;;;;;486298.6549123206;5638426.60084564
;;;;;486279.2346374299;5638555.631107134
;;;;;486148.9583967033;5638496.181850268
;;;;;486179.9282686561;5638525.345576793
;;;;;486325.1870159804;5638411.184962004
;;;;;486168.4386464369;5638492.6190991
;;;;;486309.46816134907;5638494.0662619965
;;;;;486171.2605079263;5638525.66651905
;;;;;486323.3410311876;5638477.947041749
;;;;;486371.12195447605;5638526.555889185
;;;;;486301.8312019309;5638428.171142665
;;;;;486367.3893643547;5638544.566584768
;;;;;486324.36091186816;5638471.341709477
;;;;;486300.8261127515;5638480.35555042
;;;;;486474.9435296937;5638544.496887219
