Typ;Wochentag;Temperatur;Stunde;Stundenfaktor
GGB;2;12.5;0;6.61
GGB;2;12.5;1;7.86
GGB;2;12.5;2;8.22
GGB;2;12.5;3;8.72
GGB;2;12.5;4;8.84
GGB;2;12.5;5;9.17
GGB;2;12.5;6;7.63
GGB;2;12.5;7;4.84
GGB;2;12.5;8;4.16
GGB;2;12.5;9;2.14
GGB;2;12.5;10;1.51
GGB;2;12.5;11;1.28
GGB;2;12.5;12;1.08
GGB;2;12.5;13;0.93
GGB;2;12.5;14;1.01
GGB;2;12.5;15;1.18
GGB;2;12.5;16;1.1
GGB;2;12.5;17;1.43
GGB;2;12.5;18;1.47
GGB;2;12.5;19;1.9
GGB;2;12.5;20;2.53
GGB;2;12.5;21;4.23
GGB;2;12.5;22;5.73
GGB;2;12.5;23;6.43
GGB;2;17.5;0;4.81
GGB;2;17.5;1;6.94
GGB;2;17.5;2;8.12
GGB;2;17.5;3;9.09
GGB;2;17.5;4;11.93
GGB;2;17.5;5;12.52
GGB;2;17.5;6;9.15
GGB;2;17.5;7;4.75
GGB;2;17.5;8;2.71
GGB;2;17.5;9;2.15
GGB;2;17.5;10;1.57
GGB;2;17.5;11;0.86
GGB;2;17.5;12;1.01
GGB;2;17.5;13;1.12
GGB;2;17.5;14;1.03
GGB;2;17.5;15;1.17
GGB;2;17.5;16;1.62
GGB;2;17.5;17;2.02
GGB;2;17.5;18;1.19
GGB;2;17.5;19;1.43
GGB;2;17.5;20;1.73
GGB;2;17.5;21;2.98
GGB;2;17.5;22;5.13
GGB;2;17.5;23;4.97
GGB;2;22.5;0;5.49
GGB;2;22.5;1;8.13
GGB;2;22.5;2;9.49
GGB;2;22.5;3;9
GGB;2;22.5;4;13.64
GGB;2;22.5;5;14.24
GGB;2;22.5;6;9.74
GGB;2;22.5;7;4.2
GGB;2;22.5;8;2.38
GGB;2;22.5;9;1.69
GGB;2;22.5;10;1.26
GGB;2;22.5;11;0.7
GGB;2;22.5;12;0.78
GGB;2;22.5;13;0.84
GGB;2;22.5;14;0.61
GGB;2;22.5;15;0.58
GGB;2;22.5;16;0.89
GGB;2;22.5;17;1.09
GGB;2;22.5;18;1.01
GGB;2;22.5;19;1.08
GGB;2;22.5;20;1.08
GGB;2;22.5;21;1.98
GGB;2;22.5;22;4.9
GGB;2;22.5;23;5.2
GGB;2;27.5;0;6.08
GGB;2;27.5;1;9.17
GGB;2;27.5;2;10.7
GGB;2;27.5;3;10.55
GGB;2;27.5;4;15.1
GGB;2;27.5;5;15.69
GGB;2;27.5;6;10.15
GGB;2;27.5;7;3.57
GGB;2;27.5;8;2
GGB;2;27.5;9;1.2
GGB;2;27.5;10;0.93
GGB;2;27.5;11;0.52
GGB;2;27.5;12;0.53
GGB;2;27.5;13;0.54
GGB;2;27.5;14;0.17
GGB;2;27.5;15;0
GGB;2;27.5;16;0.14
GGB;2;27.5;17;0.15
GGB;2;27.5;18;0.8
GGB;2;27.5;19;0.72
GGB;2;27.5;20;0.42
GGB;2;27.5;21;0.95
GGB;2;27.5;22;4.59
GGB;2;27.5;23;5.33
GGB;3;-17.5;0;4.33
GGB;3;-17.5;1;4.34
GGB;3;-17.5;2;4.23
GGB;3;-17.5;3;4.14
GGB;3;-17.5;4;4.06
GGB;3;-17.5;5;3.89
GGB;3;-17.5;6;5.41
GGB;3;-17.5;7;5.85
GGB;3;-17.5;8;5.7
GGB;3;-17.5;9;5.14
GGB;3;-17.5;10;3.96
GGB;3;-17.5;11;2.25
GGB;3;-17.5;12;2.7
GGB;3;-17.5;13;3.22
GGB;3;-17.5;14;3.44
GGB;3;-17.5;15;3.8
GGB;3;-17.5;16;3.9
GGB;3;-17.5;17;3.82
GGB;3;-17.5;18;3.7
GGB;3;-17.5;19;4.49
GGB;3;-17.5;20;4.43
GGB;3;-17.5;21;4.36
GGB;3;-17.5;22;4.53
GGB;3;-17.5;23;4.31
GGB;3;-12.5;0;4.42
GGB;3;-12.5;1;4.48
GGB;3;-12.5;2;4.4
GGB;3;-12.5;3;4.33
GGB;3;-12.5;4;4.27
GGB;3;-12.5;5;4.18
GGB;3;-12.5;6;5.72
GGB;3;-12.5;7;6.11
GGB;3;-12.5;8;5.9
GGB;3;-12.5;9;4.77
GGB;3;-12.5;10;3.48
GGB;3;-12.5;11;2.15
GGB;3;-12.5;12;2.4
GGB;3;-12.5;13;2.76
GGB;3;-12.5;14;3.06
GGB;3;-12.5;15;3.59
GGB;3;-12.5;16;3.67
GGB;3;-12.5;17;3.74
GGB;3;-12.5;18;3.97
GGB;3;-12.5;19;4.55
GGB;3;-12.5;20;4.53
GGB;3;-12.5;21;4.5
GGB;3;-12.5;22;4.65
GGB;3;-12.5;23;4.37
GGB;3;-7.5;0;4.45
GGB;3;-7.5;1;4.88
GGB;3;-7.5;2;4.82
GGB;3;-7.5;3;4.54
GGB;3;-7.5;4;4.74
GGB;3;-7.5;5;4.78
GGB;3;-7.5;6;6.08
GGB;3;-7.5;7;6.18
GGB;3;-7.5;8;5.64
GGB;3;-7.5;9;4.29
GGB;3;-7.5;10;3.09
GGB;3;-7.5;11;2.01
GGB;3;-7.5;12;2.16
GGB;3;-7.5;13;2.38
GGB;3;-7.5;14;2.71
GGB;3;-7.5;15;3.25
GGB;3;-7.5;16;3.24
GGB;3;-7.5;17;3.68
GGB;3;-7.5;18;4.11
GGB;3;-7.5;19;4.64
GGB;3;-7.5;20;4.04
GGB;3;-7.5;21;4.74
GGB;3;-7.5;22;4.87
GGB;3;-7.5;23;4.68
GGB;3;-2.5;0;4.59
GGB;3;-2.5;1;4.74
GGB;3;-2.5;2;4.71
GGB;3;-2.5;3;4.72
GGB;3;-2.5;4;4.69
GGB;3;-2.5;5;4.7
GGB;3;-2.5;6;6.21
GGB;3;-2.5;7;6.61
GGB;3;-2.5;8;6.29
GGB;3;-2.5;9;3.97
GGB;3;-2.5;10;2.49
GGB;3;-2.5;11;1.93
GGB;3;-2.5;12;1.78
GGB;3;-2.5;13;1.77
GGB;3;-2.5;14;2.25
GGB;3;-2.5;15;3.14
GGB;3;-2.5;16;3.74
GGB;3;-2.5;17;4.35
GGB;3;-2.5;18;4.49
GGB;3;-2.5;19;4.51
GGB;3;-2.5;20;4.26
GGB;3;-2.5;21;4.75
GGB;3;-2.5;22;4.86
GGB;3;-2.5;23;4.45
GGB;3;2.5;0;5.28
GGB;3;2.5;1;5.53
GGB;3;2.5;2;5.51
GGB;3;2.5;3;5.3
GGB;3;2.5;4;5.52
GGB;3;2.5;5;5.85
GGB;3;2.5;6;6.59
GGB;3;2.5;7;6.1
GGB;3;2.5;8;4.92
GGB;3;2.5;9;3.16
GGB;3;2.5;10;2.18
GGB;3;2.5;11;1.64
GGB;3;2.5;12;1.59
GGB;3;2.5;13;1.54
GGB;3;2.5;14;1.92
GGB;3;2.5;15;2.44
GGB;3;2.5;16;2.68
GGB;3;2.5;17;3.41
GGB;3;2.5;18;4.26
GGB;3;2.5;19;4.65
GGB;3;2.5;20;4.52
GGB;3;2.5;21;5.08
GGB;3;2.5;22;5.17
GGB;3;2.5;23;5.16
GGB;3;7.5;0;5.79
GGB;3;7.5;1;6
GGB;3;7.5;2;6.08
GGB;3;7.5;3;6.33
GGB;3;7.5;4;6.44
GGB;3;7.5;5;6.61
GGB;3;7.5;6;6.99
GGB;3;7.5;7;6.42
GGB;3;7.5;8;5.03
GGB;3;7.5;9;2.73
GGB;3;7.5;10;1.79
GGB;3;7.5;11;1.38
GGB;3;7.5;12;1.3
GGB;3;7.5;13;1.07
GGB;3;7.5;14;1.54
GGB;3;7.5;15;1.68
GGB;3;7.5;16;2.07
GGB;3;7.5;17;2.69
GGB;3;7.5;18;3.21
GGB;3;7.5;19;3.84
GGB;3;7.5;20;4.37
GGB;3;7.5;21;5.3
GGB;3;7.5;22;6.02
GGB;3;7.5;23;5.32
GGB;3;12.5;0;6.61
GGB;3;12.5;1;7.86
GGB;3;12.5;2;8.22
GGB;3;12.5;3;8.72
GGB;3;12.5;4;8.84
GGB;3;12.5;5;9.17
GGB;3;12.5;6;7.63
GGB;3;12.5;7;4.84
GGB;3;12.5;8;4.16
GGB;3;12.5;9;2.14
GGB;3;12.5;10;1.51
GGB;3;12.5;11;1.28
GGB;3;12.5;12;1.08
GGB;3;12.5;13;0.93
GGB;3;12.5;14;1.01
GGB;3;12.5;15;1.18
GGB;3;12.5;16;1.1
GGB;3;12.5;17;1.43
GGB;3;12.5;18;1.47
GGB;3;12.5;19;1.9
GGB;3;12.5;20;2.53
GGB;3;12.5;21;4.23
GGB;3;12.5;22;5.73
GGB;3;12.5;23;6.43
GGB;3;17.5;0;4.81
GGB;3;17.5;1;6.94
GGB;3;17.5;2;8.12
GGB;3;17.5;3;9.09
GGB;3;17.5;4;11.93
GGB;3;17.5;5;12.52
GGB;3;17.5;6;9.15
GGB;3;17.5;7;4.75
GGB;3;17.5;8;2.71
GGB;3;17.5;9;2.15
GGB;3;17.5;10;1.57
GGB;3;17.5;11;0.86
GGB;3;17.5;12;1.01
GGB;3;17.5;13;1.12
GGB;3;17.5;14;1.03
GGB;3;17.5;15;1.17
GGB;3;17.5;16;1.62
GGB;3;17.5;17;2.02
GGB;3;17.5;18;1.19
GGB;3;17.5;19;1.43
GGB;3;17.5;20;1.73
GGB;3;17.5;21;2.98
GGB;3;17.5;22;5.13
GGB;3;17.5;23;4.97
GGB;3;22.5;0;5.49
GGB;3;22.5;1;8.13
GGB;3;22.5;2;9.49
GGB;3;22.5;3;9
GGB;3;22.5;4;13.64
GGB;3;22.5;5;14.24
GGB;3;22.5;6;9.74
GGB;3;22.5;7;4.2
GGB;3;22.5;8;2.38
GGB;3;22.5;9;1.69
GGB;3;22.5;10;1.26
GGB;3;22.5;11;0.7
GGB;3;22.5;12;0.78
GGB;3;22.5;13;0.84
GGB;3;22.5;14;0.61
GGB;3;22.5;15;0.58
GGB;3;22.5;16;0.89
GGB;3;22.5;17;1.09
GGB;3;22.5;18;1.01
GGB;3;22.5;19;1.08
GGB;3;22.5;20;1.08
GGB;3;22.5;21;1.98
GGB;3;22.5;22;4.9
GGB;3;22.5;23;5.2
GGB;3;27.5;0;6.08
GGB;3;27.5;1;9.17
GGB;3;27.5;2;10.7
GGB;3;27.5;3;10.55
GGB;3;27.5;4;15.1
GGB;3;27.5;5;15.69
GGB;3;27.5;6;10.15
GGB;3;27.5;7;3.57
GGB;3;27.5;8;2
GGB;3;27.5;9;1.2
GGB;3;27.5;10;0.93
GGB;3;27.5;11;0.52
GGB;3;27.5;12;0.53
GGB;3;27.5;13;0.54
GGB;3;27.5;14;0.17
GGB;3;27.5;15;0
GGB;3;27.5;16;0.14
GGB;3;27.5;17;0.15
GGB;3;27.5;18;0.8
GGB;3;27.5;19;0.72
GGB;3;27.5;20;0.42
GGB;3;27.5;21;0.95
GGB;3;27.5;22;4.59
GGB;3;27.5;23;5.33
GGB;4;-17.5;0;4.33
GGB;4;-17.5;1;4.34
GGB;4;-17.5;2;4.23
GGB;4;-17.5;3;4.14
GGB;4;-17.5;4;4.06
GGB;4;-17.5;5;3.89
GGB;4;-17.5;6;5.41
GGB;4;-17.5;7;5.85
GGB;4;-17.5;8;5.7
GGB;4;-17.5;9;5.14
GGB;4;-17.5;10;3.96
GGB;4;-17.5;11;2.25
GGB;4;-17.5;12;2.7
GGB;4;-17.5;13;3.22
GGB;4;-17.5;14;3.44
GGB;4;-17.5;15;3.8
GGB;4;-17.5;16;3.9
GGB;4;-17.5;17;3.82
GGB;4;-17.5;18;3.7
GGB;4;-17.5;19;4.49
GGB;4;-17.5;20;4.43
GGB;4;-17.5;21;4.36
GGB;4;-17.5;22;4.53
GGB;4;-17.5;23;4.31
GGB;4;-12.5;0;4.42
GGB;4;-12.5;1;4.48
GGB;4;-12.5;2;4.4
GGB;4;-12.5;3;4.33
GGB;4;-12.5;4;4.27
GGB;4;-12.5;5;4.18
GGB;4;-12.5;6;5.72
GGB;4;-12.5;7;6.11
GGB;4;-12.5;8;5.9
GGB;4;-12.5;9;4.77
GGB;4;-12.5;10;3.48
GGB;4;-12.5;11;2.15
GGB;4;-12.5;12;2.4
GGB;4;-12.5;13;2.76
GGB;4;-12.5;14;3.06
GGB;4;-12.5;15;3.59
GGB;4;-12.5;16;3.67
GGB;4;-12.5;17;3.74
GGB;4;-12.5;18;3.97
GGB;4;-12.5;19;4.55
GGB;4;-12.5;20;4.53
GGB;4;-12.5;21;4.5
GGB;4;-12.5;22;4.65
GGB;4;-12.5;23;4.37
GGB;4;-7.5;0;4.45
GGB;4;-7.5;1;4.88
GGB;4;-7.5;2;4.82
GGB;4;-7.5;3;4.54
GGB;4;-7.5;4;4.74
GGB;4;-7.5;5;4.78
GGB;4;-7.5;6;6.08
GGB;4;-7.5;7;6.18
GGB;4;-7.5;8;5.64
GGB;4;-7.5;9;4.29
GGB;4;-7.5;10;3.09
GGB;4;-7.5;11;2.01
GGB;4;-7.5;12;2.16
GGB;4;-7.5;13;2.38
GGB;4;-7.5;14;2.71
GGB;4;-7.5;15;3.25
GGB;4;-7.5;16;3.24
GGB;4;-7.5;17;3.68
GGB;4;-7.5;18;4.11
GGB;4;-7.5;19;4.64
GGB;4;-7.5;20;4.04
GGB;4;-7.5;21;4.74
GGB;4;-7.5;22;4.87
GGB;4;-7.5;23;4.68
GGB;4;-2.5;0;4.59
GGB;4;-2.5;1;4.74
GGB;4;-2.5;2;4.71
GGB;4;-2.5;3;4.72
GGB;4;-2.5;4;4.69
GGB;4;-2.5;5;4.7
GGB;4;-2.5;6;6.21
GGB;4;-2.5;7;6.61
GGB;4;-2.5;8;6.29
GGB;4;-2.5;9;3.97
GGB;4;-2.5;10;2.49
GGB;4;-2.5;11;1.93
GGB;4;-2.5;12;1.78
GGB;4;-2.5;13;1.77
GGB;4;-2.5;14;2.25
GGB;4;-2.5;15;3.14
GGB;4;-2.5;16;3.74
GGB;4;-2.5;17;4.35
GGB;4;-2.5;18;4.49
GGB;4;-2.5;19;4.51
GGB;4;-2.5;20;4.26
GGB;4;-2.5;21;4.75
GGB;4;-2.5;22;4.86
GGB;4;-2.5;23;4.45
GGB;4;2.5;0;5.28
GGB;4;2.5;1;5.53
GGB;4;2.5;2;5.51
GGB;4;2.5;3;5.3
GGB;4;2.5;4;5.52
GGB;4;2.5;5;5.85
GGB;4;2.5;6;6.59
GGB;4;2.5;7;6.1
GGB;4;2.5;8;4.92
GGB;4;2.5;9;3.16
GGB;4;2.5;10;2.18
GGB;4;2.5;11;1.64
GGB;4;2.5;12;1.59
GGB;4;2.5;13;1.54
GGB;4;2.5;14;1.92
GGB;4;2.5;15;2.44
GGB;4;2.5;16;2.68
GGB;4;2.5;17;3.41
GGB;4;2.5;18;4.26
GGB;4;2.5;19;4.65
GGB;4;2.5;20;4.52
GGB;4;2.5;21;5.08
GGB;4;2.5;22;5.17
GGB;4;2.5;23;5.16
GGB;4;7.5;0;5.79
GGB;4;7.5;1;6
GGB;4;7.5;2;6.08
GGB;4;7.5;3;6.33
GGB;4;7.5;4;6.44
GGB;4;7.5;5;6.61
GGB;4;7.5;6;6.99
GGB;4;7.5;7;6.42
GGB;4;7.5;8;5.03
GGB;4;7.5;9;2.73
GGB;4;7.5;10;1.79
GGB;4;7.5;11;1.38
GGB;4;7.5;12;1.3
GGB;4;7.5;13;1.07
GGB;4;7.5;14;1.54
GGB;4;7.5;15;1.68
GGB;4;7.5;16;2.07
GGB;4;7.5;17;2.69
GGB;4;7.5;18;3.21
GGB;4;7.5;19;3.84
GGB;4;7.5;20;4.37
GGB;4;7.5;21;5.3
GGB;4;7.5;22;6.02
GGB;4;7.5;23;5.32
GGB;4;12.5;0;6.61
GGB;4;12.5;1;7.86
GGB;4;12.5;2;8.22
GGB;4;12.5;3;8.72
GGB;4;12.5;4;8.84
GGB;4;12.5;5;9.17
GGB;4;12.5;6;7.63
GGB;4;12.5;7;4.84
GGB;4;12.5;8;4.16
GGB;4;12.5;9;2.14
GGB;4;12.5;10;1.51
GGB;4;12.5;11;1.28
GGB;4;12.5;12;1.08
GGB;4;12.5;13;0.93
GGB;4;12.5;14;1.01
GGB;4;12.5;15;1.18
GGB;4;12.5;16;1.1
GGB;4;12.5;17;1.43
GGB;4;12.5;18;1.47
GGB;4;12.5;19;1.9
GGB;4;12.5;20;2.53
GGB;4;12.5;21;4.23
GGB;4;12.5;22;5.73
GGB;4;12.5;23;6.43
GGB;4;17.5;0;4.81
GGB;4;17.5;1;6.94
GGB;4;17.5;2;8.12
GGB;4;17.5;3;9.09
GGB;4;17.5;4;11.93
GGB;4;17.5;5;12.52
GGB;4;17.5;6;9.15
GGB;4;17.5;7;4.75
GGB;4;17.5;8;2.71
GGB;4;17.5;9;2.15
GGB;4;17.5;10;1.57
GGB;4;17.5;11;0.86
GGB;4;17.5;12;1.01
GGB;4;17.5;13;1.12
GGB;4;17.5;14;1.03
GGB;4;17.5;15;1.17
GGB;4;17.5;16;1.62
GGB;4;17.5;17;2.02
GGB;4;17.5;18;1.19
GGB;4;17.5;19;1.43
GGB;4;17.5;20;1.73
GGB;4;17.5;21;2.98
GGB;4;17.5;22;5.13
GGB;4;17.5;23;4.97
GGB;4;22.5;0;5.49
GGB;4;22.5;1;8.13
GGB;4;22.5;2;9.49
GGB;4;22.5;3;9
GGB;4;22.5;4;13.64
GGB;4;22.5;5;14.24
GGB;4;22.5;6;9.74
GGB;4;22.5;7;4.2
GGB;4;22.5;8;2.38
GGB;4;22.5;9;1.69
GGB;4;22.5;10;1.26
GGB;4;22.5;11;0.7
GGB;4;22.5;12;0.78
GGB;4;22.5;13;0.84
GGB;4;22.5;14;0.61
GGB;4;22.5;15;0.58
GGB;4;22.5;16;0.89
GGB;4;22.5;17;1.09
GGB;4;22.5;18;1.01
GGB;4;22.5;19;1.08
GGB;4;22.5;20;1.08
GGB;4;22.5;21;1.98
GGB;4;22.5;22;4.9
GGB;4;22.5;23;5.2
GGB;4;27.5;0;6.08
GGB;4;27.5;1;9.17
GGB;4;27.5;2;10.7
GGB;4;27.5;3;10.55
GGB;4;27.5;4;15.1
GGB;4;27.5;5;15.69
GGB;4;27.5;6;10.15
GGB;4;27.5;7;3.57
GGB;4;27.5;8;2
GGB;4;27.5;9;1.2
GGB;4;27.5;10;0.93
GGB;4;27.5;11;0.52
GGB;4;27.5;12;0.53
GGB;4;27.5;13;0.54
GGB;4;27.5;14;0.17
GGB;4;27.5;15;0
GGB;4;27.5;16;0.14
GGB;4;27.5;17;0.15
GGB;4;27.5;18;0.8
GGB;4;27.5;19;0.72
GGB;4;27.5;20;0.42
GGB;4;27.5;21;0.95
GGB;4;27.5;22;4.59
GGB;4;27.5;23;5.33
GGB;5;-17.5;0;4.33
GGB;5;-17.5;1;4.34
GGB;5;-17.5;2;4.23
GGB;5;-17.5;3;4.14
GGB;5;-17.5;4;4.06
GGB;5;-17.5;5;3.89
GGB;5;-17.5;6;5.41
GGB;5;-17.5;7;5.85
GGB;5;-17.5;8;5.7
GGB;5;-17.5;9;5.14
GGB;5;-17.5;10;3.96
GGB;5;-17.5;11;2.25
GGB;5;-17.5;12;2.7
GGB;5;-17.5;13;3.22
GGB;5;-17.5;14;3.44
GGB;5;-17.5;15;3.8
GGB;5;-17.5;16;3.9
GGB;5;-17.5;17;3.82
GGB;5;-17.5;18;3.7
GGB;5;-17.5;19;4.49
GGB;5;-17.5;20;4.43
GGB;5;-17.5;21;4.36
GGB;5;-17.5;22;4.53
GGB;5;-17.5;23;4.31
GGB;5;-12.5;0;4.42
GGB;5;-12.5;1;4.48
GGB;5;-12.5;2;4.4
GGB;5;-12.5;3;4.33
GGB;5;-12.5;4;4.27
GGB;5;-12.5;5;4.18
GGB;5;-12.5;6;5.72
GGB;5;-12.5;7;6.11
GGB;5;-12.5;8;5.9
GGB;5;-12.5;9;4.77
GGB;5;-12.5;10;3.48
GGB;5;-12.5;11;2.15
GGB;5;-12.5;12;2.4
GGB;5;-12.5;13;2.76
GGB;5;-12.5;14;3.06
GGB;5;-12.5;15;3.59
GGB;5;-12.5;16;3.67
GGB;5;-12.5;17;3.74
GGB;5;-12.5;18;3.97
GGB;5;-12.5;19;4.55
GGB;5;-12.5;20;4.53
GGB;5;-12.5;21;4.5
GGB;5;-12.5;22;4.65
GGB;5;-12.5;23;4.37
GGB;5;-7.5;0;4.45
GGB;5;-7.5;1;4.88
GGB;5;-7.5;2;4.82
GGB;5;-7.5;3;4.54
GGB;5;-7.5;4;4.74
GGB;5;-7.5;5;4.78
GGB;5;-7.5;6;6.08
GGB;5;-7.5;7;6.18
GGB;5;-7.5;8;5.64
GGB;5;-7.5;9;4.29
GGB;5;-7.5;10;3.09
GGB;5;-7.5;11;2.01
GGB;5;-7.5;12;2.16
GGB;5;-7.5;13;2.38
GGB;5;-7.5;14;2.71
GGB;5;-7.5;15;3.25
GGB;5;-7.5;16;3.24
GGB;5;-7.5;17;3.68
GGB;5;-7.5;18;4.11
GGB;5;-7.5;19;4.64
GGB;5;-7.5;20;4.04
GGB;5;-7.5;21;4.74
GGB;5;-7.5;22;4.87
GGB;5;-7.5;23;4.68
GGB;5;-2.5;0;4.59
GGB;5;-2.5;1;4.74
GGB;5;-2.5;2;4.71
GGB;5;-2.5;3;4.72
GGB;5;-2.5;4;4.69
GGB;5;-2.5;5;4.7
GGB;5;-2.5;6;6.21
GGB;5;-2.5;7;6.61
GGB;5;-2.5;8;6.29
GGB;5;-2.5;9;3.97
GGB;5;-2.5;10;2.49
GGB;5;-2.5;11;1.93
GGB;5;-2.5;12;1.78
GGB;5;-2.5;13;1.77
GGB;5;-2.5;14;2.25
GGB;5;-2.5;15;3.14
GGB;5;-2.5;16;3.74
GGB;5;-2.5;17;4.35
GGB;5;-2.5;18;4.49
GGB;5;-2.5;19;4.51
GGB;5;-2.5;20;4.26
GGB;5;-2.5;21;4.75
GGB;5;-2.5;22;4.86
GGB;5;-2.5;23;4.45
GGB;5;2.5;0;5.28
GGB;5;2.5;1;5.53
GGB;5;2.5;2;5.51
GGB;5;2.5;3;5.3
GGB;5;2.5;4;5.52
GGB;5;2.5;5;5.85
GGB;5;2.5;6;6.59
GGB;5;2.5;7;6.1
GGB;5;2.5;8;4.92
GGB;5;2.5;9;3.16
GGB;5;2.5;10;2.18
GGB;5;2.5;11;1.64
GGB;5;2.5;12;1.59
GGB;5;2.5;13;1.54
GGB;5;2.5;14;1.92
GGB;5;2.5;15;2.44
GGB;5;2.5;16;2.68
GGB;5;2.5;17;3.41
GGB;5;2.5;18;4.26
GGB;5;2.5;19;4.65
GGB;5;2.5;20;4.52
GGB;5;2.5;21;5.08
GGB;5;2.5;22;5.17
GGB;5;2.5;23;5.16
GGB;5;7.5;0;5.79
GGB;5;7.5;1;6
GGB;5;7.5;2;6.08
GGB;5;7.5;3;6.33
GGB;5;7.5;4;6.44
GGB;5;7.5;5;6.61
GGB;5;7.5;6;6.99
GGB;5;7.5;7;6.42
GGB;5;7.5;8;5.03
GGB;5;7.5;9;2.73
GGB;5;7.5;10;1.79
GGB;5;7.5;11;1.38
GGB;5;7.5;12;1.3
GGB;5;7.5;13;1.07
GGB;5;7.5;14;1.54
GGB;5;7.5;15;1.68
GGB;5;7.5;16;2.07
GGB;5;7.5;17;2.69
GGB;5;7.5;18;3.21
GGB;5;7.5;19;3.84
GGB;5;7.5;20;4.37
GGB;5;7.5;21;5.3
GGB;5;7.5;22;6.02
GGB;5;7.5;23;5.32
GGB;5;12.5;0;6.61
GGB;5;12.5;1;7.86
GGB;5;12.5;2;8.22
GGB;5;12.5;3;8.72
GGB;5;12.5;4;8.84
GGB;5;12.5;5;9.17
GGB;5;12.5;6;7.63
GGB;5;12.5;7;4.84
GGB;5;12.5;8;4.16
GGB;5;12.5;9;2.14
GGB;5;12.5;10;1.51
GGB;5;12.5;11;1.28
GGB;5;12.5;12;1.08
GGB;5;12.5;13;0.93
GGB;5;12.5;14;1.01
GGB;5;12.5;15;1.18
GGB;5;12.5;16;1.1
GGB;5;12.5;17;1.43
GGB;5;12.5;18;1.47
GGB;5;12.5;19;1.9
GGB;5;12.5;20;2.53
GGB;5;12.5;21;4.23
GGB;5;12.5;22;5.73
GGB;5;12.5;23;6.43
GGB;5;17.5;0;4.81
GGB;5;17.5;1;6.94
GGB;5;17.5;2;8.12
GGB;5;17.5;3;9.09
GGB;5;17.5;4;11.93
GGB;5;17.5;5;12.52
GGB;5;17.5;6;9.15
GGB;5;17.5;7;4.75
GGB;5;17.5;8;2.71
GGB;5;17.5;9;2.15
GGB;5;17.5;10;1.57
GGB;5;17.5;11;0.86
GGB;5;17.5;12;1.01
GGB;5;17.5;13;1.12
GGB;5;17.5;14;1.03
GGB;5;17.5;15;1.17
GGB;5;17.5;16;1.62
GGB;5;17.5;17;2.02
GGB;5;17.5;18;1.19
GGB;5;17.5;19;1.43
GGB;5;17.5;20;1.73
GGB;5;17.5;21;2.98
GGB;5;17.5;22;5.13
GGB;5;17.5;23;4.97
GGB;5;22.5;0;5.49
GGB;5;22.5;1;8.13
GGB;5;22.5;2;9.49
GGB;5;22.5;3;9
GGB;5;22.5;4;13.64
GGB;5;22.5;5;14.24
GGB;5;22.5;6;9.74
GGB;5;22.5;7;4.2
GGB;5;22.5;8;2.38
GGB;5;22.5;9;1.69
GGB;5;22.5;10;1.26
GGB;5;22.5;11;0.7
GGB;5;22.5;12;0.78
GGB;5;22.5;13;0.84
GGB;5;22.5;14;0.61
GGB;5;22.5;15;0.58
GGB;5;22.5;16;0.89
GGB;5;22.5;17;1.09
GGB;5;22.5;18;1.01
GGB;5;22.5;19;1.08
GGB;5;22.5;20;1.08
GGB;5;22.5;21;1.98
GGB;5;22.5;22;4.9
GGB;5;22.5;23;5.2
GGB;5;27.5;0;6.08
GGB;5;27.5;1;9.17
GGB;5;27.5;2;10.7
GGB;5;27.5;3;10.55
GGB;5;27.5;4;15.1
GGB;5;27.5;5;15.69
GGB;5;27.5;6;10.15
GGB;5;27.5;7;3.57
GGB;5;27.5;8;2
GGB;5;27.5;9;1.2
GGB;5;27.5;10;0.93
GGB;5;27.5;11;0.52
GGB;5;27.5;12;0.53
GGB;5;27.5;13;0.54
GGB;5;27.5;14;0.17
GGB;5;27.5;15;0
GGB;5;27.5;16;0.14
GGB;5;27.5;17;0.15
GGB;5;27.5;18;0.8
GGB;5;27.5;19;0.72
GGB;5;27.5;20;0.42
GGB;5;27.5;21;0.95
GGB;5;27.5;22;4.59
GGB;5;27.5;23;5.33
GGB;6;-17.5;0;4.33
GGB;6;-17.5;1;4.34
GGB;6;-17.5;2;4.23
GGB;6;-17.5;3;4.14
GGB;6;-17.5;4;4.06
GGB;6;-17.5;5;3.89
GGB;6;-17.5;6;5.41
GGB;6;-17.5;7;5.85
GGB;6;-17.5;8;5.7
GGB;6;-17.5;9;5.14
GGB;6;-17.5;10;3.96
GGB;6;-17.5;11;2.25
GGB;6;-17.5;12;2.7
GGB;6;-17.5;13;3.22
GGB;6;-17.5;14;3.44
GGB;6;-17.5;15;3.8
GGB;6;-17.5;16;3.9
GGB;6;-17.5;17;3.82
GGB;6;-17.5;18;3.7
GGB;6;-17.5;19;4.49
GGB;6;-17.5;20;4.43
GGB;6;-17.5;21;4.36
GGB;6;-17.5;22;4.53
GGB;6;-17.5;23;4.31
GGB;6;-12.5;0;4.42
GGB;6;-12.5;1;4.48
GGB;6;-12.5;2;4.4
GGB;6;-12.5;3;4.33
GGB;6;-12.5;4;4.27
GGB;6;-12.5;5;4.18
GGB;6;-12.5;6;5.72
GGB;6;-12.5;7;6.11
GGB;6;-12.5;8;5.9
GGB;6;-12.5;9;4.77
GGB;6;-12.5;10;3.48
GGB;6;-12.5;11;2.15
GGB;6;-12.5;12;2.4
GGB;6;-12.5;13;2.76
