;waerme_ges_W_1;waerme_ges_W_2;waerme_ges_W_3;waerme_ges_W_4;waerme_ges_W_5;waerme_ges_W_6;waerme_ges_W_7;waerme_ges_W_8
2021-02-27T02:00:00;1643.4599765655855;1776.6671044617033;1028.2460879408204;1311.9861424790954;776.328224138821;1362.5522894459218;1615.8863369572266;1615.8863369572266
2021-02-27T03:00:00;1759.7180131626608;1902.3481871753627;1100.9840146486163;1404.7957850272135;831.2455305413064;1458.938971318677;1730.1938196932929;1730.1938196932929
2021-02-27T04:00:00;2176.8180751885934;2353.2554012463816;1361.946565105301;1737.7698210294564;1028.2728722825136;1804.7463852778026;2140.2958611072713;2140.2958611072713
2021-02-27T05:00:00;3274.969406352477;3540.415036175186;2049.015204644638;2614.4320758917925;1547.0113173401799;2715.196674163024;3220.0226309963323;3220.0226309963323
2021-02-27T06:00:00;3270.552899934264;3535.6405592899746;2046.2519761440067;2610.90634645421;1544.9250732980745;2711.5350571980252;3215.680223830939;3215.680223830939
2021-02-27T07:00:00;3218.3342064012763;3479.1893914118837;2013.5808626953656;2569.219780751033;1520.25830550612;2668.2418213177484;3164.337644993064;3164.337644993064
2021-02-27T08:00:00;3149.2288706810036;3404.482870737395;1970.3444638031337;2514.052484845336;1487.6147222590557;2610.9482852771835;3096.3917446404516;3096.3917446404516
2021-02-27T09:00:00;2994.6511460435513;3237.376179754988;1873.6314662810364;2390.651954529961;1414.5961807853605;2482.7916915022347;2944.4074938517147;2944.4074938517147
2021-02-27T10:00:00;2893.071498424654;3127.5632113951187;1810.077210766515;2309.560177465572;1366.6125678169317;2398.5745013072687;2844.5321290476877;2844.5321290476877
2021-02-27T11:00:00;2809.4176709737967;3037.1290021575805;1757.7384121074977;2242.778714000781;1327.0966512546966;2329.2191682055322;2762.2818286208417;2762.2818286208417
2021-02-27T12:00:00;2804.6114728128005;3031.9332479001446;1754.731369327399;2238.941890789294;1324.8263268559347;2325.2344673906805;2757.5562678820324;2757.5562678820324
2021-02-27T13:00:00;2682.1183683311897;2899.511727230892;1678.0924141481235;2141.1547478587067;1266.963734746947;2223.6784439202806;2637.1183279712936;2637.1183279712936
2021-02-27T14:00:00;2498.3137629849753;2700.809233331642;1563.0933456659654;1994.422184500509;1180.1391665240235;2071.290561406371;2456.3975591762824;2456.3975591762824
2021-02-27T15:00:00;2467.528115305079;2667.5283209259014;1543.8320175880351;1969.8457763620688;1165.5968183481698;2045.766937267999;2426.128426876341;2426.128426876341
2021-02-27T16:00:00;2952.3046433277445;3191.597371973252;1847.1369812455707;2356.846431099026;1394.5927820287006;2447.683246484896;2902.771472207068;2902.771472207068
2021-02-27T17:00:00;3098.8287386143384;3349.997663929686;1938.8111503253406;2473.8176900870453;1463.8069961314984;2569.162774029554;3046.837215811855;3046.837215811855
2021-02-27T18:00:00;3255.4848192133027;3519.3511675639584;2036.8244906712648;2598.8773871965773;1537.807299507361;2699.0424816703835;3200.8649523254826;3200.8649523254826
2021-02-27T19:00:00;3383.303710846288;3657.5301456536135;2116.7955743365956;2700.916145037189;1598.185656490652;2805.013984422105;3326.5393244062525;3326.5393244062525
2021-02-27T20:00:00;3373.6913145242956;3647.1386371387407;2110.781488776398;2693.2424986142164;1593.645007693128;2797.0445827924023;3317.088202928635;3317.088202928635
2021-02-27T21:00:00;3074.1482615713844;3323.3167636887983;1923.369579292401;2454.11508440644;1452.1485735432616;2548.7007968722087;3022.57082282878;3022.57082282878
2021-02-27T22:00:00;2594.3078289573086;2804.583892689625;1623.152929841453;2071.0549508056038;1225.4842943803772;2150.8768830867807;2550.781056094667;2550.781056094667
2021-02-27T23:00:00;1918.4524497231375;2073.9485034614995;1200.2976978183665;1531.5146489309013;906.2275958193367;1590.5417928253887;1886.2650419318115;1886.2650419318115
2021-02-28T00:00:00;1081.4277711902691;1169.0805826255626;676.6053880062827;863.311714386046;510.8386654459188;896.5851961816232;1063.2837944275457;1063.2837944275457
2021-02-28T01:00:00;1208.5152683885417;1306.4688846713411;756.118867910671;964.766594689808;570.8715305092715;1001.95031777669;1188.239043261732;1188.239043261732
2021-02-28T02:00:00;1097.5110491742118;1186.4674562540272;686.6680411308291;876.1511130580286;518.4359923134084;909.9194468182661;1079.097230421313;1079.097230421313
2021-02-28T03:00:00;1222.329126779658;1321.402395763273;764.7616374654956;975.7942990706513;577.396841929201;1013.4030483848493;1201.8211355263174;1201.8211355263174
2021-02-28T04:00:00;1729.7910818190337;1869.9955925190457;1082.2599504688092;1380.9048964326437;817.1088178770441;1434.1272877974486;1700.7689963603382;1700.7689963603382
2021-02-28T05:00:00;2561.089345713013;2768.6729564442617;1602.3694754645144;2044.5363922084136;1209.7927372549516;2123.3362547527563;2518.11990585414;2518.11990585414
2021-02-28T06:00:00;2646.340586069618;2860.834053468759;1655.7077104314335;2112.5930821016204;1250.0632305893744;2194.0159636488265;2601.9408181155823;2601.9408181155823
2021-02-28T07:00:00;2556.6491769444397;2763.8728993075692;1599.5914423933211;2040.991772943143;1207.695315727117;2119.6550199144203;2513.754233340524;2513.754233340524
2021-02-28T08:00:00;2452.2558756744306;2651.0182226271095;1534.2767981861457;1957.6538355507673;1158.3826051393635;2033.1050986041864;2411.112421798157;2411.112421798157
2021-02-28T09:00:00;2297.639332111004;2483.869566333837;1437.5395132403564;1834.222315802324;1085.3457266034363;1904.9163210114305;2259.0900033795465;2259.0900033795465
2021-02-28T10:00:00;2348.355926489818;2538.6968856285034;1469.270824320213;1874.7097447434217;1109.3029413880356;1946.9642033871016;2308.955684979525;2308.955684979525
2021-02-28T11:00:00;2181.1095695402278;2357.89473347975;1364.6315786385842;1741.1957524182071;1030.3000638396015;1808.3043578097427;2144.515353633294;2144.515353633294
2021-02-28T12:00:00;2123.2887051316975;2295.3873227663767;1328.455414644818;1695.0369326526757;1002.986974610468;1760.366499692733;2087.6645960115293;2087.6645960115293
2021-02-28T13:00:00;2045.2404052218892;2211.012985096959;1279.6237666600575;1632.7304029009092;966.1189650878655;1695.658571756632;2010.9257747166214;2010.9257747166214
2021-02-28T14:00:00;1950.2207935744223;2108.291762371738;1220.173858936513;1556.8755506241064;921.2341443922068;1616.880146216221;1917.5003829252228;1917.5003829252228
2021-02-28T15:00:00;1962.7519365435066;2121.838590290848;1228.0140856041041;1566.8792538838716;927.1535340374287;1627.2694089821946;1929.821280908097;1929.821280908097
2021-02-28T16:00:00;1988.208904149993;2149.3589178745524;1243.9414752122814;1587.2017376714264;939.1787507970133;1648.3751553886598;1954.8511366528332;1954.8511366528332
2021-02-28T17:00:00;2072.2760995016456;2240.2399996625977;1296.5389013602146;1654.3131957605606;978.8899317240135;1718.0732016611726;2037.5078695773104;2037.5078695773104
2021-02-28T18:00:00;2261.5259594599424;2444.8291016220714;1414.9448442613148;1805.392745778119;1068.2866981770494;1874.975610992957;2223.582533602131;2223.582533602131
2021-02-28T19:00:00;2476.430127858885;2677.1518670379905;1549.4016449070884;1976.9523182172434;1169.80190012424;2053.1473771684655;2434.881083261181;2434.881083261181
2021-02-28T20:00:00;2580.4287474605767;2789.5798719729664;1614.4693528412693;2059.975178341595;1218.9281732428533;2139.37007760418;2537.1348350245603;2537.1348350245603
2021-02-28T21:00:00;2523.4959168057608;2728.032472686932;1578.8487954617415;2014.5252824291179;1192.034568319286;2092.168466454837;2481.157211905519;2481.157211905519
2021-02-28T22:00:00;2069.90800949174;2237.679969189695;1295.0572837222448;1652.422732152416;977.7713069091684;1716.1098764140597;2035.1795109033812;2035.1795109033812
2021-02-28T23:00:00;1453.9085956650194;1571.7520424258819;909.6514956453082;1160.665886083795;686.7890269475926;1205.3998965087792;1429.5152108476173;1429.5152108476173
2021-03-01T00:00:00;1235.3186935881226;1335.444804084061;772.888681290902;986.1639654406996;583.5327792057639;1024.1723790933283;1214.5927660059679;1214.5927660059679
2021-03-01T01:00:00;1356.6466045284017;1466.6066889454842;848.7986222455216;1083.0209258287648;640.8449638538947;1124.76236922551;1333.8850617573125;1333.8850617573125
2021-03-01T02:00:00;1261.3254029268198;1363.5594315384624;789.1600219496579;1006.9253120815564;595.8176798206221;1045.7339028637143;1240.1631400271465;1240.1631400271465
2021-03-01T03:00:00;1389.816178727333;1502.4647519275804;869.5514762213074;1109.5004399766374;656.513417604201;1152.2624482716376;1366.4981235385612;1366.4981235385612
2021-03-01T04:00:00;1920.3089700683875;2075.955500086427;1201.459247116437;1532.9967227269963;907.1045682818591;1592.0809882319663;1888.0904139536128;1888.0904139536128
2021-03-01T05:00:00;2850.59981853145;3081.649080468018;1783.5044074605757;2275.6547241766293;1346.5500385811504;2363.3622749675483;2802.773030423049;2802.773030423049
2021-03-01T06:00:00;2948.896363998052;3187.9128418634677;1845.004559441975;2354.125576734444;1392.982798532225;2444.8575258284986;2899.4203762997054;2899.4203762997054
2021-03-01T07:00:00;2842.224776541023;3072.595217389483;1778.2644841975869;2268.968866783811;1342.5938841458574;2356.418733414374;2794.53850319589;2794.53850319589
2021-03-01T08:00:00;2747.674960385928;2970.381868423905;1719.1085084127878;2193.489055691205;1297.930982757941;2278.029803774581;2701.5750247629626;2701.5750247629626
2021-03-01T09:00:00;2558.134536392032;2765.4786513833533;1600.5207714082962;2042.1775462747905;1208.3969613276183;2120.886494939565;2515.2146717272562;2515.2146717272562
2021-03-01T10:00:00;2462.2623451858176;2661.835745089586;1540.5374393188151;1965.642073488581;1163.1094039762343;2041.401216633482;2420.9510047847766;2420.9510047847766
2021-03-01T11:00:00;2379.3935086489514;2572.250152523019;1488.6897775587113;1899.4872740227995;1123.9642969322797;1972.696700212591;2339.472524852886;2339.472524852886
2021-03-01T12:00:00;2343.689382268706;2533.6521046618923;1466.351157332284;1870.9844082955215;1107.0985859186603;1943.095286222739;2304.3674350949973;2304.3674350949973
2021-03-01T13:00:00;2275.366671294162;2459.791642705414;1423.6044149236884;1816.4418874593723;1074.8246944728469;1886.4506051310477;2237.191028768174;2237.191028768174
2021-03-01T14:00:00;2113.1553316900836;2284.432610447453;1322.1153748826346;1686.9473863774176;998.2002296208497;1751.9651687327084;2077.7012382631965;2077.7012382631965
2021-03-01T15:00:00;2074.8064552075975;2242.9754479299463;1298.1220420468421;1656.3331972629337;980.0852066802961;1720.1710574102751;2039.9957714862053;2039.9957714862053
2021-03-01T16:00:00;2500.941815431083;2703.65029693914;1564.737611230778;1996.5201780264654;1181.3805909076546;2073.4694151224876;2458.981518689156;2458.981518689156
2021-03-01T17:00:00;2633.2895184640306;2846.725159535479;1647.542188057752;2102.1743191945548;1243.8982419180136;2183.1956441404263;2589.108718686763;2589.108718686763
2021-03-01T18:00:00;2436.2556358471193;2633.721117635185;1524.266098660059;1944.880726847724;1150.824503361376;2019.839692863096;2395.3806307635987;2395.3806307635987
2021-03-01T19:00:00;2831.4253802902067;3060.9204992092646;1771.5077410426793;2260.3476296193876;1337.4925271108737;2347.4652193063316;2783.920297034553;2783.920297034553
2021-03-01T20:00:00;2814.124306704718;3042.2171241654473;1760.6831627230836;2246.53605579475;1329.3199449221759;2333.121324255694;2766.9094973679225;2766.9094973679225
2021-03-01T21:00:00;2570.697099377674;2779.0594460011584;1608.3806563027802;2052.206332364018;1214.3311929805584;2131.301807269328;2527.5664625679947;2527.5664625679947
2021-03-01T22:00:00;2341.7058196920257;2531.5077686696072;1465.1101228752605;1869.4009157551177;1106.1616019734597;1941.4507632233033;2302.417152330671;2302.417152330671
2021-03-01T23:00:00;1593.5721345207712;1722.7357102461735;997.033293501136;1272.1603125992826;752.7624906417976;1321.1915052692796;1566.8355030519451;1566.8355030519451
2021-03-02T00:00:00;1280.4546335576072;1384.239140980735;801.1284038037319;1022.1963170720925;604.8538363784319;1061.5934780057792;1258.9714242893454;1258.9714242893454
2021-03-02T01:00:00;1406.7897835114659;1520.8141158878282;880.1711706260414;1123.050593057478;664.5313119534366;1166.3348469844436;1383.1869486092558;1383.1869486092558
2021-03-02T02:00:00;1326.7471163024327;1434.2837617499408;830.0917281086577;1059.1519452761236;626.7212146125942;1099.9734381189;1304.4872211069298;1304.4872211069298
2021-03-02T03:00:00;1459.9235198639008;1578.2544934209554;913.414789163222;1165.4676441488043;689.6303224389528;1210.386722385218;1435.4292178629366;1435.4292178629366
2021-03-02T04:00:00;1974.1577493692266;2134.168876842426;1235.1502389543914;1575.98459784383;932.5413466657319;1636.7256881738258;1941.0357293095037;1941.0357293095037
2021-03-02T05:00:00;2931.2491290738167;3168.8352481151137;1833.9634020468689;2340.037659776434;1384.6466986301625;2430.2266369165245;2882.0692231193666;2882.0692231193666
2021-03-02T06:00:00;3910.91664568352;4227.907616708745;2446.901536105788;3122.113417237113;1847.4164370240612;3242.4449061084797;3845.3000759683478;3845.3000759683478
2021-03-02T07:00:00;3370.913694256198;3644.135882809836;2109.0436447064585;2691.0251039999416;1592.3329313171823;2794.7417260697116;3314.3571850124845;3314.3571850124845
2021-03-02T08:00:00;3118.015352561561;3370.739407770185;1950.8154345874311;2489.134504599594;1472.8702590921282;2585.0699242694604;3065.701920624794;3065.701920624794
2021-03-02T09:00:00;2883.58839560747;3117.3114759931245;1804.1440188954925;2301.9897469949437;1362.1329939457296;2390.712293745873;2835.208131814563;2835.208131814563
2021-03-02T10:00:00;2700.356819816992;2919.228457332747;1689.5034717082622;2155.71463733022;1275.5791101469636;2238.799495958225;2655.0507784011193;2655.0507784011193
2021-03-02T11:00:00;2530.6937303482714;2735.813689587481;1583.3521747483373;2020.2713497252978;1195.434630313383;2098.135996824423;2488.234261985932;2488.234261985932
2021-03-02T12:00:00;2408.57735345244;2603.7994313514737;1506.9489227025852;1922.784951187078;1137.7499946267135;1996.8923089398113;2368.166729001615;2368.166729001615
2021-03-02T13:00:00;2334.5777935967953;2523.801995688385;1460.650406757027;1863.7105602895012;1102.7945057745676;1935.541091911695;2295.408718817841;2295.408718817841
2021-03-02T14:00:00;2352.4790738700403;2543.1542258873133;1471.8505099980944;1878.001283511257;1111.2506101656106;1950.3826035810541;2313.0096550256258;2313.0096550256258
2021-03-02T15:00:00;2444.03785131855;2642.1341039111367;1529.1351144731075;1951.0933264862251;1154.5006217962325;2026.291736514148;2403.0322777953807;2403.0322777953807
2021-03-02T16:00:00;2575.1618787977345;2783.886108552974;1611.1740872579949;2055.7705984927165;1216.4402399471844;2135.00344619417;2531.9563328205572;2531.9563328205572
2021-03-02T17:00:00;2716.4337657948745;2936.6084857279643;1699.5621631540616;2168.5489811153634;1283.1734459376455;2252.1284968842106;2670.857988625945;2670.857988625945
2021-03-02T18:00:00;2867.169386949207;3099.5616597597127;1793.8713127380806;2288.8823320654355;1354.3770765424797;2377.0996970555057;2819.0645979679325;2819.0645979679325
2021-03-02T19:00:00;2999.889706936834;3243.039340979798;1876.9090208438276;2394.833936078963;1417.0707422187481;2487.134853635979;2949.558163228199;2949.558163228199
2021-03-02T20:00:00;3017.5629454231594;3262.1450459532643;1887.9664476104865;2408.9426118711417;1425.419125534746;2501.787301462418;2966.934883688115;2966.934883688115
2021-03-02T21:00:00;2766.602958917346;2990.8440353300593;1730.9509875239319;2208.599415622196;1306.8720824475754;2293.7225423270024;2720.185453157318;2720.185453157318
2021-03-02T22:00:00;2304.3622568298524;2491.1374033143948;1441.7457738979003;1839.5892758706136;1088.521463331087;1910.4901327245593;2265.700132225082;2265.700132225082
2021-03-02T23:00:00;1701.5337931059819;1839.4479698001346;1064.5805137990287;1358.3468957851148;803.7608014492733;1410.6998639608412;1672.9858027310688;1672.9858027310688
2021-03-03T00:00:00;1567.88451914218;1694.966040229274;980.961596959574;1251.653701005082;740.6283218067911;1299.8945344616006;1541.5788692968472;1541.5788692968472
2021-03-03T01:00:00;1768.3942198819695;1911.7276252447455;1106.4123644377837;1411.7220644300164;835.3439474487493;1466.132201149442;1738.7244587683283;1738.7244587683283
2021-03-03T02:00:00;1577.2947217039755;1705.138966601842;986.8491781047608;1259.165934667624;745.073459472298;1307.6963022122939;1550.8311893803468;1550.8311893803468
2021-03-03T03:00:00;1763.3271877333102;1906.2498956595161;1103.2421284365294;1407.6770155348015;832.9504117827067;1461.931249283684;1733.7424402618287;1733.7424402618287
2021-03-03T04:00:00;2552.1917071059543;2759.0541387998037;1596.802584746106;2037.4333421069796;1205.589721618829;2115.9594411840776;2509.3715500308517;2509.3715500308517
2021-03-03T05:00:00;3775.0837230980123;4081.065047554806;2361.9163991059877;3013.6769997607116;1783.2524579347996;3129.82916718566;3711.746130728033;3711.746130728033
2021-03-03T06:00:00;3932.0169473593364;4250.7181581373125;2460.1031369734096;3138.957942686798;1857.3836768487947;3259.938647827985;3866.0463610436186;3866.0463610436186
2021-03-03T07:00:00;3790.5743642381995;4097.811249429648;2371.60826345268;3026.0432920975127;1790.5698383995577;3142.6720771752625;3726.976873019332;3726.976873019332
2021-03-03T08:00:00;3509.8607832024936;3794.3450304079897;2195.9771889831864;2801.947583302604;1657.9679625008164;2909.9393438122847;3450.9730477592584;3450.9730477592584
2021-03-03T09:00:00;3325.999902379727;3595.5816997439847;2080.9429112233847;2655.170094819091;1571.1168111901402;2757.504804683362;3270.196947666277;3270.196947666277
2021-03-03T10:00:00;3177.463474250468;3435.005969617;1988.0097073008983;2536.592375776504;1500.952022808444;2634.356901418579;3124.152633732891;3124.152633732891
2021-03-03T11:00:00;3072.0692055583613;3321.0691942442472;1922.0687984748067;2452.455358756033;1451.1664809547651;2546.977102610819;3020.526648797701;3020.526648797701
2021-03-03T12:00:00;3004.894836501854;3248.450150600075;1880.0405269153198;2398.8295676880402;1419.4350366963758;2491.284483590488;2954.4793177401075;2954.4793177401075
2021-03-03T13:00:00;2924.690956205939;3161.7455165938873;1829.8602199240363;2334.802222318067;1381.5487864395927;2424.789416915352;2875.6210819515154;2875.6210819515154
2021-03-03T14:00:00;2930.337077743017;3167.8492724174284;1833.3927686111485;2339.3095625155925;1384.2158690388974;2429.4704775657674;2881.1724740016157;2881.1724740016157
2021-03-03T15:00:00;3042.390874401931;3288.9853495307666;1903.5002733246029;2428.762929512631;1437.1472006250888;2522.371527397095;2991.3462546882047;2991.3462546882047
2021-03-03T16:00:00;3221.908584811562;3483.053483407433;2015.8172059404724;2572.073233228818;1521.9467499363002;2671.205250641083;3167.852053204186;3167.852053204186
2021-03-03T17:00:00;3433.4209839312957;3711.709566950828;2148.1519144499775;2740.9251313976474;1621.859767310236;2846.5649842374255;3375.8157400040664;3375.8157400040664
2021-03-03T18:00:00;3565.163819796429;3854.1305361667696;2230.5780504825916;2846.0964026732363;1684.091694627335;2955.789732747127;3505.3482211730534;3505.3482211730534
2021-03-03T19:00:00;3567.1906326558924;3856.32162800086;2231.846144883093;2847.7144222313223;1685.0491088937515;2957.470113493429;3507.341028575653;3507.341028575653
2021-03-03T20:00:00;3499.2924018638623;3782.920051558799;2189.364982466285;2793.510767035442;1652.9757309687857;2901.177358492276;3440.58198058856;3440.58198058856
2021-03-03T21:00:00;3198.6002369277303;3457.8559273153815;2001.2341203347019;2553.466008310829;1510.9364858725057;2651.880872058596;3144.9347680742885;3144.9347680742885
2021-03-03T22:00:00;2745.7523351847262;2968.3034089555326;1717.905599994024;2191.954209904191;1297.0227840616437;2276.4358024560224;2699.6846569791333;2699.6846569791333
2021-03-03T23:00:00;2014.072892918375;2177.3192568485374;1260.123521412889;1607.8491494351522;951.396233885141;1669.8183530406084;1980.281184640604;1980.281184640604
2021-03-04T00:00:00;1563.0543913263116;1689.7444167500505;977.9395823673478;1247.7977745747557;738.3466936545238;1295.8899941578075;1536.8297803900834;1536.8297803900834
2021-03-04T01:00:00;1693.3888697262519;1830.642877103343;1059.4845663946471;1351.8447437655136;799.9133491271632;1403.947108094158;1664.9775332310276;1664.9775332310276
2021-03-04T02:00:00;1727.3772510545225;1867.3861138726554;1080.749714700399;1378.977917644912;815.9685863061478;1432.1260400144677;1698.3956643609476;1698.3956643609476
2021-03-04T03:00:00;1858.9451787768596;2009.6179981409632;1163.066417819439;1484.0095584683902;878.1178915151214;1541.2057764801843;1827.756171960639;1827.756171960639
2021-03-04T04:00:00;2304.905633785699;2491.7248225254143;1442.0857427666863;1840.0230576763038;1088.7781406297045;1910.9406332087683;2266.2343925120927;2266.2343925120927
2021-03-04T05:00:00;3461.3328984951613;3741.883821958727;2165.6152645567495;2763.207417330998;1635.0446378727445;2869.7060668522213;3403.25935410188;3403.25935410188
2021-03-04T06:00:00;3452.15055353954;3731.957221702501;2159.8702446515667;2755.8770840651923;1630.7071342800348;2862.093210244718;3394.2310686756514;3394.2310686756514
2021-03-04T07:00:00;3367.5907499929963;3640.543604417558;2106.964613584434;2688.37237324427;1590.763257911351;2791.9867546203986;3311.0899924371;3311.0899924371
2021-03-04T08:00:00;3446.8056064758207;3726.179051404102;2156.526128587356;2751.6101736567393;1628.1823187559203;2857.661845950799;3388.9757980544155;3388.9757980544155
2021-03-04T09:00:00;3250.5501142900002;3514.016490703876;2033.7370464347875;2594.9379760950505;1535.4762718192017;2694.951239056105;3196.0130408848745;3196.0130408848745
2021-03-04T10:00:00;3024.417738517232;3269.5554396177217;1892.255212948937;2414.414843429698;1428.6571534912785;2507.470442005655;2973.6746684479044;2973.6746684479044
2021-03-04T11:00:00;2924.645393327793;3161.696260714255;1829.831713083665;2334.765849138561;1381.527263707807;2424.751641852487;2875.5762835181395;2875.5762835181395
2021-03-04T12:00:00;2868.7290240458;3101.2477099002244;1794.8471142580727;2290.127401788583;1355.1138089939932;2378.392753854557;2820.5980677882703;2820.5980677882703
2021-03-04T13:00:00;2843.511837899019;3073.9865987487997;1779.069746160257;2269.996337297416;1343.20185882894;2357.4858043652953;2795.8039704983294;2795.8039704983294
2021-03-04T14:00:00;2840.22263970596;3070.4308016420914;1777.011828582281;2267.3705462768294;1341.6481261987153;2354.7588109536523;2792.569957808337;2792.569957808337
2021-03-04T15:00:00;2945.8881316579627;3184.6607836950766;1843.12243077476;2351.7240828131853;1391.5617869446723;2442.363474302681;2896.4626154743396;2896.4626154743396
2021-03-04T16:00:00;3116.3782379981576;3368.9696003927575;1949.7911585665163;2487.827584046942;1472.096928277967;2583.7126328061713;3064.0922732389386;3064.0922732389386
2021-03-04T17:00:00;3271.6558026954585;3536.832855471917;2046.9420175601333;2611.786801810483;1545.4460561964743;2712.4494467808136;3216.764622312325;3216.764622312325
2021-03-04T18:00:00;3442.4200088850757;3721.4379885951575;2153.782238483388;2748.1091189626227;1626.1106752489545;2854.0258547352746;3384.6637811344244;3384.6637811344244
2021-03-04T19:00:00;3599.753322453037;3891.523616866009;2252.21929596324;2873.7094561140316;1700.4308860613519;2984.467039592194;3539.357388139055;3539.357388139055
2021-03-04T20:00:00;3627.0262574704807;3921.007101209127;2269.282862547291;2895.481639993065;1713.3139191202956;3007.078359963733;3566.1727433602414;3566.1727433602414
2021-03-04T21:00:00;3314.6894790546403;3583.354534284677;2073.8664392053197;2646.1409009964964;1565.7740581085761;2748.1276105831425;3259.076288339725;3259.076288339725
2021-03-04T22:00:00;2773.6163762965266;2998.4259102312603;1735.338997628267;2214.1982781099437;1310.1850404366726;2299.537194367883;2727.0812008359935;2727.0812008359935
2021-03-04T23:00:00;2048.2111248024307;2214.224489989436;1281.4824251188084;1635.1019501113303;967.5222566126134;1698.1215223751367;2013.8466521639455;2013.8466521639455
2021-03-05T00:00:00;1697.99727939228;1835.6248115430394;1062.3678609550805;1355.5236709720832;802.0902433279017;1407.7678273271708;1669.508623930296;1669.508623930296
2021-03-05T01:00:00;1966.4005599195943;2125.7829450188597;1230.2968809056795;1569.791976661919;928.8770498799189;1630.2943929825974;1933.4086884179794;1933.4086884179794
2021-03-05T02:00:00;1997.9032923758518;2159.8390639714207;1250.0068597731206;1594.9408388320874;943.7581304611415;1656.4125344914505;1964.3828743907122;1964.3828743907122
2021-03-05T03:00:00;2155.2594409948583;2329.9493781394635;1348.4582042159898;1720.5594053720797;1018.0891279643489;1786.8726513281706;2119.098933324513;2119.098933324513
2021-03-05T04:00:00;2667.9664117204497;2884.212714092394;1669.2381102835952;2129.8571371915723;1260.2787144237477;2211.9454043847513;2623.2038100307377;2623.2038100307377
2021-03-05T05:00:00;3981.3153278218247;4304.012313224664;2490.9471292672183;3178.3132010658974;1880.6709638549205;3300.8107238888283;3914.517623233967;3914.517623233967
2021-03-05T06:00:00;3968.241693852478;4289.879023859351;2482.7674880372306;3167.8764232652775;1874.4953154137133;3289.9716951626547;3901.6633360552833;3901.6633360552833
2021-03-05T07:00:00;3876.0962014179254;4190.264875923111;2425.1157998499652;3094.316001417535;1830.9681547136374;3213.5761312492605;3811.0638420850396;3811.0638420850396
2021-03-05T08:00:00;3814.980900452785;4124.1960051551405;2386.878440847129;3045.527208807407;1802.0988583860649;3162.9069367220854;3750.9739212979375;3750.9739212979375
2021-03-05T09:00:00;3734.018878040204;4036.67177944706;2336.2237951578054;2980.894633030075;1763.8544812923228;3095.7833130443337;3671.3702633480148;3671.3702633480148
2021-03-05T10:00:00;3636.9904620749307;3931.778933073172;2275.5170602460867;2903.436137545956;1718.020753102157;3015.339437197066;3575.9697705519984;3575.9697705519984
2021-03-05T11:00:00;3331.098929924669;3601.094018043804;2084.1331654432324;2659.2406858736194;1573.525460658485;2761.7322831461042;3275.210424756763;3275.210424756763
2021-03-05T12:00:00;3236.590732555897;3498.925661186121;2025.0032288409084;2583.794099363113;1528.8822189148168;2683.377858619546;3182.287866838564;3182.287866838564
2021-03-05T13:00:00;3479.3192861313623;3761.3280577156042;2176.8686160145435;2777.5660823842622;1643.540944793138;2884.618138945258;3420.943969758471;3420.943969758471
2021-03-05T14:00:00;3497.4333572937094;3780.9103261133255;2188.2018538633215;2792.026678132109;1652.0975661273403;2899.6360703128476;3438.7541266927915;3438.7541266927915
2021-03-05T15:00:00;3526.1008438289036;3811.9013943601567;2206.137934632693;2814.912142706962;1665.6393494562528;2923.403579085904;3466.9406359279783;3466.9406359279783
2021-03-05T16:00:00;3692.1202438733817;3991.3771412401543;2310.009523264109;2947.4466463437507;1744.062644119297;3061.0461848375594;3630.1745960042813;3630.1745960042813
2021-03-05T17:00:00;3830.1022120317893;4140.542942252371;2396.339230703501;3057.598662649089;1809.241777065052;3175.4436446463346;3765.8415305648505;3765.8415305648505
2021-03-05T18:00:00;3928.0757099707494;4246.457472194835;2457.637264981243;3135.8116239983124;1855.5219376726543;3256.671064738867;3862.1712489400484;3862.1712489400484
2021-03-05T19:00:00;3935.4788520979705;4254.4606601486885;2462.2691100150923;3141.7216066083033;1859.018991609242;3262.808827993448;3869.4501826436417;3869.4501826436417
2021-03-05T20:00:00;3879.0889610012696;4193.500207223603;2426.9882478423715;3096.705143323701;1832.3818573688532;3216.0573546926003;3814.0063897524496;3814.0063897524496
2021-03-05T21:00:00;3530.5112263727797;3816.6692510135144;2208.897331674135;2818.4329834107853;1667.7227007376243;2927.060118897143;3471.2770219641607;3471.2770219641607
2021-03-05T22:00:00;2995.9098565900895;3238.7369123885546;1874.4189902936578;2391.656792383026;1415.1907632742755;2483.83525749191;2945.6450860068862;2945.6450860068862
2021-03-05T23:00:00;2194.795370227461;2372.689807424927;1373.1942276946281;1752.1212273956405;1036.7648840937834;1819.6509189217807;2157.9715367202916;2157.9715367202916
2021-03-06T00:00:00;1865.8456257125479;2017.0777460213712;1167.3837469104049;1489.5182358232557;881.3774851722433;1546.926767501864;1834.540844591109;1834.540844591109
2021-03-06T01:00:00;2031.5543106549735;2196.2175934523116;1271.0609337354456;1621.8046933171725;959.654006012481;1684.3117669961698;1997.4693026805955;1997.4693026805955
2021-03-06T02:00:00;2060.254371552218;2227.24387630633;1289.0173949587513;1644.7161622439537;973.2111766322334;1708.1062823725028;2025.6878397517642;2025.6878397517642
2021-03-06T03:00:00;2218.4463738786994;2398.2577925135993;1387.9916990824502;1771.0019969237137;1047.9370099292028;1839.2593849825316;2181.225728608326;2181.225728608326
