;waerme_ges_W_1;waerme_ges_W_2;waerme_ges_W_3;waerme_ges_W_4;waerme_ges_W_5;waerme_ges_W_6;waerme_ges_W_7;waerme_ges_W_8
2021-01-02T00:00:00;1904.4432843147358;2058.8038551603695;1191.5327326035717;1520.3310295269596;899.6100263876192;1578.9271379675722;1872.4909194716365;1872.4909194716365
2021-01-02T01:00:00;2055.6875645925666;2222.306916591257;1286.1601295202247;1641.070446782747;971.0539344799907;1704.3200549212363;2021.197653757066;2021.197653757066
2021-01-02T02:00:00;2095.4706405840147;2265.3145245866835;1311.05078267744;1672.8295678749726;989.8464363818393;1737.303225820613;2060.3132573332796;2060.3132573332796
2021-01-02T03:00:00;2270.5504707015502;2454.585075290694;1420.591114028804;1812.5970792334297;1072.549645182646;1882.4576115458872;2232.455633416527;2232.455633416527
2021-01-02T04:00:00;2840.7174003203595;3070.9656640182493;1777.3213801828538;2267.7655173008834;1341.8818383880155;2355.169004823591;2793.0564174290603;2793.0564174290603
2021-01-02T05:00:00;4316.46374507208;4666.325467503765;2700.6358675578163;3445.8646385064494;2038.9864563505448;3578.6740425823627;4244.042988019091;4244.042988019091
2021-01-02T06:00:00;4316.292266296255;4666.140089883095;2700.528580259725;3445.727745743121;2038.9054541871747;3578.5318737422795;4243.874386279539;4243.874386279539
2021-01-02T07:00:00;4265.02011232452;4610.7121813027825;2668.4496781303837;3404.7968095078822;2014.685807339534;3536.0233905573077;4193.4624661533;4193.4624661533
2021-01-02T08:00:00;4150.472290073281;4486.879930695261;2596.7817630052996;3313.352443604405;1960.57636220835;3441.054605381516;4080.836504132135;4080.836504132135
2021-01-02T09:00:00;4060.960369092524;4390.112812705551;2540.7777934015658;3241.894421146898;1918.2932329291912;3366.842470857918;3992.826396085656;3992.826396085656
2021-01-02T10:00:00;3954.300570529246;4274.807932648848;2474.0450939886878;3156.7471223565353;1867.909887313029;3278.413452325969;3887.9561140839137;3887.9561140839137
2021-01-02T11:00:00;3798.2548845283086;4106.114297839201;2376.4136527254745;3032.174707727548;1794.1979186462959;3149.039807849966;3734.528531091009;3734.528531091009
2021-01-02T12:00:00;3763.959129363267;4069.038773705213;2354.9561931071853;3004.796155061836;1777.9974859722886;3120.6060398332615;3700.8081831804807;3700.8081831804807
2021-01-02T13:00:00;3794.4823514601544;4102.035990184464;2374.0533321674625;3029.16306693432;1792.4158710521556;3145.9120933681293;3730.819292820852;3730.819292820852
2021-01-02T14:00:00;3829.121064176845;4139.48226955979;2395.725366381934;3056.815405126688;1808.7783080529027;3174.6301990649995;3764.8768442104843;3764.8768442104843
2021-01-02T15:00:00;3870.618927926545;4184.343653761916;2421.6888925200633;3089.9434538521987;1828.3808315884514;3209.0350583652116;3805.678465182223;3805.678465182223
2021-01-02T16:00:00;4044.66988538913;4372.501938741908;2530.5855000828788;3228.8896086306854;1910.5980274090384;3353.336431049984;3976.8092308281566;3976.8092308281566
2021-01-02T17:00:00;4195.914165666961;4536.005000172797;2625.212896999533;3349.629025886473;1982.0419355014099;3478.729348003649;4125.515965113586;4125.515965113586
2021-01-02T18:00:00;4316.46374507208;4666.325467503765;2700.6358675578163;3445.8646385064494;2038.9864563505448;3578.6740425823627;4244.042988019091;4244.042988019091
2021-01-02T19:00:00;4320.40775691606;4670.589152779174;2703.10347541392;3449.013172063006;2040.8495061080555;3581.9439259042847;4247.920828028803;4247.920828028803
2021-01-02T20:00:00;4258.84687639481;4604.038586958664;2664.587335399091;3399.8686700280537;2011.7697294582126;3530.9053123143;4187.392803529404;4187.392803529404
2021-01-02T21:00:00;3881.936527131008;4196.578576726132;2428.769854194098;3098.9783762318834;1833.7269743708732;3218.418201810723;3816.8061799926973;3816.8061799926973
2021-01-02T22:00:00;3263.584061505317;3528.1068765903246;2041.8918572763532;2605.343071669106;1541.6331732585243;2705.7573644695503;3208.8283071658734;3208.8283071658734
2021-01-02T23:00:00;2391.10005010667;2584.9055426216623;1496.0140845870885;1908.8326918534053;1129.494166031781;1982.4023061246016;2350.982656322033;2350.982656322033
