;waerme_ges_W_1;waerme_ges_W_2;waerme_ges_W_3;waerme_ges_W_4;waerme_ges_W_5;waerme_ges_W_6;waerme_ges_W_7;waerme_ges_W_8;waerme_ges_W_9;waerme_ges_W_10;waerme_ges_W_11;waerme_ges_W_12;waerme_ges_W_13;waerme_ges_W_14;waerme_ges_W_15;waerme_ges_W_16
2021-03-19T10:00:00;7893.126135621451;8431.174266183338;8198.095080604295;8983.518762046977;8477.258363712273;8960.255155121313;8418.3407610764;10337.017568798281;7008.106196816237;8157.5499371052765;10493.21607244203;9026.287870105853;9280.406698050701;10351.418849276071;9020.297416805648;8899.580462829588
2021-03-19T11:00:00;7460.983525874074;7720.058598079546;7506.638152260981;8225.816365594452;7762.255796492341;8204.514895241839;7957.443052902647;9465.156197824126;6417.017225938247;7469.5127325035655;9608.180355905959;8532.105523403554;8497.66370152304;9478.34282232812;8259.492975866206;8412.335249617097
2021-03-19T12:00:00;7062.890444287939;7512.710703067763;7305.022374386749;8004.8846606740035;7553.774555126365;7984.155312279034;7532.860554430361;9210.937892529813;6244.666848392716;7268.8940814698035;9350.1206603246;8076.860961014326;8269.430630666928;9223.770346298126;8037.6567733746215;7963.481227725474
2021-03-19T13:00:00;6717.303644445782;7305.727857166916;7103.761553867931;7784.341920022783;7345.660358199416;7764.183686328492;7164.278145684636;8957.167154674402;6072.619904610467;7068.628632286451;9092.515295193209;7681.660645463007;8041.599378597535;8969.646061247056;7816.211127577566;7573.828575627713
2021-03-19T14:00:00;6651.750347238155;7271.413240738911;7070.395562459169;7747.779278715526;7311.158180931103;7727.715727176197;7094.362882147235;8915.09581541795;6044.0971308617345;7035.427658347767;9049.808232896294;7606.696313047197;8003.828412645996;8927.516109228009;7779.498798291987;7499.9165624305315
2021-03-19T15:00:00;6371.398624714269;7622.225436348635;7411.509581010465;8121.573941441849;7663.88788683375;8100.542415956575;6795.356342455723;9345.208124199347;6335.696977378032;7374.8546365932725;9486.419795314756;7286.0964253854;8389.976266682484;9358.227639975945;8154.8237817328545;7183.817127349381
2021-03-19T16:00:00;6783.1751615427675;8526.087035026758;8290.383993011512;9084.649472045776;8572.68991785867;9061.123978308511;7234.53280370523;10453.385102911872;7086.998975270177;8249.382418212279;10611.341989433497;7756.9888824051095;9384.879582597514;10467.948503796842;9121.842157382784;7648.099385005462
2021-03-19T17:00:00;6711.257466547993;8830.53799354758;8586.418427425437;9409.045672580378;8878.804980005189;9384.680126532065;7157.829650504003;10826.65634695317;7340.062733849357;8543.952761455519;10990.253584706126;7674.74645946349;9719.996450720751;10841.73978022117;9447.566440618664;7567.011448196904
2021-03-19T18:00:00;6586.515269919884;9060.883982548345;8810.396518690646;9654.482126462075;9110.410021029715;9629.481001267151;7024.787013093024;11109.071400898083;7531.529438481806;8766.82312906521;11276.936098635415;7532.095885157674;9973.54410514013;11124.548287923506;9694.007714865475;7426.363345413917
2021-03-19T19:00:00;6502.505219129523;9082.421880093583;8831.339002659977;9677.431018346417;9132.065642932166;9652.3704649904;6935.186869530525;11135.477879793092;7549.432030515585;8787.66203823949;11303.74159518348;7436.025090217019;9997.251413556522;11150.991555680144;9717.050559842593;7331.6411537437425
2021-03-19T20:00:00;6420.086267785953;8934.576990164405;8687.581273717964;9519.900489309828;8983.4126451272;9495.247875025723;6847.283698383986;10954.213067039223;7426.541356385409;8644.61528882281;11119.737762946772;7341.773817907821;9834.514804935525;10969.474209215094;9558.875098558981;7238.712942976412
2021-03-19T21:00:00;6097.729519866886;8164.688415199881;7938.976211153257;8699.574845511894;8209.315923224309;8677.046536172638;6503.4770869112235;10010.293338402422;6786.5995496186315;7899.71258630484;10161.554843965985;6973.138532775695;8987.078983746187;10024.239434660052;8735.191029800619;6875.252412060174
2021-03-19T22:00:00;5274.494666099239;6935.933107788508;6744.189752835191;7390.3211152967;6973.84434146749;7371.183232910674;5625.463558895394;8503.781339070285;5765.241502403381;6710.835157819547;8632.278549376451;6031.717523262558;7634.556947651684;8515.628599594966;7420.577196021272;5947.046692928576
2021-03-19T23:00:00;4634.554468601468;5083.673918898039;4943.136131472782;5416.716413243253;5111.460857856645;5402.689352711266;4942.941253197739;6232.824154099621;4225.618587498393;4918.688968831316;6327.0058462429715;5299.905520892665;5595.728423841966;6241.507572524183;5438.8925279890655;5225.507573804633
2021-03-20T00:00:00;4943.186245811792;4207.498514324882;4091.182530799636;4483.140859313896;4230.496351371699;4471.531374266224;5272.109623956147;5158.591756039885;3497.3297289801435;4070.948856859406;5236.541155645681;5652.8454358384715;4631.300001827045;5165.778580117015;4501.494902341645;5573.493059843381
2021-03-20T01:00:00;4682.203844282429;4576.913132314467;4450.3847091475245;4876.756629420157;4601.930158948235;4864.1278419367645;4993.761254632226;5611.5115126205865;3804.3921608303694;4428.374536676469;5696.304800009078;5354.395589128893;5037.924012541547;5619.329333443636;4896.722141060568;5279.232732327381
2021-03-20T02:00:00;5072.903477414168;4641.225729021461;4512.919388901353;4945.282483697723;4666.594282961558;4932.47624252604;5410.4583389581885;5690.361791486448;3857.849661919321;4490.599940002133;5776.346553639181;5801.185276611083;5108.714513888735;5698.289464592727;4965.528541169148;5719.75056545335
2021-03-20T03:00:00;5462.983935216063;4977.718422506275;4840.109766899069;5303.819542685706;5004.926217531274;5290.084838466357;5826.495047556217;6102.917714838197;4137.546944402586;4816.172139545343;6195.13644316812;6247.266898027535;5479.100529865989;6111.420150783508;5325.533456022965;6159.570272060892
2021-03-20T04:00:00;6068.537407803766;6291.15008501639;6117.231708776383;6703.296959509106;6325.536988303386;6685.9381862151895;6472.342509475065;7713.246921914245;5229.289124379919;6086.97784674984;7829.798685459115;6939.755510321643;6924.8279710695715;7723.992829191429;6730.740353478537;6842.338007080222
2021-03-20T05:00:00;7213.3925926858365;9623.920721511013;9357.86814887661;10254.404622250146;9676.524271993861;10227.849945323707;7693.3772304238855;11799.38101599879;7999.533198668074;9311.587140519103;11977.67670393344;8248.969665875642;10593.29288016849;11815.819625524677;10296.38630196242;8133.173939647445
2021-03-20T06:00:00;8813.960820333295;9635.022300704482;9368.66282573888;10266.233489952821;9687.686531496161;10239.648181139715;9400.448487131678;11812.992076041111;8008.760981594143;9322.328430378891;11991.493435214827;10079.320445814572;10605.51266909152;11829.449648163509;10308.263597219257;9937.830989775228
2021-03-20T07:00:00;8584.246772961065;9498.358032702119;9235.776631261993;10120.616049612996;9550.27526796785;10094.407829887505;9155.449092068391;11645.435233451155;7895.163791780124;9190.099448311856;11821.404708750857;9816.627935424885;10455.082853728745;11661.65936947169;10162.04999698853;9678.826051439672
2021-03-20T08:00:00;8431.310466489533;9264.842056563626;9008.71618691773;9871.801935867066;9315.48291291947;9846.238042033588;8992.336287268847;11359.133625664386;7701.062150921429;8964.161971950809;11530.776912832025;9641.735617187005;10198.045914313361;11374.958893275585;9912.217234689517;9506.388801388779
2021-03-20T09:00:00;7794.488639744693;9050.466734206979;8800.267254404964;9643.38242160851;9099.935832875055;9618.410040069335;8313.139851089365;11096.299362778176;7522.870480624925;8756.74396086526;11263.971067398343;8913.489668573007;9962.077576489399;11111.758456111946;9682.862567660919;8788.365677189002
2021-03-20T10:00:00;7466.9448902570675;8828.43515033759;8584.373717159602;9406.805067555008;8876.690642829055;9382.445323749218;7963.801091012606;10824.078161931746;7338.314822103545;8541.918163669514;10987.636441770603;8538.922719796334;9717.681798028869;10839.158003335326;9445.316662524157;8419.05674894235
2021-03-20T11:00:00;7226.395274612567;8518.35655907172;8282.867225489355;9076.412555859597;8564.917187764815;9052.908392336642;7707.245120710487;10443.907174542763;7080.5732989961025;8241.902826206488;10601.720843911175;8263.83905325619;9376.370452247784;10458.45737100935;9113.571519143507;8147.834596534362
2021-03-20T12:00:00;6598.241902485545;8434.903308582881;8201.721033904027;8987.492102094659;8481.007788747522;8964.2182058577;7037.293944722072;10341.589550776345;7011.205827344961;8161.157957605327;10497.857139795917;7545.506029562555;9284.51134930917;10355.997200827793;9024.287023764517;7439.58524359253
2021-03-20T13:00:00;6176.273915196672;8452.51271006218;8218.843624789006;9006.255133623043;8498.713441751173;8982.932648876194;6587.247886135473;10363.179508084857;7025.843000262176;8178.195865658782;10519.773334242258;7062.959005760474;9303.894462773284;10377.617236737666;9043.126871413297;6963.812021286118
2021-03-20T14:00:00;5402.304752891323;7598.83955139195;7388.770197104247;8096.6559964862945;7640.3741765743125;8075.688998197121;5761.778226218747;9316.535925520126;6316.258313188597;7352.227714371689;9457.314342604566;6177.876423584976;8364.23483179573;9329.515495889613;8129.803822352987;6091.153873255274
2021-03-20T15:00:00;6187.419071133868;8560.465997391777;8323.812551518644;9121.28067473181;8607.256792773536;9097.660321293903;6599.134649238274;10495.535333323982;7115.575234232914;8282.645649812575;10654.129134978502;7075.7041949438;9422.721375748917;10510.15745688078;9158.62332873841;6976.378298617761
2021-03-20T16:00:00;6392.985280642168;8935.622811515914;8688.598183415985;9521.014824684285;8984.464182851261;9496.359324731346;6818.379390912157;10955.49529337485;7427.410657251798;8645.62716921229;11121.039364487446;7310.7821287696115;9835.665966940851;10970.758221917144;9559.993996038458;7208.156302734752
2021-03-20T17:00:00;6575.951590611154;9270.584252698178;9014.299640467181;9877.920315713278;9321.25649542066;9852.340577800489;7013.520418516471;11366.173829134555;7705.835142090086;8969.71781153346;11537.923497977572;7520.015651195901;10204.366494790786;11382.008904985327;9918.360663270641;7414.452688929246
2021-03-20T18:00:00;6605.9815941086;9576.45190013204;9311.711599534498;10203.826015521467;9628.795989984028;10177.402316317339;7045.54864132124;11741.182000645413;7960.076471673848;9265.658866635877;11918.598266730267;7554.35685538431;10541.04274822176;11757.539528724155;10245.6006256918;7448.311825072839
2021-03-20T19:00:00;6337.259500956185;9599.037871594617;9333.673183495668;10227.891642916564;9651.505414488709;10201.405623667144;6758.945575398153;11768.873467628071;7978.85023693723;9287.51183566096;11946.708168302746;7247.056182852978;10565.903698099642;11785.26957478247;10269.76477811089;7145.324916076533
2021-03-20T20:00:00;6106.3071029242665;9463.9048558948;9202.275909965296;10083.905770535725;9515.633772960708;10057.792615286106;6512.6254288790005;11603.194012630152;7866.525844768182;9156.76441081596;11778.525197877583;6982.947540331807;10417.159370864178;11619.359299213244;10125.189425501787;6884.923724704128
2021-03-20T21:00:00;6279.057019950821;8635.497360216605;8396.769677898112;9201.227504722305;8682.69827078908;9177.40012198139;6696.870256972415;10587.527325334153;7177.942318836688;8355.241953692517;10747.511180880289;7180.49797267338;9505.310293987304;10602.277609888051;9238.897462198418;7079.7010233446135
2021-03-20T22:00:00;5388.992483299672;7287.229707823534;7085.774784487477;7764.631916831893;7327.061099509751;7744.5247239133705;5747.580148068179;8934.487550539097;6057.243992436176;7050.7308196866215;9069.492988706323;6162.653003171557;8021.237997887328;8946.93486044104;7796.420431350701;6076.144153109144
2021-03-20T23:00:00;4818.732004513092;5339.093965907483;5191.495110277728;5688.86958100727;5368.277009606141;5674.137756063236;5139.374102641536;6545.981186560664;4437.927188616691;5165.819643946695;6644.894868327751;5510.5241566246505;5876.875727912091;6555.100887716493;5712.159894728316;5433.169629640021
2021-03-21T00:00:00;5000.614417665475;4017.2459365991554;3906.1894714364325;4280.4244229591095;4039.2038688746748;4269.339889839256;5333.359110109441;4925.333116570405;3339.189210610393;3886.870713713258;4999.757838946566;5718.518174636587;4421.884178964861;4932.194970406505;4297.948541986689;5638.243911085772
2021-03-21T01:00:00;5114.2787090118445;4403.627271454664;4281.889323024268;4692.118436318712;4427.697131980826;4679.967785572331;5454.586709982919;5399.054868791424;3660.354607226112;4260.712474580577;5480.637809517116;5848.500465127773;4847.183883939179;5406.576700205848;4711.328036546322;5766.401562339103
2021-03-21T02:00:00;5016.58885861145;4532.047734440456;4406.759611861192;4828.952002111661;4556.819530539779;4816.447008888445;5350.396502524091;5556.504417355703;3767.0994347003225;4384.965195100729;5640.466514711578;5736.785956002917;4988.539534674604;5564.245603636741;4848.7218009216995;5656.255256667322
2021-03-21T03:00:00;5896.411913789847;4885.950638250141;4750.878896214109;5206.039852029442;4912.656838196427;5192.55835686425;6288.763653977186;5990.406080259593;4061.2683197164606;4727.382576069057;6080.924690654462;6742.919145102263;5378.089409375718;5998.751767742807;5227.3534539096545;6648.264751774193
2021-03-21T04:00:00;7691.693315487661;6157.462547929234;5987.239953709926;6560.851262177081;6191.118726253964;6543.861364465077;8203.504447654515;7549.33969191639;5118.1662336035515;5957.628989126148;7663.414719411268;8795.936727887387;6777.674718692169;7559.85724764287;6587.711481417011;8672.462897516007
2021-03-21T05:00:00;8722.966358865411;9392.61293233294;9132.954846328466;10007.94335857738;9443.952173672229;9982.02691463207;9303.399184884973;11515.786749643286;7807.267032706762;9087.78618688092;11689.797158990392;9975.262536479046;10338.686547974714;11531.830262561813;10048.916022338548;9835.233803617182
2021-03-21T06:00:00;7469.8943469685255;9394.852824129202;9135.1328164826;10010.329990538885;9446.204308530812;9984.407366201534;7966.94680682032;11518.532962699637;7809.128861092941;9089.95338549464;11692.584868964712;8542.295609685665;10341.152053510797;11534.580301575143;10051.312425205557;8422.382291556802
2021-03-21T07:00:00;7269.906634356398;9303.017260482387;9045.83604016317;9912.478080117182;9353.866779328771;9886.80885185338;7753.65175947536;11405.938227389137;7732.79389725964;9001.098242331975;11578.28876001751;8313.597039118738;10240.066326531394;11421.82870202863;9953.05990765805;8196.894099757019
2021-03-21T08:00:00;7199.557654036617;9028.257200140692;8778.671701256262;9619.717892839242;9077.604903342175;9594.806792665417;7678.621704418531;11069.069425809745;7504.409615221794;8735.25521238188;11236.329669834007;8233.14854040933;9937.63098077188;11084.49058306021;9659.101155971197;8117.57490479212
2021-03-21T09:00:00;6883.1408429913145;8830.400091470723;8586.284337641238;9408.898736239642;8878.666324167047;9384.533570695825;7341.150277743711;10826.487272498503;7339.948107776065;8543.819334836298;10990.081955435562;7871.30594796089;9719.844658417884;10841.570470216104;9447.41890271844;7760.811713465278
2021-03-21T10:00:00;6518.800709108083;8602.677758850568;8364.857371971113;9166.257820153305;8649.699280210765;9142.520994466668;6952.566673824938;10547.28894510254;7150.66222184796;8323.487475774398;10706.664774712823;7454.6600114134635;9469.184928916111;10561.983170527601;9203.78461123885;7350.014485393788
2021-03-21T11:00:00;6440.771709102735;8295.812582762423;8066.475460854974;8839.289241427128;8341.156804584429;8816.399129449674;6869.345564722604;10171.057756382079;6895.5917329415615;8026.581265694267;10324.748508230701;7365.428925508705;9131.41067047274;10185.227825701455;8875.477418458151;7262.035989668528
2021-03-21T12:00:00;6135.4141264046475;8232.348981868283;8004.766306487891;8771.668002517823;8277.346316924482;8748.953001648106;6543.66925587331;10093.248386452056;6842.839928666516;7965.177304972099;10245.76339229158;7016.233258621569;9061.55468028372;10107.310053657118;8807.579337226138;6917.742191436603
2021-03-21T13:00:00;5336.6920791058255;7455.4798438641155;7249.373658029643;7943.9044838691925;7496.2308768047715;7923.333048971264;5691.7996351407555;9140.770158073376;6197.095783393752;7213.520585778968;9278.892649530886;6102.844190305122;8206.435176852265;9153.50485586733;7976.42694285068;6017.174912359135
2021-03-21T14:00:00;5575.694291720626;7410.308692639462;7205.451259921308;7895.77407264551;7450.812823823281;7875.327275653678;5946.705237036881;9085.388194770241;6159.548910939161;7169.815413735542;9222.673831715394;6376.158303824429;8156.71414854126;9098.045735765183;7928.099485032597;6286.652352021548
2021-03-21T15:00:00;5003.072023964856;7794.823450998084;7579.3361363807;8305.479226037192;7837.429307880611;8283.971461745532;5335.9802474040025;9556.821436110964;6479.162783899732;7541.851175758092;9701.230710640675;5721.3286025391;8579.959265568845;9570.135766386751;8339.481977203055;5641.014887329087
2021-03-21T16:00:00;6175.964630344435;8719.152132256286;8478.111819985997;9290.362682151565;8766.810292857255;9266.304476078958;6586.91802123358;10690.092024032932;7247.47729792922;8436.181803688025;10851.625693377566;7062.60531901302;9597.391216792426;10704.985199220733;9328.397560323492;6963.463299451306
2021-03-21T17:00:00;6617.1049610833215;9030.497091936955;8780.849671410399;9622.104524800749;9079.857038200762;9597.187244234883;7057.412165607407;11071.815638866103;7506.271443607972;8737.422410995603;11239.11737980833;7567.07712751395;9940.096486307963;11087.240622073541;9661.497558838211;7460.853535126398
2021-03-21T18:00:00;6764.561339046182;9280.618342519749;9024.056338621847;9888.611760502132;9331.345430742907;9863.004336158712;7214.680403281111;11378.476096825601;7714.17561339786;8979.426256194738;11550.411660274289;7735.702801664679;10215.411271170562;11394.328311895335;9929.095878987924;7627.112109725317
2021-03-21T19:00:00;6595.293705176316;9260.086001053998;9004.09161220897;9866.734300855005;9310.700861205869;9841.183530105263;7034.14957211817;11353.302477142359;7697.108853191227;8959.560268902274;11524.857652176335;7542.1345798791535;10192.81080375647;11369.119620939819;9907.128852706981;7436.261120966976
2021-03-21T20:00:00;6618.640965020433;9065.962045377799;8815.334198850825;9659.892864191244;9115.515840128377;9634.877727418112;7059.050376416507;11115.2973455917;7535.750393055791;8771.736389046226;11283.256121068423;7568.83364495302;9979.133657295943;11130.782906451255;9699.440604232572;7462.58539527847
2021-03-21T21:00:00;6403.907614612023;8265.947358812238;8037.435858799876;8807.467481940395;8311.128339803277;8784.659775190112;6830.028505304178;10134.441582297364;6870.767354459187;7997.685284177952;10287.579041906409;7323.272506971022;9098.537263324966;10148.560638857061;8843.525380231324;7220.471346018799
2021-03-21T22:00:00;5577.537496445164;7082.537859786189;6886.7416273666;7546.530262278621;7121.250422850138;7526.98786265499;5948.671090007802;8683.525684190477;5887.1013570951;6852.682016593989;8814.73893880627;6378.266124751314;7795.928505094446;8695.623360147962;7577.425865493119;6288.730584204036
2021-03-21T23:00:00;5425.165905883541;5194.309075535792;5050.712787433001;5534.599518729956;5222.700737061819;5520.26718959422;5786.160577744978;6368.468077684288;4317.580027546975;5025.7335852250035;6464.699430452793;6204.019594795561;5717.507338176478;6377.340471911171;5557.258248601689;6116.930057118488
2021-03-22T00:00:00;4297.167612523244;3796.5351217668795;3691.580190666372;4045.2543643843396;3817.2866670795283;4034.778824683244;4583.1044187201005;4654.731240898607;3155.7313931940967;3673.3228214730307;4725.067007463111;4914.082358532641;4178.942204379285;4661.216098808808;4061.8156938165494;4845.100442184297
2021-03-22T01:00:00;4467.744835313863;4074.4587272327904;3961.8206187278006;4341.385347482734;4096.729379864956;4330.142950721304;4765.031979848125;4995.478698107244;3386.7452567693376;3942.226727229308;5070.963362076843;5109.148177897009;4484.859744247646;5002.4382770547945;4359.159041410327;5037.428005847589
2021-03-22T02:00:00;4597.544338178104;4124.452085849144;4010.431914663112;4394.653879353688;4146.995998022809;4383.2735390737125;4903.468440504466;5056.772915261935;3428.3004132941155;3990.5976073180113;5133.18377142748;5257.582101049691;4539.888698164794;5063.817887816204;4412.645655415361;5183.778273146926
2021-03-22T03:00:00;5022.551559945975;4450.066724205656;4327.044960557568;4741.600238250033;4474.390418919347;4729.321450053217;5356.755966547352;5455.991829624719;3698.9557090804938;4305.644786843118;5538.4351218033335;5743.604681284142;4898.3009638093845;5463.592984222747;4761.012417684998;5662.978263419099
2021-03-22T04:00:00;5530.837223817008;5519.661475655529;5367.070844647236;5881.266459594386;5549.831486349184;5866.036406119222;5898.863345666209;6767.36547559217;4588.017347360595;5340.527037161952;6869.624406068261;6324.8614157537195;6075.630951563126;6776.793603933935;5905.344448897976;6236.075549082436
2021-03-22T05:00:00;6660.265198960948;8304.159989116362;8074.592103781038;8848.183504459483;8349.549837167451;8825.270360010612;7103.444318589637;10181.292070536949;6902.530210115616;8034.65776631301;10335.137468979347;7616.433583363242;9140.598871711702;10195.476398052911;8884.408094731025;7509.517144853008
2021-03-22T06:00:00;7619.977452439475;8283.439057584585;8054.444000860483;8826.105099802442;8328.715646746763;8803.249129311918;8127.016556451343;10155.887230532044;6885.306691292846;8014.609309434139;10309.348746682701;8713.925112514276;9117.790818443407;10170.036164645224;8862.239300768411;8591.602528291925
2021-03-22T07:00:00;7803.47719210817;8109.4490134526695;7885.263898559306;8640.71659085682;8153.774587500031;8618.340700111761;8322.726508573915;9942.567224776578;6740.683811019117;7846.265917546482;10092.805348350554;8923.768645466855;8926.275577508068;9956.418966666375;8676.091808606156;8798.500361929704
2021-03-22T08:00:00;7616.24428089692;7967.36262580619;7747.105478532631;8489.321816065687;8010.911567472448;8467.337975320701;8123.034976830695;9768.362607600087;6622.579681948697;7708.790784662799;9915.96839545927;8709.65599525546;8769.877497954063;9781.97165187079;8524.077221433949;8587.393339188184
2021-03-22T09:00:00;7576.040895054015;7553.601802520847;7344.783042436444;8048.45462466003;7594.889161929172;8027.612448035635;8080.156427069884;9261.072310359295;6278.656083868632;7308.458106033925;9401.012639123084;8663.680886314365;8314.440497771344;9273.974610174395;8081.405113418596;8542.063610378653
2021-03-22T10:00:00;6992.517466248398;7242.45892586907;7042.241687470631;7716.928103936859;7282.045604183591;7696.944444210778;7457.804904827217;8879.596458857082;6020.029912339428;7007.413023376603;9013.772459875048;7996.385019397876;7971.957666155405;8891.967295830367;7748.521318360947;7884.134975086051
2021-03-22T11:00:00;6294.127220748761;6995.123362188165;6801.743697053832;7453.389051522665;7033.358124876321;7434.087849204125;6712.943240410798;8576.351384512824;5814.441243216846;6768.10445872723;8705.945171508743;7197.7316983639685;7699.709157302141;8588.299747852872;7483.903333283406;7096.692828909077
2021-03-22T12:00:00;6207.115607103045;6821.462221731358;6632.883405910122;7268.350993444616;6858.747767064835;7249.528963348388;6620.141807714181;8363.434630186008;5670.0917521307765;6600.079296313839;8489.811117974952;7098.228426870024;7508.55594895836;8375.086363102715;7298.107726739601;6998.586344414168
2021-03-22T13:00:00;5711.178126026617;6658.3259988779955;6474.257071805425;7094.52736312887;6694.719855181319;7076.155464514214;6091.204268879002;8163.421921575965;5534.490715049926;6442.237477077019;8286.77609798867;6531.092618718068;7328.987783544506;8174.795001670752;7123.572459986331;6439.411761170899
2021-03-22T14:00:00;5635.078859966829;6672.468856907623;6488.0089515765985;7109.596750434472;6708.940016897027;7091.1858283244355;6010.041299688891;8180.761733007886;5546.246450119436;6455.921344470534;8304.377924318125;6444.068305365277;7344.555184981595;8192.158970504572;7138.703541579862;6353.609060210002
2021-03-22T15:00:00;5563.861433616538;6980.980504158541;6787.99181728266;7438.319664217069;7019.137963160617;7419.057485393905;5934.085011541164;8559.011573080908;5802.685508147338;6754.420591333716;8688.343345179292;6362.626683812479;7684.1417558650555;8570.935779019053;7468.77225168988;6273.310683461694
2021-03-22T16:00:00;5835.808622139627;7413.817740600122;7208.863300512056;7899.513005941903;7454.341051948334;7879.056526655546;6224.127773137525;9089.690453183355;6162.465679111854;7173.210579470119;9227.04109982032;6673.615456435467;8160.576646358264;9102.353987979668;7931.853725575573;6579.93392048044
2021-03-22T17:00:00;5790.436229545489;7825.276238159715;7608.947058505961;8337.927041274555;7868.048547444868;8316.335250529648;6175.73626697889;9594.157990423602;6504.475552878277;7571.315651779116;9739.131442567992;6621.729262059087;8613.479418400062;9607.524337075209;8372.062634261745;6528.776083681114
2021-03-22T18:00:00;6028.78487418558;8295.937397238675;8066.596824844312;8839.422232770183;8341.282301286228;8816.531776400023;6429.9448119894305;10171.21078482072;6895.695480424042;8026.702029456317;10324.903849020364;6894.2959793527325;9131.548056922698;10185.381067335578;8875.610954269672;6797.516618766184
2021-03-22T19:00:00;6078.464772405742;8718.578619751921;8477.554162192166;9289.751597600283;8766.23364558123;9265.694973984528;6482.930448479577;10689.388870635037;7247.0005865710045;8435.626903890417;10850.91191491225;6951.108078258516;9596.759937077539;10704.281066206691;9327.783973983285;6853.531212223674
2021-03-22T20:00:00;6173.517063220042;8713.973968300415;8473.076805987597;9284.845285454274;8761.603825487742;9260.801367162596;6584.307591128358;10683.743350633946;7243.173137943724;8431.171691250669;10845.181087735218;7059.806371540678;9591.6914807957;10698.627681004982;9322.857575324928;6960.703642480489
2021-03-22T21:00:00;5720.3674713621385;8006.173259468889;7784.843195113994;8530.675018439193;8049.934336831836;8508.584089962707;6101.005080252902;9815.946276180706;6654.8396060929335;7746.341862626399;9964.271081665689;6541.601215047462;8812.597343758169;9829.621612856623;8565.599724411546;6449.772842041648
2021-03-22T22:00:00;4895.049393415613;6688.585136987895;6503.679698292587;7126.768842945503;6725.14438722423;7108.313452201199;5220.769708734487;8200.521053011702;5559.642520314924;6471.514588709656;8324.435819437738;5597.797907213806;7362.294781968044;8211.945818710554;7155.945936884116;5519.218266337447
2021-03-22T23:00:00;4324.735648529809;4573.405602370999;4446.974144608497;4873.019313589555;4598.4034571377315;4860.400204212118;4612.506852841802;5607.211115368197;3801.4766544541203;4424.980839693536;5691.9394211881245;4945.608147520821;5034.063185644453;5615.022944982799;4892.969524605312;4876.183684796546
2021-03-23T00:00:00;4332.517197182752;3856.7238305933324;3750.1049871134305;4109.386165950172;3877.804362384036;4098.744551344287;4620.8061916695115;4728.525438591541;3205.761062844843;3731.558173086032;4799.976279516761;4954.506839497847;4245.193438063355;4735.1131047761355;4126.210051898522;4884.9574605062435
2021-03-23T01:00:00;4582.914947633918;4098.223950368006;3984.928854036814;4366.707481882889;4120.624501733867;4355.399511241468;4887.865599169898;5024.615983296621;3406.4992319884987;3965.2206766331933;5100.540929031877;5240.85246970374;4511.018726259122;5031.616155598452;4384.584844992184;5167.283485652961
2021-03-23T02:00:00;4719.390395916769;4143.215753504109;4028.67686212117;4414.646795536109;4165.86222632507;4403.21468185245;5033.422227738239;5079.778057378665;3443.897027883755;4008.75232112965;5156.53653496894;5396.920757760533;4560.542341594222;5086.855080135213;4432.720422883606;5321.160949705212
2021-03-23T03:00:00;5058.265873432666;4470.398792486508;4346.8149503228515;4763.264304381942;4494.833620594913;4750.929415192603;5394.846737657931;5480.919904931165;3715.855999504407;4325.3170005928605;5563.7398752024355;5784.446252681216;4920.680985464927;5488.555788715038;4782.765176814611;5703.246517224789
2021-03-23T04:00:00;5589.13223582105;5551.856178162403;5398.375526997564;5915.570306825852;5582.202162423133;5900.251420540388;5961.037352173763;6806.837700329667;4614.778019957297;5371.676896614324;6909.693079674926;6391.525440969927;6111.068474659396;6816.3208204111415;5939.788736572396;6301.80377146194
2021-03-23T05:00:00;6668.213534532077;8351.272635057308;8120.402324128618;8898.382601925385;8396.919996913932;8875.339462526608;7111.9215424641125;10239.054397993212;6941.690879263615;8080.2414240336075;10393.772619670706;7625.52300670711;9192.456952347857;10253.319198573405;8934.812708022499;7518.478974519155
2021-03-23T06:00:00;7655.925677189331;8332.41577638997;8102.066761916793;8878.290389585432;8377.960068224971;8855.299280726416;8165.356803458712;10215.934999297064;6926.016803042809;8061.996543619652;10370.303873064733;8755.034176202882;9171.700731214763;10230.167590495497;8914.638237876828;8632.134519439693
2021-03-23T07:00:00;8005.210299065784;8128.960196031857;7904.235695947094;8661.505993285951;8173.392416580935;8639.076266566464;8537.883090133617;9966.488855470181;6756.9017701341145;7865.1438865217015;10117.088449158162;9154.46318461942;8947.752029515592;9980.373924391764;8696.966323147239;9025.956503709014
2021-03-23T08:00:00;8954.755579067662;8314.2205618864;8084.374552765034;8858.90316715215;8359.665400191767;8835.962263199921;9550.611836359098;10193.62680757271;6910.892694408701;8044.391834448293;10347.658591251953;10240.328137963714;9151.672798542482;10207.828319543134;8895.171643876627;10096.57852054714
2021-03-23T09:00:00;7838.663989296878;7618.832545768094;7408.210486637701;8117.958775247249;7660.476450995397;8096.9366115507755;8360.254662050216;9341.048280216435;6332.876760792309;7371.571858480985;9482.19709360705;8964.006968685706;8386.241626230832;9354.062000599963;8151.193814995965;8838.173835713045
2021-03-23T10:00:00;7154.262747590285;7320.431027909527;7118.058256548807;7800.008327341345;7360.443895250811;7779.809524116177;7630.312840395;8975.193935937006;6084.841379192889;7082.854628070659;9110.814471877415;8181.350956333104;8057.783530405381;8987.697956981154;7831.941673392563;8066.50443441711
