Zeit;Heizlast_Netz_kW;Gesamtwärmebedarf_Gebäude_kW;Vorlauftemperatur_Netz_°C;Rücklauftemperatur_Netz_°C;Massenstrom_Netzpumpe_kg_s;Delta_p_Netzpumpe_bar;Rücklaufdruck_Netzpumpe_bar;Vorlaufdruck_Netzpumpe_bar
2021-05-23 21:00:00;19.069364321899993;19.44703853020021;7.132000000000005;2.915638613837359;1.076834839975568;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-23 22:00:00;16.37576845520629;16.716490088142937;7.288000000000011;3.7223097856823983;1.093474826747114;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-23 23:00:00;11.489465339896112;11.795371327455497;7.420000000000016;4.776080133626863;1.034670914380678;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 00:00:00;5.784402460951749;6.110701479907535;7.480000000000018;4.699547127396045;0.49532890657814477;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 01:00:00;5.6057859245322925;5.952993711906593;7.5160000000000196;4.273066996305204;0.4115752415766085;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 02:00:00;5.603899641347547;5.970610001880151;7.52800000000002;3.844679789368115;0.3622443184595019;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 03:00:00;6.263611992850328;6.6650466811060936;7.5160000000000196;3.0403217722333125;0.33320898261223775;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 04:00:00;9.135313770492575;9.568802980344612;7.468000000000018;2.1593269065260756;0.4097209733886232;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 05:00:00;13.655405318506089;14.08169212253317;7.468000000000018;1.9672741609796276;0.5910650840900118;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 06:00:00;16.34372386074251;16.77140468391149;7.240000000000009;1.8978151431965102;0.7284215968360765;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 07:00:00;16.07623998433294;16.492347291868708;7.0120000000000005;2.4028956044174947;0.830459859059493;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 08:00:00;13.710207817224397;14.09109535398511;7.0;3.33678719118285;0.8911126284337518;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 09:00:00;12.922569233204294;13.300721161130978;7.0;3.4462889671710286;0.8657997709883158;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 10:00:00;12.545026144563431;12.928389630064384;7.0;3.387151861370512;0.8267468966835355;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 11:00:00;12.047110830304264;12.43133546370236;7.0;3.40260686260973;0.7973439688001038;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 12:00:00;11.907881521358796;12.29699057254608;7.0;3.3038931019173674;0.7670800559119604;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 13:00:00;10.560330616308372;10.937371837873247;7.0;3.6486864798932857;0.750262372460548;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 14:00:00;10.616972857616094;11.005327944947712;7.0;3.3874300897283547;0.6997375118464362;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 15:00:00;9.755166792072455;10.140564198958174;7.0;3.5634040751919542;0.6758603021235281;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 16:00:00;9.433442653864656;9.822732150756643;7.0;3.4843125775827275;0.6388673123805084;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 17:00:00;10.21887542222753;10.629780069979738;7.0;2.9892567856245478;0.6066370861141541;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 18:00:00;10.65489746646716;11.068062998913893;7.0;2.890136111091863;0.6172662690863024;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 19:00:00;11.051114867928156;11.467275258381388;7.0;2.8588784203244018;0.6353877265065231;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 20:00:00;12.26096568230539;12.684896926335407;7.0;2.5644660616513306;0.6581569623820487;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 21:00:00;12.190147395653701;12.598903355200106;7.0;2.8719798852435474;0.7031012364036053;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 22:00:00;10.481010810783802;10.866003800792063;7.0;3.5382241507872436;0.7208666514441804;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-24 23:00:00;7.835197828926231;8.19493786823839;7.0;4.301925527639696;0.6914276502418053;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 00:00:00;4.9036465075733995;5.254129770174502;7.048000000000002;4.660356391040068;0.48899043323477986;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 01:00:00;5.228801301239637;5.60258056410468;7.216000000000008;4.030482507439558;0.3908164666114189;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 02:00:00;4.836721957909842;5.211897390827683;7.240000000000009;3.9929562379367667;0.354661208950648;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 03:00:00;5.188510914767644;5.589183447641949;7.26400000000001;3.4009636860166665;0.3197898340068957;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 04:00:00;7.9413898924979724;8.38682149966798;7.312000000000012;2.1716364339128518;0.3678352888764058;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 05:00:00;12.732609975554759;13.17234318702863;7.1440000000000055;2.0228835056998946;0.5919751692971067;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 06:00:00;14.197100571482874;14.640559324980574;7.0;2.0232846824184776;0.6792154714752546;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 07:00:00;13.82357861926203;14.234783210837598;7.0;2.7256636977479047;0.7700208897805432;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 08:00:00;11.194108099466824;11.570074888810721;7.0;3.6617439049203995;0.7984000499946166;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 09:00:00;11.506612131442882;11.89768998592711;7.0;3.298206800017738;0.7400925462607083;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 10:00:00;11.123366853417402;11.515052073417284;7.0;3.3318014644416394;0.7219949121379718;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 11:00:00;10.69735588740359;11.088385525799875;7.0;3.372397467162102;0.702113716688892;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 12:00:00;10.556006094855249;10.95054203472096;7.0;3.299567574409707;0.6792002921357003;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 13:00:00;9.328081231634435;9.709480933756657;7.0;3.6632330740225143;0.6656058906982549;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 14:00:00;9.256517954065547;9.64675535685697;7.0;3.455456510538909;0.6217818606991239;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 15:00:00;8.4598540442236;8.846626332747372;7.0;3.6252145018646047;0.5968530337774878;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 16:00:00;8.101189913679598;8.490841190411686;7.0;3.5653445693873778;0.5615860980291245;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 17:00:00;8.705801249649165;9.116826706157823;7.0;3.0793693756449443;0.5286929629301707;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 18:00:00;9.202422350748963;9.621433510827728;7.0;2.888758268757954;0.5329418905252687;1.202602605451549;2.499999999999999;3.702602605451548
2021-05-25 19:00:00;9.667323156894728;10.091189880225185;7.0;2.8176208151290894;0.5503431197990487;1.202602605451549;2.499999999999999;3.702602605451548
