time_steps;Last_L;Biomassekessel_1;Biomassekessel_2;Gaskessel_1;el_Leistungsbedarf_L;el_Leistung_L;el_Leistung_ges_L
2021-01-03 01:00:00;1557.717200638955;50.0;50.0;1457.717200638955;0.0;0.0;0.0
2021-01-03 02:00:00;1783.7510107258058;50.0;50.0;1683.7510107258058;0.0;0.0;0.0
2021-01-03 03:00:00;1922.1350541753227;50.0;50.0;1822.1350541753227;0.0;0.0;0.0
2021-01-03 04:00:00;2310.759094501084;50.0;50.0;2210.759094501084;0.0;0.0;0.0
2021-01-03 05:00:00;3283.5052063232106;50.0;50.0;3183.5052063232106;0.0;0.0;0.0
2021-01-03 06:00:00;3289.873955967279;50.0;50.0;3189.873955967279;0.0;0.0;0.0
2021-01-03 07:00:00;3270.504011257852;50.0;50.0;3170.504011257852;0.0;0.0;0.0
2021-01-03 08:00:00;3163.3458816026045;50.0;50.0;3063.3458816026045;0.0;0.0;0.0
2021-01-03 09:00:00;3088.965487656189;50.0;50.0;2988.965487656189;0.0;0.0;0.0
2021-01-03 10:00:00;3015.5453126768048;50.0;50.0;2915.5453126768048;0.0;0.0;0.0
2021-01-03 11:00:00;2895.205445330341;50.0;50.0;2795.205445330341;0.0;0.0;0.0
2021-01-03 12:00:00;2869.5006685794456;50.0;50.0;2769.5006685794456;0.0;0.0;0.0
2021-01-03 13:00:00;2906.099252317632;50.0;50.0;2806.099252317632;0.0;0.0;0.0
2021-01-03 14:00:00;2937.924852995539;50.0;50.0;2837.924852995539;0.0;0.0;0.0
2021-01-03 15:00:00;2967.604134715901;50.0;50.0;2867.604134715901;0.0;0.0;0.0
2021-01-03 16:00:00;3039.9337056421864;50.0;50.0;2939.9337056421864;0.0;0.0;0.0
2021-01-03 17:00:00;3109.098823346071;50.0;50.0;3009.098823346071;0.0;0.0;0.0
2021-01-03 18:00:00;3172.9701457759625;50.0;50.0;3072.9701457759625;0.0;0.0;0.0
2021-01-03 19:00:00;3127.449019433576;50.0;50.0;3027.449019433576;0.0;0.0;0.0
2021-01-03 20:00:00;3019.247137770214;50.0;50.0;2919.247137770214;0.0;0.0;0.0
2021-01-03 21:00:00;2740.7530365782304;50.0;50.0;2640.7530365782304;0.0;0.0;0.0
2021-01-03 22:00:00;2311.1825479841323;50.0;50.0;2211.1825479841323;0.0;0.0;0.0
2021-01-03 23:00:00;1654.1192938303404;50.0;50.0;1554.1192938303404;0.0;0.0;0.0
2021-01-04 00:00:00;1711.7495176310952;50.0;50.0;1611.7495176310952;0.0;0.0;0.0
2021-01-04 01:00:00;1804.2699353877808;50.0;50.0;1704.2699353877808;0.0;0.0;0.0
2021-01-04 02:00:00;1864.638493725459;50.0;50.0;1764.638493725459;0.0;0.0;0.0
2021-01-04 03:00:00;2076.549413826804;50.0;50.0;1976.549413826804;0.0;0.0;0.0
2021-01-04 04:00:00;2525.456211243413;50.0;50.0;2425.456211243413;0.0;0.0;0.0
2021-01-04 05:00:00;3394.451388165029;50.0;50.0;3294.451388165029;0.0;0.0;0.0
2021-01-04 06:00:00;3776.3935241752;50.0;50.0;3676.3935241752;0.0;0.0;0.0
2021-01-04 07:00:00;3517.6801470094083;50.0;50.0;3417.6801470094083;0.0;0.0;0.0
2021-01-04 08:00:00;3652.5042417119375;50.0;50.0;3552.5042417119375;0.0;0.0;0.0
2021-01-04 09:00:00;3594.743034748421;50.0;50.0;3494.743034748421;0.0;0.0;0.0
2021-01-04 10:00:00;3518.4100029173014;50.0;50.0;3418.4100029173014;0.0;0.0;0.0
2021-01-04 11:00:00;3308.165526906497;50.0;50.0;3208.165526906497;0.0;0.0;0.0
2021-01-04 12:00:00;3296.252989549212;50.0;50.0;3196.252989549212;0.0;0.0;0.0
2021-01-04 13:00:00;3208.102225774777;50.0;50.0;3108.102225774777;0.0;0.0;0.0
2021-01-04 14:00:00;3205.238480674067;50.0;50.0;3105.238480674067;0.0;0.0;0.0
2021-01-04 15:00:00;3200.9584568852847;50.0;50.0;3100.9584568852847;0.0;0.0;0.0
2021-01-04 16:00:00;3397.041057761425;50.0;50.0;3297.041057761425;0.0;0.0;0.0
2021-01-04 17:00:00;3461.0834000019395;50.0;50.0;3361.0834000019395;0.0;0.0;0.0
2021-01-04 18:00:00;3576.106403233063;50.0;50.0;3476.106403233063;0.0;0.0;0.0
2021-01-04 19:00:00;3369.9898556525554;50.0;50.0;3269.9898556525554;0.0;0.0;0.0
2021-01-04 20:00:00;3311.1465369067123;50.0;50.0;3211.1465369067123;0.0;0.0;0.0
2021-01-04 21:00:00;3126.534183883918;50.0;50.0;3026.534183883918;0.0;0.0;0.0
2021-01-04 22:00:00;3013.979795776214;50.0;50.0;2913.979795776214;0.0;0.0;0.0
2021-01-04 23:00:00;2271.3733990671576;50.0;50.0;2171.3733990671576;0.0;0.0;0.0
2021-01-05 00:00:00;2161.4875147897524;50.0;50.0;2061.4875147897524;0.0;0.0;0.0
2021-01-05 01:00:00;2140.891955786468;50.0;50.0;2040.8919557864679;0.0;0.0;0.0
2021-01-05 02:00:00;2113.951268344149;50.0;50.0;2013.951268344149;0.0;0.0;0.0
2021-01-05 03:00:00;2190.6120437945983;50.0;50.0;2090.6120437945983;0.0;0.0;0.0
2021-01-05 04:00:00;2605.376792359932;50.0;50.0;2505.376792359932;0.0;0.0;0.0
2021-01-05 05:00:00;4096.098625814826;50.0;50.0;3996.098625814826;0.0;0.0;0.0
2021-01-05 06:00:00;3894.603100307314;50.0;50.0;3794.603100307314;0.0;0.0;0.0
2021-01-05 07:00:00;3443.434895583682;50.0;50.0;3343.434895583682;0.0;0.0;0.0
2021-01-05 08:00:00;3426.647712476313;50.0;50.0;3326.647712476313;0.0;0.0;0.0
2021-01-05 09:00:00;3338.724285878077;50.0;50.0;3238.724285878077;0.0;0.0;0.0
2021-01-05 10:00:00;3152.904077849428;50.0;50.0;3052.904077849428;0.0;0.0;0.0
2021-01-05 11:00:00;3435.425595973689;50.0;50.0;3335.425595973689;0.0;0.0;0.0
2021-01-05 12:00:00;3413.757052649997;50.0;50.0;3313.757052649997;0.0;0.0;0.0
2021-01-05 13:00:00;3316.346280146034;50.0;50.0;3216.346280146034;0.0;0.0;0.0
2021-01-05 14:00:00;3322.4922776675285;50.0;50.0;3222.4922776675285;0.0;0.0;0.0
2021-01-05 15:00:00;3321.16190506876;50.0;50.0;3221.16190506876;0.0;0.0;0.0
2021-01-05 16:00:00;3246.7122449085373;50.0;50.0;3146.7122449085373;0.0;0.0;0.0
2021-01-05 17:00:00;3418.2955069386376;50.0;50.0;3318.2955069386376;0.0;0.0;0.0
2021-01-05 18:00:00;3388.3650726430383;50.0;50.0;3288.3650726430383;0.0;0.0;0.0
2021-01-05 19:00:00;3475.2820266698814;50.0;50.0;3375.2820266698814;0.0;0.0;0.0
2021-01-05 20:00:00;3415.2622003146967;50.0;50.0;3315.2622003146967;0.0;0.0;0.0
2021-01-05 21:00:00;3220.503089927518;50.0;50.0;3120.503089927518;0.0;0.0;0.0
2021-01-05 22:00:00;3105.3524229374416;50.0;50.0;3005.3524229374416;0.0;0.0;0.0
2021-01-05 23:00:00;2322.9738966525083;50.0;50.0;2222.9738966525083;0.0;0.0;0.0
2021-01-06 00:00:00;2144.736403383331;50.0;50.0;2044.736403383331;0.0;0.0;0.0
2021-01-06 01:00:00;2122.398246872698;50.0;50.0;2022.398246872698;0.0;0.0;0.0
2021-01-06 02:00:00;2111.089724804588;50.0;50.0;2011.089724804588;0.0;0.0;0.0
2021-01-06 03:00:00;2188.757927969504;50.0;50.0;2088.757927969504;0.0;0.0;0.0
2021-01-06 04:00:00;2613.108470285837;50.0;50.0;2513.108470285837;0.0;0.0;0.0
2021-01-06 05:00:00;4115.028952550856;50.0;50.0;4015.028952550856;0.0;0.0;0.0
2021-01-06 06:00:00;3905.8353223998233;50.0;50.0;3805.8353223998233;0.0;0.0;0.0
2021-01-06 07:00:00;3456.3118296623065;50.0;50.0;3356.3118296623065;0.0;0.0;0.0
2021-01-06 08:00:00;3440.902305462468;50.0;50.0;3340.902305462468;0.0;0.0;0.0
2021-01-06 09:00:00;3352.2758090627085;50.0;50.0;3252.2758090627085;0.0;0.0;0.0
2021-01-06 10:00:00;3166.90459573416;50.0;50.0;3066.90459573416;0.0;0.0;0.0
2021-01-06 11:00:00;3445.1604888818224;50.0;50.0;3345.1604888818224;0.0;0.0;0.0
2021-01-06 12:00:00;3453.8170714871453;50.0;50.0;3353.8170714871453;0.0;0.0;0.0
2021-01-06 13:00:00;3341.808816369539;50.0;50.0;3241.808816369539;0.0;0.0;0.0
2021-01-06 14:00:00;3345.0542511734475;50.0;50.0;3245.0542511734475;0.0;0.0;0.0
2021-01-06 15:00:00;3327.6410416773606;50.0;50.0;3227.6410416773606;0.0;0.0;0.0
2021-01-06 16:00:00;3260.3120625541164;50.0;50.0;3160.3120625541164;0.0;0.0;0.0
2021-01-06 17:00:00;3428.425793695252;50.0;50.0;3328.425793695252;0.0;0.0;0.0
2021-01-06 18:00:00;3400.2782438944587;50.0;50.0;3300.2782438944587;0.0;0.0;0.0
2021-01-06 19:00:00;3491.3902474549845;50.0;50.0;3391.3902474549845;0.0;0.0;0.0
2021-01-06 20:00:00;3431.543394077576;50.0;50.0;3331.543394077576;0.0;0.0;0.0
2021-01-06 21:00:00;3235.0667285256377;50.0;50.0;3135.0667285256377;0.0;0.0;0.0
2021-01-06 22:00:00;3118.9390694112685;50.0;50.0;3018.9390694112685;0.0;0.0;0.0
2021-01-06 23:00:00;2346.927134209911;50.0;50.0;2246.927134209911;0.0;0.0;0.0
2021-01-07 00:00:00;2107.5612551930026;50.0;50.0;2007.5612551930026;0.0;0.0;0.0
2021-01-07 01:00:00;1785.1512824745428;50.0;50.0;1685.1512824745428;0.0;0.0;0.0
2021-01-07 02:00:00;1862.3437492614169;50.0;50.0;1762.3437492614169;0.0;0.0;0.0
2021-01-07 03:00:00;2083.43318187124;50.0;50.0;1983.4331818712399;0.0;0.0;0.0
2021-01-07 04:00:00;2534.057844750423;50.0;50.0;2434.057844750423;0.0;0.0;0.0
2021-01-07 05:00:00;3388.121617043835;50.0;50.0;3288.121617043835;0.0;0.0;0.0
2021-01-07 06:00:00;3482.8356268920284;50.0;50.0;3382.8356268920284;0.0;0.0;0.0
2021-01-07 07:00:00;3533.3348693510334;50.0;50.0;3433.3348693510334;0.0;0.0;0.0
2021-01-07 08:00:00;3335.420027415202;50.0;50.0;3235.420027415202;0.0;0.0;0.0
2021-01-07 09:00:00;3630.787531707432;50.0;50.0;3530.787531707432;0.0;0.0;0.0
2021-01-07 10:00:00;3584.3065992421757;50.0;50.0;3484.3065992421757;0.0;0.0;0.0
2021-01-07 11:00:00;3337.867162301833;50.0;50.0;3237.867162301833;0.0;0.0;0.0
2021-01-07 12:00:00;3333.0045290699804;50.0;50.0;3233.0045290699804;0.0;0.0;0.0
2021-01-07 13:00:00;3236.877750929987;50.0;50.0;3136.877750929987;0.0;0.0;0.0
2021-01-07 14:00:00;3241.144938126956;50.0;50.0;3141.144938126956;0.0;0.0;0.0
2021-01-07 15:00:00;3229.80165451442;50.0;50.0;3129.80165451442;0.0;0.0;0.0
2021-01-07 16:00:00;3428.367651805927;50.0;50.0;3328.367651805927;0.0;0.0;0.0
2021-01-07 17:00:00;3475.871096838501;50.0;50.0;3375.871096838501;0.0;0.0;0.0
2021-01-07 18:00:00;3588.18184045859;50.0;50.0;3488.18184045859;0.0;0.0;0.0
2021-01-07 19:00:00;3472.587253543239;50.0;50.0;3372.587253543239;0.0;0.0;0.0
2021-01-07 20:00:00;3320.599495646416;50.0;50.0;3220.599495646416;0.0;0.0;0.0
2021-01-07 21:00:00;2974.610179449066;50.0;50.0;2874.610179449066;0.0;0.0;0.0
2021-01-07 22:00:00;2451.148095790361;50.0;50.0;2351.148095790361;0.0;0.0;0.0
2021-01-07 23:00:00;1773.5739583985446;50.0;50.0;1673.5739583985446;0.0;0.0;0.0
2021-01-08 00:00:00;1637.342666246771;50.0;50.0;1537.342666246771;0.0;0.0;0.0
2021-01-08 01:00:00;1763.535689752834;50.0;50.0;1663.535689752834;0.0;0.0;0.0
2021-01-08 02:00:00;1838.279630441208;50.0;50.0;1738.279630441208;0.0;0.0;0.0
2021-01-08 03:00:00;2045.87182483106;50.0;50.0;1945.87182483106;0.0;0.0;0.0
2021-01-08 04:00:00;2489.804176916806;50.0;50.0;2389.804176916806;0.0;0.0;0.0
2021-01-08 05:00:00;3334.3590433316444;50.0;50.0;3234.3590433316444;0.0;0.0;0.0
2021-01-08 06:00:00;3424.5967245088696;50.0;50.0;3324.5967245088696;0.0;0.0;0.0
2021-01-08 07:00:00;3460.180832810925;50.0;50.0;3360.180832810925;0.0;0.0;0.0
2021-01-08 08:00:00;3593.631078695778;50.0;50.0;3493.631078695778;0.0;0.0;0.0
2021-01-08 09:00:00;3570.816316781772;50.0;50.0;3470.816316781772;0.0;0.0;0.0
2021-01-08 10:00:00;3494.6438613395303;50.0;50.0;3394.6438613395303;0.0;0.0;0.0
2021-01-08 11:00:00;3244.4354455444845;50.0;50.0;3144.4354455444845;0.0;0.0;0.0
2021-01-08 12:00:00;3236.675048902983;50.0;50.0;3136.675048902983;0.0;0.0;0.0
2021-01-08 13:00:00;3138.7556981618727;50.0;50.0;3038.7556981618727;0.0;0.0;0.0
2021-01-08 14:00:00;3139.4095366200704;50.0;50.0;3039.4095366200704;0.0;0.0;0.0
2021-01-08 15:00:00;3152.854671315793;50.0;50.0;3052.854671315793;0.0;0.0;0.0
2021-01-08 16:00:00;3337.359169632064;50.0;50.0;3237.359169632064;0.0;0.0;0.0
2021-01-08 17:00:00;3390.00337058817;50.0;50.0;3290.00337058817;0.0;0.0;0.0
2021-01-08 18:00:00;3469.252844317631;50.0;50.0;3369.252844317631;0.0;0.0;0.0
2021-01-08 19:00:00;3389.8041327678643;50.0;50.0;3289.8041327678643;0.0;0.0;0.0
2021-01-08 20:00:00;3262.11112270462;50.0;50.0;3162.11112270462;0.0;0.0;0.0
2021-01-08 21:00:00;2939.068098441314;50.0;50.0;2839.068098441314;0.0;0.0;0.0
2021-01-08 22:00:00;2495.7582231092942;50.0;50.0;2395.7582231092942;0.0;0.0;0.0
2021-01-08 23:00:00;1800.9195763475768;50.0;50.0;1700.9195763475768;0.0;0.0;0.0
2021-01-09 00:00:00;1640.3781436471345;50.0;50.0;1540.3781436471345;0.0;0.0;0.0
2021-01-09 01:00:00;1731.554644390094;50.0;50.0;1631.554644390094;0.0;0.0;0.0
2021-01-09 02:00:00;1775.2139101121222;50.0;50.0;1675.2139101121222;0.0;0.0;0.0
2021-01-09 03:00:00;1959.5290471918272;50.0;50.0;1859.5290471918272;0.0;0.0;0.0
2021-01-09 04:00:00;2375.003730878336;50.0;50.0;2275.003730878336;0.0;0.0;0.0
2021-01-09 05:00:00;3206.242763614635;50.0;50.0;3106.242763614635;0.0;0.0;0.0
2021-01-09 06:00:00;3299.1899975901924;50.0;50.0;3199.1899975901924;0.0;0.0;0.0
2021-01-09 07:00:00;3275.687847755645;50.0;50.0;3175.687847755645;0.0;0.0;0.0
2021-01-09 08:00:00;3371.047440795535;50.0;50.0;3271.047440795535;0.0;0.0;0.0
2021-01-09 09:00:00;3325.404642407548;50.0;50.0;3225.404642407548;0.0;0.0;0.0
2021-01-09 10:00:00;3240.183516134451;50.0;50.0;3140.183516134451;0.0;0.0;0.0
2021-01-09 11:00:00;3078.943068561429;50.0;50.0;2978.943068561429;0.0;0.0;0.0
2021-01-09 12:00:00;3075.793652485292;50.0;50.0;2975.793652485292;0.0;0.0;0.0
2021-01-09 13:00:00;2986.462925320879;50.0;50.0;2886.462925320879;0.0;0.0;0.0
2021-01-09 14:00:00;2969.1273870856658;50.0;50.0;2869.1273870856658;0.0;0.0;0.0
2021-01-09 15:00:00;2984.951259741907;50.0;50.0;2884.951259741907;0.0;0.0;0.0
2021-01-09 16:00:00;3187.7867877677204;50.0;50.0;3087.7867877677204;0.0;0.0;0.0
2021-01-09 17:00:00;3299.7102960020425;50.0;50.0;3199.7102960020425;0.0;0.0;0.0
2021-01-09 18:00:00;3383.6939198812875;50.0;50.0;3283.6939198812875;0.0;0.0;0.0
2021-01-09 19:00:00;3381.664558634007;50.0;50.0;3281.664558634007;0.0;0.0;0.0
2021-01-09 20:00:00;3315.6311824215463;50.0;50.0;3215.6311824215463;0.0;0.0;0.0
2021-01-09 21:00:00;3052.446477653211;50.0;50.0;2952.446477653211;0.0;0.0;0.0
2021-01-09 22:00:00;2576.5975692887905;50.0;50.0;2476.5975692887905;0.0;0.0;0.0
2021-01-09 23:00:00;1899.320465195873;50.0;50.0;1799.320465195873;0.0;0.0;0.0
2021-01-10 00:00:00;1247.8846823613255;50.0;50.0;1147.8846823613255;0.0;0.0;0.0
2021-01-10 01:00:00;1371.6902299491744;50.0;50.0;1271.6902299491744;0.0;0.0;0.0
2021-01-10 02:00:00;1409.6515755208109;50.0;50.0;1309.6515755208109;0.0;0.0;0.0
2021-01-10 03:00:00;1539.9636765802995;50.0;50.0;1439.9636765802995;0.0;0.0;0.0
2021-01-10 04:00:00;1907.851476096664;50.0;50.0;1807.851476096664;0.0;0.0;0.0
2021-01-10 05:00:00;2861.8812697587477;50.0;50.0;2761.8812697587477;0.0;0.0;0.0
2021-01-10 06:00:00;3075.501610566043;50.0;50.0;2975.501610566043;0.0;0.0;0.0
2021-01-10 07:00:00;2962.415981882144;50.0;50.0;2862.415981882144;0.0;0.0;0.0
2021-01-10 08:00:00;2847.5581419801965;50.0;50.0;2747.5581419801965;0.0;0.0;0.0
2021-01-10 09:00:00;2690.160120050538;50.0;50.0;2590.160120050538;0.0;0.0;0.0
2021-01-10 10:00:00;2618.6887385940886;50.0;50.0;2518.6887385940886;0.0;0.0;0.0
2021-01-10 11:00:00;2527.919776623069;50.0;50.0;2427.919776623069;0.0;0.0;0.0
2021-01-10 12:00:00;2503.771383417446;50.0;50.0;2403.771383417446;0.0;0.0;0.0
2021-01-10 13:00:00;2504.437111361475;50.0;50.0;2404.437111361475;0.0;0.0;0.0
2021-01-10 14:00:00;2516.5603767990374;50.0;50.0;2416.5603767990374;0.0;0.0;0.0
2021-01-10 15:00:00;2540.2241559174795;50.0;50.0;2440.2241559174795;0.0;0.0;0.0
2021-01-10 16:00:00;2651.3949428453247;50.0;50.0;2551.3949428453247;0.0;0.0;0.0
2021-01-10 17:00:00;2750.1759451881057;50.0;50.0;2650.1759451881057;0.0;0.0;0.0
2021-01-10 18:00:00;2817.083825243362;50.0;50.0;2717.083825243362;0.0;0.0;0.0
2021-01-10 19:00:00;2814.45937123065;50.0;50.0;2714.45937123065;0.0;0.0;0.0
2021-01-10 20:00:00;2766.483632820112;50.0;50.0;2666.483632820112;0.0;0.0;0.0
2021-01-10 21:00:00;2525.655764034478;50.0;50.0;2425.655764034478;0.0;0.0;0.0
2021-01-10 22:00:00;2163.1947933267443;50.0;50.0;2063.1947933267443;0.0;0.0;0.0
2021-01-10 23:00:00;1598.95023871573;50.0;50.0;1498.95023871573;0.0;0.0;0.0
2021-01-11 00:00:00;1352.756395119666;50.0;50.0;1252.756395119666;0.0;0.0;0.0
2021-01-11 01:00:00;1463.177082138553;50.0;50.0;1363.177082138553;0.0;0.0;0.0
2021-01-11 02:00:00;1482.8206969157636;50.0;50.0;1382.8206969157636;0.0;0.0;0.0
2021-01-11 03:00:00;1592.4251029863246;50.0;50.0;1492.4251029863246;0.0;0.0;0.0
2021-01-11 04:00:00;1984.1251696368276;50.0;50.0;1884.1251696368276;0.0;0.0;0.0
2021-01-11 05:00:00;2979.811360048773;50.0;50.0;2879.811360048773;0.0;0.0;0.0
2021-01-11 06:00:00;2978.0662402772323;50.0;50.0;2878.0662402772323;0.0;0.0;0.0
2021-01-11 07:00:00;2935.996167809146;50.0;50.0;2835.996167809146;0.0;0.0;0.0
2021-01-11 08:00:00;2864.190188873334;50.0;50.0;2764.190188873334;0.0;0.0;0.0
2021-01-11 09:00:00;2799.939488701468;50.0;50.0;2699.939488701468;0.0;0.0;0.0
2021-01-11 10:00:00;2730.444195233642;50.0;50.0;2630.444195233642;0.0;0.0;0.0
2021-01-11 11:00:00;2628.369016926425;50.0;50.0;2528.369016926425;0.0;0.0;0.0
2021-01-11 12:00:00;2607.871445314886;50.0;50.0;2507.871445314886;0.0;0.0;0.0
2021-01-11 13:00:00;2620.963860892269;50.0;50.0;2520.963860892269;0.0;0.0;0.0
2021-01-11 14:00:00;2638.145593095965;50.0;50.0;2538.145593095965;0.0;0.0;0.0
2021-01-11 15:00:00;2664.3371751936443;50.0;50.0;2564.3371751936443;0.0;0.0;0.0
2021-01-11 16:00:00;2774.6619664193686;50.0;50.0;2674.6619664193686;0.0;0.0;0.0
2021-01-11 17:00:00;2875.154555533644;50.0;50.0;2775.154555533644;0.0;0.0;0.0
2021-01-11 18:00:00;2947.647214318824;50.0;50.0;2847.647214318824;0.0;0.0;0.0
2021-01-11 19:00:00;2954.462421492813;50.0;50.0;2854.462421492813;0.0;0.0;0.0
2021-01-11 20:00:00;2898.9886250406767;50.0;50.0;2798.9886250406767;0.0;0.0;0.0
2021-01-11 21:00:00;2653.439753729136;50.0;50.0;2553.439753729136;0.0;0.0;0.0
2021-01-11 22:00:00;2260.589743057208;50.0;50.0;2160.589743057208;0.0;0.0;0.0
2021-01-11 23:00:00;1669.9857404741467;50.0;50.0;1569.9857404741467;0.0;0.0;0.0
2021-01-12 00:00:00;1396.214220399919;50.0;50.0;1296.214220399919;0.0;0.0;0.0
2021-01-12 01:00:00;1515.726083151005;50.0;50.0;1415.726083151005;0.0;0.0;0.0
2021-01-12 02:00:00;1532.420349858893;50.0;50.0;1432.420349858893;0.0;0.0;0.0
2021-01-12 03:00:00;1645.9518322960423;50.0;50.0;1545.9518322960423;0.0;0.0;0.0
2021-01-12 04:00:00;2061.96473465956;50.0;50.0;1961.9647346595598;0.0;0.0;0.0
2021-01-12 05:00:00;3107.24318128026;50.0;50.0;3007.24318128026;0.0;0.0;0.0
2021-01-12 06:00:00;3106.551330939968;50.0;50.0;3006.551330939968;0.0;0.0;0.0
2021-01-12 07:00:00;3068.8499191243254;50.0;50.0;2968.8499191243254;0.0;0.0;0.0
2021-01-12 08:00:00;2986.854685858616;50.0;50.0;2886.854685858616;0.0;0.0;0.0
2021-01-12 09:00:00;2919.465869108406;50.0;50.0;2819.465869108406;0.0;0.0;0.0
2021-01-12 10:00:00;2847.6678811021143;50.0;50.0;2747.6678811021143;0.0;0.0;0.0
2021-01-12 11:00:00;2736.173952489625;50.0;50.0;2636.173952489625;0.0;0.0;0.0
2021-01-12 12:00:00;2711.911224467324;50.0;50.0;2611.911224467324;0.0;0.0;0.0
