DAKTEXNET;;;;;;;;
VERV1.0.0;;;;;;;;
FMTDELI;;;;;;;;
ZWEDatenexport aus STANET;;;;;;;;
NUTJonas Pfeiffer;;;;;;;;
QUESTANET 10.2.29 64-Bit Jun 26 2022;;;;;;;;
MEDF;;;;;;;;
DAT08.11.2022;;;;;;;;
ZEI07:06:07;;;;;;;;
TTR;;;;;;;;
DTR.;;;;;;;;
NEBPrototyp;;;;;;;;
NENHochschulcampus Görlitz;;;;;;;;
;;;;;;;;
REM Feldbeschreibungen Messdaten;;;;;;;;
FEL;ME2;ME2;MESSPUNKT;C;24;0;Messstelle;
FEL;ME2;ME2;VALUE;N;14;4;Messwert;
FEL;ME2;ME2;TIME;C;19;0;Datum/Zeit;MESZ
FEL;ME2;ME2;ISACTIVE;N;1;0;Aktiv f.Berechnung;
FEL;ME2;ME2;!RECCOUNT;N;8;0;Anzahl Sätze*;
FEL;ME2;ME2;!DELETED;C;1;0;Gelöscht*;*
FEL;ME2;ME2;!RECNO;N;8;0;Satz No*;
;;;;;;;;
REM Messdatendaten;;;;;;;;
REM;Messstelle;Messwert;Datum/Zeit;Aktiv f.Berechnung;Anzahl Sätze*;Gelöscht*;Satz No*;
REM;;;MESZ;;;*;;
REM FLDNAM ME2;MESSPUNKT;VALUE;TIME;ISACTIVE;!RECCOUNT;!DELETED;!RECNO;
ME2;NETWORK_PARAMS;-3.1;5.1.21 6:00;0;8764;;103;
ME2;NETWORK_PARAMS;-3.4;5.1.21 7:00;0;8764;;104;
ME2;NETWORK_PARAMS;-3.4;5.1.21 8:00;0;8764;;105;
ME2;NETWORK_PARAMS;-3.1;5.1.21 9:00;0;8764;;106;
ME2;NETWORK_PARAMS;-2.9;5.1.21 10:00;0;8764;;107;
ME2;NETWORK_PARAMS;-2.1;5.1.21 11:00;0;8764;;108;
ME2;NETWORK_PARAMS;-2.5;5.1.21 12:00;0;8764;;109;
ME2;NETWORK_PARAMS;-2.7;5.1.21 13:00;0;8764;;110;
ME2;NETWORK_PARAMS;-2.4;5.1.21 14:00;0;8764;;111;
ME2;NETWORK_PARAMS;-2.3;5.1.21 15:00;0;8764;;112;
ME2;NETWORK_PARAMS;-2.3;5.1.21 16:00;0;8764;;113;
ME2;NETWORK_PARAMS;-2.5;5.1.21 17:00;0;8764;;114;
ME2;NETWORK_PARAMS;-2.4;5.1.21 18:00;0;8764;;115;
ME2;NETWORK_PARAMS;-2.2;5.1.21 19:00;0;8764;;116;
ME2;NETWORK_PARAMS;-2.1;5.1.21 20:00;0;8764;;117;
ME2;NETWORK_PARAMS;-2;5.1.21 21:00;0;8764;;118;
ME2;NETWORK_PARAMS;-2.2;5.1.21 22:00;0;8764;;119;
ME2;NETWORK_PARAMS;-2.3;5.1.21 23:00;0;8764;;120;
ME2;NETWORK_PARAMS;-1.9;6.1.21 0:00;0;8764;;121;
ME2;NETWORK_PARAMS;-2.1;6.1.21 1:00;0;8764;;122;
ME2;NETWORK_PARAMS;-1.7;6.1.21 2:00;0;8764;;123;
ME2;NETWORK_PARAMS;-1.2;6.1.21 3:00;0;8764;;124;
ME2;NETWORK_PARAMS;-1.1;6.1.21 4:00;0;8764;;125;
ME2;NETWORK_PARAMS;-0.9;6.1.21 5:00;0;8764;;126;
ME2;NETWORK_PARAMS;-1.2;6.1.21 6:00;0;8764;;127;
ME2;NETWORK_PARAMS;-1.4;6.1.21 7:00;0;8764;;128;
ME2;NETWORK_PARAMS;-1.5;6.1.21 8:00;0;8764;;129;
ME2;NETWORK_PARAMS;-1.3;6.1.21 9:00;0;8764;;130;
ME2;NETWORK_PARAMS;-1;6.1.21 10:00;0;8764;;131;
ME2;NETWORK_PARAMS;-1;6.1.21 11:00;0;8764;;132;
ME2;NETWORK_PARAMS;-1.4;6.1.21 12:00;0;8764;;133;
ME2;NETWORK_PARAMS;-1.3;6.1.21 13:00;0;8764;;134;
ME2;NETWORK_PARAMS;-0.9;6.1.21 14:00;0;8764;;135;
ME2;NETWORK_PARAMS;0.3;6.1.21 15:00;0;8764;;136;
ME2;NETWORK_PARAMS;1.1;6.1.21 16:00;0;8764;;137;
ME2;NETWORK_PARAMS;2.6;6.1.21 17:00;0;8764;;138;
ME2;NETWORK_PARAMS;2;6.1.21 18:00;0;8764;;139;
ME2;NETWORK_PARAMS;1.7;6.1.21 19:00;0;8764;;140;
ME2;NETWORK_PARAMS;2.1;6.1.21 20:00;0;8764;;141;
ME2;NETWORK_PARAMS;2.2;6.1.21 21:00;0;8764;;142;
ME2;NETWORK_PARAMS;2.2;6.1.21 22:00;0;8764;;143;
ME2;NETWORK_PARAMS;2.4;6.1.21 23:00;0;8764;;144;
ME2;NETWORK_PARAMS;2.4;7.1.21 0:00;0;8764;;145;
ME2;NETWORK_PARAMS;1.7;7.1.21 1:00;0;8764;;146;
ME2;NETWORK_PARAMS;0.9;7.1.21 2:00;0;8764;;147;
ME2;NETWORK_PARAMS;0.1;7.1.21 3:00;0;8764;;148;
ME2;NETWORK_PARAMS;0.4;7.1.21 4:00;0;8764;;149;
ME2;NETWORK_PARAMS;0.1;7.1.21 5:00;0;8764;;150;
ME2;NETWORK_PARAMS;0.1;7.1.21 6:00;0;8764;;151;
ME2;NETWORK_PARAMS;0.1;7.1.21 7:00;0;8764;;152;
ME2;NETWORK_PARAMS;0.3;7.1.21 8:00;0;8764;;153;
ME2;NETWORK_PARAMS;1.4;7.1.21 9:00;0;8764;;154;
ME2;NETWORK_PARAMS;2;7.1.21 10:00;0;8764;;155;
ME2;NETWORK_PARAMS;2.4;7.1.21 11:00;0;8764;;156;
ME2;NETWORK_PARAMS;2.8;7.1.21 12:00;0;8764;;157;
ME2;NETWORK_PARAMS;1.1;7.1.21 13:00;0;8764;;158;
ME2;NETWORK_PARAMS;1.2;7.1.21 14:00;0;8764;;159;
ME2;NETWORK_PARAMS;1.8;7.1.21 15:00;0;8764;;160;
ME2;NETWORK_PARAMS;1.6;7.1.21 16:00;0;8764;;161;
ME2;NETWORK_PARAMS;2.4;7.1.21 17:00;0;8764;;162;
ME2;NETWORK_PARAMS;2.2;7.1.21 18:00;0;8764;;163;
ME2;NETWORK_PARAMS;2.5;7.1.21 19:00;0;8764;;164;
ME2;NETWORK_PARAMS;2.1;7.1.21 20:00;0;8764;;165;
ME2;NETWORK_PARAMS;3.6;7.1.21 21:00;0;8764;;166;
ME2;NETWORK_PARAMS;2.7;7.1.21 22:00;0;8764;;167;
ME2;NETWORK_PARAMS;2.7;7.1.21 23:00;0;8764;;168;
ME2;NETWORK_PARAMS;3.5;8.1.21 0:00;0;8764;;169;
ME2;NETWORK_PARAMS;3.1;8.1.21 1:00;0;8764;;170;
ME2;NETWORK_PARAMS;3.1;8.1.21 2:00;0;8764;;171;
ME2;NETWORK_PARAMS;3;8.1.21 3:00;0;8764;;172;
ME2;NETWORK_PARAMS;3.6;8.1.21 4:00;0;8764;;173;
ME2;NETWORK_PARAMS;4.1;8.1.21 5:00;0;8764;;174;
ME2;NETWORK_PARAMS;4.3;8.1.21 6:00;0;8764;;175;
ME2;NETWORK_PARAMS;4;8.1.21 7:00;0;8764;;176;
ME2;NETWORK_PARAMS;3.7;8.1.21 8:00;0;8764;;177;
ME2;NETWORK_PARAMS;3.9;8.1.21 9:00;0;8764;;178;
ME2;NETWORK_PARAMS;4.2;8.1.21 10:00;0;8764;;179;
ME2;NETWORK_PARAMS;4.9;8.1.21 11:00;0;8764;;180;
ME2;NETWORK_PARAMS;5.3;8.1.21 12:00;0;8764;;181;
ME2;NETWORK_PARAMS;5.5;8.1.21 13:00;0;8764;;182;
ME2;NETWORK_PARAMS;5;8.1.21 14:00;0;8764;;183;
ME2;NETWORK_PARAMS;3.8;8.1.21 15:00;0;8764;;184;
ME2;NETWORK_PARAMS;3.2;8.1.21 16:00;0;8764;;185;
ME2;NETWORK_PARAMS;2.3;8.1.21 17:00;0;8764;;186;
