time_steps;Last_L;Erzeuger 0;Erzeuger 1;Erzeuger 2;Erzeuger 3;el_Leistungsbedarf_L;el_Leistung_L;el_Leistung_ges_L
1973-05-27 09:12:00;1058.3298270704972;0.0;240.0;240.0;578.3298270704972;0.0;0.0;0.0
1973-05-27 09:16:00;1125.121791852067;0.0;240.0;240.0;645.121791852067;0.0;0.0;0.0
1973-05-27 09:20:00;1110.5520023248453;0.0;240.0;240.0;630.5520023248453;0.0;0.0;0.0
1973-05-27 09:24:00;957.8273505478436;0.0;240.0;240.0;477.8273505478436;0.0;0.0;0.0
1973-05-27 09:28:00;905.131452144819;0.0;240.0;240.0;425.13145214481904;0.0;0.0;0.0
1973-05-27 09:32:00;898.6461644040832;0.0;240.0;240.0;418.64616440408315;0.0;0.0;0.0
1973-05-27 09:36:00;818.6972174122878;0.0;240.0;240.0;338.69721741228784;0.0;0.0;0.0
1973-05-27 09:40:00;774.3127369975059;0.0;240.0;240.0;294.3127369975059;0.0;0.0;0.0
1973-05-27 09:44:00;737.7326484784461;0.0;240.0;240.0;257.7326484784461;0.0;0.0;0.0
1973-05-27 09:48:00;785.4181520012806;0.0;240.0;240.0;305.41815200128065;0.0;0.0;0.0
1973-05-27 09:52:00;882.4788041927876;0.0;240.0;240.0;402.4788041927876;0.0;0.0;0.0
1973-05-27 09:56:00;1027.2935109743808;0.0;240.0;240.0;547.2935109743808;0.0;0.0;0.0
1973-05-27 10:00:00;1179.5250855965728;0.0;240.0;240.0;699.5250855965728;0.0;0.0;0.0
1973-05-27 10:04:00;1211.0911944385498;0.0;240.0;240.0;731.0911944385498;0.0;0.0;0.0
1973-05-27 10:08:00;1043.9113050994615;0.0;240.0;240.0;563.9113050994615;0.0;0.0;0.0
1973-05-27 10:12:00;1096.734851244469;0.0;240.0;240.0;616.7348512444689;0.0;0.0;0.0
1973-05-27 10:16:00;1022.4216220648648;0.0;240.0;240.0;542.4216220648648;0.0;0.0;0.0
1973-05-27 10:20:00;1004.1534785108088;0.0;240.0;240.0;524.1534785108088;0.0;0.0;0.0
1973-05-27 10:24:00;1001.5108172671391;0.0;240.0;240.0;521.5108172671391;0.0;0.0;0.0
1973-05-27 10:28:00;846.0074951380307;0.0;240.0;240.0;366.00749513803066;0.0;0.0;0.0
1973-05-27 10:32:00;822.9395035394981;0.0;240.0;240.0;342.9395035394981;0.0;0.0;0.0
1973-05-27 10:36:00;796.8974907793141;0.0;240.0;240.0;316.8974907793141;0.0;0.0;0.0
1973-05-27 10:40:00;831.1744561124787;0.0;240.0;240.0;351.17445611247865;0.0;0.0;0.0
1973-05-27 10:44:00;840.7855291716938;0.0;240.0;240.0;360.78552917169384;0.0;0.0;0.0
1973-05-27 10:48:00;923.3265831382118;0.0;240.0;240.0;443.32658313821184;0.0;0.0;0.0
1973-05-27 10:52:00;763.9387783055985;0.0;240.0;240.0;283.9387783055985;0.0;0.0;0.0
1973-05-27 10:56:00;750.280377096683;0.0;240.0;240.0;270.28037709668297;0.0;0.0;0.0
1973-05-27 11:00:00;950.5643712401576;0.0;240.0;240.0;470.5643712401576;0.0;0.0;0.0
1973-05-27 11:04:00;855.073424858229;0.0;240.0;240.0;375.07342485822903;0.0;0.0;0.0
1973-05-27 11:08:00;677.380112388723;0.0;240.0;240.0;197.38011238872298;0.0;0.0;0.0
1973-05-27 11:12:00;635.9806194981144;0.0;240.0;240.0;155.98061949811438;0.0;0.0;0.0
1973-05-27 11:16:00;557.1664827154196;0.0;240.0;240.0;77.16648271541965;0.0;0.0;0.0
1973-05-27 11:20:00;525.5949198614152;0.0;240.0;240.0;45.59491986141518;0.0;0.0;0.0
1973-05-27 11:24:00;735.5632519716771;0.0;240.0;240.0;255.56325197167712;0.0;0.0;0.0
1973-05-27 11:28:00;1050.7653412642082;0.0;240.0;240.0;570.7653412642082;0.0;0.0;0.0
1973-05-27 11:32:00;824.0650111640792;200.0;240.0;240.0;144.06501116407924;113.75011375011388;0.0;-113.75011375011388
1973-05-27 11:36:00;1274.7307779196856;200.0;240.0;240.0;594.7307779196856;110.55831951354338;0.0;-110.55831951354338
1973-05-27 11:40:00;946.7408406190413;200.0;240.0;240.0;266.74084061904125;109.94133530348205;0.0;-109.94133530348205
1973-05-27 11:44:00;844.5311732892663;200.0;240.0;240.0;164.53117328926635;110.55831951354338;0.0;-110.55831951354338
1973-05-27 11:48:00;889.7488115945686;200.0;240.0;240.0;209.74881159456856;113.09709611896015;0.0;-113.09709611896015
1973-05-27 11:52:00;883.5206360054912;200.0;240.0;240.0;203.52063600549116;113.09709611896015;0.0;-113.09709611896015
1973-05-27 11:56:00;870.9733053503554;200.0;240.0;240.0;190.97330535035542;113.09709611896015;0.0;-113.09709611896015
1973-05-27 12:00:00;779.2244299885238;200.0;240.0;240.0;99.22442998852375;115.07903628211874;0.0;-115.07903628211874
1973-05-27 12:04:00;841.5806310206002;200.0;240.0;240.0;161.5806310206002;113.75011375011388;0.0;-113.75011375011388
1973-05-27 12:08:00;872.0889603366693;200.0;240.0;240.0;192.0889603366693;113.09709611896015;0.0;-113.09709611896015
1973-05-27 12:12:00;793.5045296564192;200.0;240.0;240.0;113.50452965641921;114.41071616531906;0.0;-114.41071616531906
1973-05-27 12:16:00;705.0415552753551;200.0;240.0;240.0;25.04155527535511;118.54127844398008;0.0;-118.54127844398008
1973-05-27 12:20:00;902.4078086783204;0.0;240.0;240.0;422.4078086783204;0.0;0.0;0.0
1973-05-27 12:24:00;889.5241471020431;0.0;240.0;240.0;409.5241471020431;0.0;0.0;0.0
1973-05-27 12:28:00;764.5764520875385;0.0;240.0;240.0;284.57645208753854;0.0;0.0;0.0
1973-05-27 12:32:00;781.6504161696928;0.0;240.0;240.0;301.6504161696928;0.0;0.0;0.0
1973-05-27 12:36:00;748.1394683424569;0.0;240.0;240.0;268.1394683424569;0.0;0.0;0.0
1973-05-27 12:40:00;704.6536052796631;0.0;240.0;240.0;224.6536052796631;0.0;0.0;0.0
1973-05-27 12:44:00;904.4342278107064;0.0;240.0;240.0;424.4342278107064;0.0;0.0;0.0
1973-05-27 12:48:00;899.3340832102075;0.0;240.0;240.0;419.3340832102075;0.0;0.0;0.0
1973-05-27 12:52:00;849.539540023901;0.0;240.0;240.0;369.53954002390105;0.0;0.0;0.0
1973-05-27 12:56:00;888.7976029738894;0.0;240.0;240.0;408.7976029738894;0.0;0.0;0.0
1973-05-27 13:00:00;912.7785103490052;0.0;240.0;240.0;432.77851034900516;0.0;0.0;0.0
1973-05-27 13:04:00;962.0664490235954;0.0;240.0;240.0;482.0664490235954;0.0;0.0;0.0
1973-05-27 13:08:00;1025.1776145323863;0.0;240.0;240.0;545.1776145323863;0.0;0.0;0.0
1973-05-27 13:12:00;1062.4330866667776;0.0;240.0;240.0;582.4330866667776;0.0;0.0;0.0
1973-05-27 13:16:00;1003.7434184620588;0.0;240.0;240.0;523.7434184620588;0.0;0.0;0.0
1973-05-27 13:20:00;1074.2357594160585;0.0;240.0;240.0;594.2357594160585;0.0;0.0;0.0
1973-05-27 13:24:00;1077.9694243106158;0.0;240.0;240.0;597.9694243106158;0.0;0.0;0.0
1973-05-27 13:28:00;1116.1637045254938;0.0;240.0;240.0;636.1637045254938;0.0;0.0;0.0
