Zeitpunkt;Heizlast_Netz_kW;Vorlauftemperatur_Netz_°C;Rücklauftemperatur_Netz_°C
2021-01-01 00:00:00;26.728143732662794;85.0;55.00947286004509
2021-01-01 01:00:00;27.17501381278178;85.0;53.881493608219955
2021-01-01 02:00:00;25.853505282795766;85.0;54.14096240067022
2021-01-01 03:00:00;26.999297524425284;85.0;53.063554991684555
2021-01-01 04:00:00;32.79289960807829;85.0;53.06704451222873
2021-01-01 05:00:00;40.97830445880257;85.0;54.208742075129805
2021-01-01 06:00:00;40.97080268241793;85.0;54.91011702544574
2021-01-01 07:00:00;40.35342671893981;85.0;55.51166596978288
2021-01-01 08:00:00;40.06834088545414;85.0;55.70213142216869
2021-01-01 09:00:00;39.556953122823764;85.0;55.88391644947836
2021-01-01 10:00:00;37.716643013931154;85.0;56.47798707285108
2021-01-01 11:00:00;36.846180709667784;85.0;56.36507508863383
2021-01-01 12:00:00;36.252603049400186;85.0;56.141091690124654
2021-01-01 13:00:00;35.60971642631922;85.0;55.99410713366541
2021-01-01 14:00:00;37.84434021517993;85.0;54.743772964987556
2021-01-01 15:00:00;38.10852201570012;85.0;54.94029781592059
2021-01-01 16:00:00;39.117173706402745;85.0;54.78189905230528
2021-01-01 17:00:00;39.9871569526425;85.0;54.8027052888649
2021-01-01 18:00:00;40.637699439781045;85.0;54.93950422701806
2021-01-01 19:00:00;40.7014259835478;85.0;55.26015556214912
2021-01-01 20:00:00;40.227850431983164;85.0;55.64127490934726
2021-01-01 21:00:00;38.06267081650523;85.0;56.4843545244147
2021-01-01 22:00:00;34.68417172706671;85.0;56.707570527638836
2021-01-01 23:00:00;29.17127127775023;85.0;55.364952089332576
2021-01-02 00:00:00;27.49769818861726;85.0;54.85852565871437
2021-01-02 01:00:00;28.388685008683773;85.0;53.759240826040354
2021-01-02 02:00:00;28.64124167505183;85.0;53.59728233413739
2021-01-02 03:00:00;29.794051004918437;85.0;53.19403256204578
2021-01-02 04:00:00;33.68262566827812;85.0;53.149399794479564
2021-01-02 05:00:00;43.951628906992376;85.0;54.53236255206701
2021-01-02 06:00:00;44.0374389386643;85.0;55.17692339378692
2021-01-02 07:00:00;43.75071093022304;85.0;55.66617511248728
2021-01-02 08:00:00;43.02200493308456;85.0;56.092132213135585
2021-01-02 09:00:00;42.4316075437736;85.0;56.26721055059113
2021-01-02 10:00:00;41.717868992860375;85.0;56.39434717878555
2021-01-02 11:00:00;40.67216966619287;85.0;56.56576904521472
2021-01-02 12:00:00;40.407336640038864;85.0;56.33548670359755
2021-01-02 13:00:00;40.57644013488804;85.0;56.025388731656165
2021-01-02 14:00:00;40.78968121272288;85.0;55.834548845427605
2021-01-02 15:00:00;41.058739791745126;85.0;55.71238935199199
2021-01-02 16:00:00;42.20206468920669;85.0;55.340144586860845
2021-01-02 17:00:00;43.22267424702124;85.0;55.22696620581763
2021-01-02 18:00:00;44.053311008809274;85.0;55.274193451705
2021-01-02 19:00:00;44.12162055667778;85.0;55.59737160882446
2021-01-02 20:00:00;43.74415902176029;85.0;55.94083170562641
2021-01-02 21:00:00;41.28684462704908;85.0;56.877087551776356
2021-01-02 22:00:00;37.091209047858776;85.0;57.009967007834064
2021-01-02 23:00:00;30.95942194606601;85.0;55.78263466612674
2021-01-03 00:00:00;27.89344864656629;85.0;55.18326678406146
2021-01-03 01:00:00;29.0116068049781;85.0;53.8760151298203
