Zeitpunkt;Heizlast_Netz_kW;Vorlauftemperatur_Netz_°C;Rücklauftemperatur_Netz_°C
2019-01-01 00:00:00;167.10444464881837;90.0;64.3850026889071
2019-01-01 01:00:00;174.0860984429659;90.0;63.43049640718357
2019-01-01 02:00:00;158.55841109592288;90.0;65.50267663570389
2019-01-01 03:00:00;173.34103484556425;90.0;63.5224164895335
2019-01-01 04:00:00;240.25565316238632;90.0;54.808251134373336
2019-01-01 05:00:00;333.2404669605709;90.0;43.40563360844919
2019-01-01 06:00:00;332.05015187094676;90.0;43.572065908563275
2019-01-01 07:00:00;324.00945197906447;90.0;44.69633307882623
2019-01-01 08:00:00;320.4385067100217;90.0;45.19562997919229
2019-01-01 09:00:00;314.2683019591049;90.0;46.05836067782957
2019-01-01 10:00:00;292.10599164614604;90.0;48.665107133974686
2019-01-01 11:00:00;282.22120662072126;90.0;49.72575774062483
2019-01-01 12:00:00;275.7121560604041;90.0;50.65462868651741
2019-01-01 13:00:00;268.4875542682048;90.0;51.363041976929594
2019-01-01 14:00:00;296.1404713146199;90.0;47.76411974174266
2019-01-01 15:00:00;298.86069450804456;90.0;47.37615851319731
2019-01-01 16:00:00;310.7366382962708;90.0;45.86706310565131
2019-01-01 17:00:00;320.76172761325114;90.0;44.68636944103628
2019-01-01 18:00:00;328.08591573190915;90.0;43.87127069983893
2019-01-01 19:00:00;328.35311579591666;90.0;43.83370249337054
2019-01-01 20:00:00;322.3289688933682;90.0;44.68069478535034
2019-01-01 21:00:00;296.0733222117836;90.0;48.21301585145352
2019-01-01 22:00:00;256.5153188997373;90.0;52.91585258631318
2019-01-01 23:00:00;194.91387353664686;90.0;60.71847677530553
2019-01-02 00:00:00;176.31179607257818;90.0;63.095427067760966
2019-01-02 01:00:00;188.2781930480797;90.0;61.451858535603606
2019-01-02 02:00:00;191.43553092027403;90.0;61.113735306624164
2019-01-02 03:00:00;205.27416902883218;90.0;59.15893128732358
2019-01-02 04:00:00;250.41079658522727;90.0;53.51286066799088
2019-01-02 05:00:00;367.1972310221121;90.0;39.42319602577288
2019-01-02 06:00:00;367.18367626906775;90.0;39.42506302266099
2019-01-02 07:00:00;363.1308051906577;90.0;39.98329508093383
2019-01-02 08:00:00;354.07623033951563;90.0;41.230448977060576
2019-01-02 09:00:00;347.00064939292275;90.0;42.20502133302165
2019-01-02 10:00:00;338.5695931693393;90.0;43.36629337401422
2019-01-02 11:00:00;326.2113726305849;90.0;44.675084246661584
2019-01-02 12:00:00;323.5006141370488;90.0;45.05172623604528
2019-01-02 13:00:00;325.9131891961206;90.0;44.71651486551815
2019-01-02 14:00:00;328.6510552749657;90.0;44.3361064561887
2019-01-02 15:00:00;331.93107305184856;90.0;43.88036964907553
2019-01-02 16:00:00;345.6881724066882;90.0;41.968911552933264
2019-01-02 17:00:00;357.6426173632043;90.0;40.30792037974811
2019-01-02 18:00:00;367.19937717172206;90.0;39.461812825490995
2019-01-02 19:00:00;367.5111382877729;90.0;39.41890468725268
2019-01-02 20:00:00;362.64495391309333;90.0;40.08864475774908
2019-01-02 21:00:00;332.8400770837813;90.0;44.01593281611514
2019-01-02 22:00:00;283.89871555496404;90.0;49.72606219004956
2019-01-02 23:00:00;214.83189204784662;90.0;58.08455661880316
2019-01-03 00:00:00;180.3094551305669;90.0;62.62132717920332
2019-01-03 01:00:00;195.2524036148108;90.0;60.555421679084304
2019-01-03 02:00:00;220.70045263401855;90.0;57.24807133731292
2019-01-03 03:00:00;236.2714811241082;90.0;55.09339534744743
2019-01-03 04:00:00;280.0583892223506;90.0;49.713141418852615
2019-01-03 05:00:00;389.6173659474321;90.0;36.81217872903113
2019-01-03 06:00:00;390.3415898571313;90.0;36.71331277685374
2019-01-03 07:00:00;388.16891812836445;90.0;37.00991063334078
2019-01-03 08:00:00;376.11783227044714;90.0;38.65504007764406
2019-01-03 09:00:00;367.7458038740958;90.0;39.797930484846006
2019-01-03 10:00:00;359.48965130341;90.0;40.925002339684056
2019-01-03 11:00:00;345.9417550198724;90.0;42.431007652059805
2019-01-03 12:00:00;343.0450195629827;90.0;42.82932553298423
2019-01-03 13:00:00;347.1439002343966;90.0;42.265705731487856
2019-01-03 14:00:00;350.7213685239632;90.0;41.77378314850387
2019-01-03 15:00:00;354.0526142991986;90.0;41.31571758546659
2019-01-03 16:00:00;362.16347357848883;90.0;40.200427518878314
2019-01-03 17:00:00;369.970175634604;90.0;39.126960829814834
2019-01-03 18:00:00;377.13959589038114;90.0;38.141124074530296
2019-01-03 19:00:00;372.02685780886657;90.0;38.84415513437625
2019-01-03 20:00:00;359.84608521308047;90.0;40.51908182360364
2019-01-03 21:00:00;328.48031125544946;90.0;44.43586780342571
2019-01-03 22:00:00;280.0744390572297;90.0;50.14999698613104
2019-01-03 23:00:00;206.04636858870944;90.0;59.21411256074373
2019-01-04 00:00:00;212.53622338931444;90.0;58.24444762193883
2019-01-04 01:00:00;222.92939350107102;90.0;56.871655294028415
2019-01-04 02:00:00;229.72582777664132;90.0;56.00953870930874
2019-01-04 03:00:00;253.6034705120036;90.0;53.003574581066175
2019-01-04 04:00:00;304.15001056524267;90.0;46.694044702612985
2019-01-04 05:00:00;402.0712570506763;90.0;35.38865766688872
2019-01-04 06:00:00;445.1015297273065;90.0;30.896282906489432
2019-01-04 07:00:00;415.99981241863185;90.0;34.76061396776663
2019-01-04 08:00:00;431.17087160549346;90.0;32.7460938407778
2019-01-04 09:00:00;424.68261987806846;90.0;33.6076496183195
2019-01-04 10:00:00;416.0952278851609;90.0;34.747944029868336
2019-01-04 11:00:00;392.41291839406387;90.0;37.50390450884544
2019-01-04 12:00:00;391.07716634684067;90.0;37.682598338066214
2019-01-04 13:00:00;381.14537705414904;90.0;38.811501149244464
2019-01-04 14:00:00;380.82734829727815;90.0;38.854212974274105
2019-01-04 15:00:00;380.35030516226806;90.0;38.91828071177878
2019-01-04 16:00:00;402.38969800489826;90.0;35.958351238369346
2019-01-04 17:00:00;409.5930493451421;90.0;34.99092840183505
2019-01-04 18:00:00;422.5368197445648;90.0;33.252557123830115
2019-01-04 19:00:00;399.320720502006;90.0;36.37052034978291
2019-01-04 20:00:00;392.7216237994723;90.0;37.25679071880717
2019-01-04 21:00:00;371.9176603494636;90.0;39.65723559024133
2019-01-04 22:00:00;359.22504650785646;90.0;41.0077581734476
2019-01-04 23:00:00;275.5413346195489;90.0;50.56272017046439
2019-01-05 00:00:00;263.17361297846315;90.0;52.003038468003126
2019-01-05 01:00:00;260.8498372402149;90.0;52.338544814311604
2019-01-05 02:00:00;257.8060183158035;90.0;52.77801087351219
2019-01-05 03:00:00;266.4138073176231;90.0;51.53521975978282
2019-01-05 04:00:00;313.1307211680294;90.0;45.63500474208996
2019-01-05 05:00:00;481.1295658540676;90.0;27.276779940647486
2019-01-05 06:00:00;458.44640990635634;90.0;30.233905594780424
2019-01-05 07:00:00;407.6383745372736;90.0;36.05757537925962
2019-01-05 08:00:00;405.72864960716083;90.0;36.124856512938436
2019-01-05 09:00:00;395.8291643694929;90.0;37.247256410212344
2019-01-05 10:00:00;374.9070581234911;90.0;39.510802567314215
2019-01-05 11:00:00;406.7060822289815;90.0;35.228388642474215
2019-01-05 12:00:00;404.2826756545151;90.0;35.55475180461451
2019-01-05 13:00:00;393.31184859463247;90.0;37.03220666022253
2019-01-05 14:00:00;393.9995720819989;90.0;36.93959008718031
2019-01-05 15:00:00;393.8358283943439;90.0;36.96164165221552
2019-01-05 16:00:00;385.45215159621614;90.0;38.090681780697366
2019-01-05 17:00:00;404.74115797961235;90.0;35.49300742256128
2019-01-05 18:00:00;401.3680380175666;90.0;35.94726966179542
2019-01-05 19:00:00;411.15991052795613;90.0;34.62858607422237
2019-01-05 20:00:00;404.4136706047058;90.0;35.53711055257736
2019-01-05 21:00:00;382.48839085292934;90.0;38.48981510739446
2019-01-05 22:00:00;369.511272102051;90.0;40.053412136405996
2019-01-05 23:00:00;281.34622134186856;90.0;49.93087260840531
2019-01-06 00:00:00;261.2581032299722;90.0;52.317012193016865
