
REM Leitungsdaten
REM;
REM;
REM FLDNAM LEI;

REM Leitungsdaten
REM;Anfang;Ende;Anf.Nr.;End.Nr.;Parallel;STANET-ID;WD-Zahl;L‰nge;Innendurchm.;Rauhigkeit;Durchfluss;Geschw.;Delta p;Teilnetz;Verlustfaktor;Strassenname;Material;Strassennummer;Baujahr;Reibungsverl./km;Rohrtyp;StrangNo;Druckhˆhendiff.;Nennweite;Gebiet;Letzte ƒnderung;Temp.Soll (ext. Einfluss);Optimieren;Preis konst.;Preis/mm;Kond.abl.;Koordinate x Anfang;Koordinate y Anfang;Koordinate x Ende;Koordinate y Ende;Verlegeart;Freileitung;Textfahne;Letzter Benutzer;W‰rmeverl.leist.;Gef‰lle;Druckstufe;Ergebnisdiagramm;Druckklasse;Einf¸gen Status;Import Status;Rauheitsklasse;Ort;Ortsteil;PLZ;Geocode Qualit‰t;Widerstandszahl;Reynoldszahl;Text Abstand x;Text Abstand y;Reibungsverlust;Routing Mengenanteil;Wanddicke;Aussendurchmessser;Batches (DQ);Layer;Rohrvolumen;Reduziert zu ID;Trassennummer;Verlustleistung;Wiederbeschaf.wert;Sim. Status;Durchm. Alt;Sanierung verboten;Einzug verboten;Erneuerungsart;Erneuerungspreis;Prognostizierte Schadensrate;Eintrittswahrscheinlichkeit;Schadensausmaﬂ;Risiko;Qualit‰ts-Abfallzeit;Qualit‰t-Endwert;In L‰ngsschnitt nicht ausblenden;Hydraulische Weiche;E(t) Verkehrslast;E(t) Max. Druck/Ruhedruck;E(t) Boden/Bettung/GW;E(t) Anzahl Sch‰den;E(t) Weitere Zustandsdaten;SA Gef.Geb‰ude/Infrastr;SA Folgekosten;SA Bruchpotenzial;SA Erosionsradius;SA Druck;SA Menge;SA Besondere Anforderung;SA Tr¸bungsgrad;Brownfield Benutzer 1;Brownfield Benutzer 2;Anlagenklasse;Rehabilitationsjahr;Temperatursonde Name;Temperatursonde No;Fl‰chentyp;EBENE;SMALLWORLD TYP;Smallworld URN;ROHRTYP;SMALLWORLD VERBINDUN;SMALLWORLD INNENBESCH;SMALLWORLD AUSSENSCHU;DRUCKKLASSE;SANIERUNGSNENNWEITE;Aktiv f.Berechnung;Anzahl S‰tze*;Gelˆscht*;Satz No*
REM;;;;;;;W/K*m2;m;mm;mm;t/h;m/s;bar;;;;;;;mbar/km;;;m;;;;C;?;Ä/m;Ä/m/mm;[J/N];;;;;;[J/N];[0-5];;kW;0/00;bar;[+];;[I/U/D/K];[I/U/M];;;;;;;;;;bar;%;mm;mm;;;m3;;;kW;Ä;;mm;[J/N];[J/N];;;#/km/Jahr;;;;;;[J/N];[J/N];S1;S2;S3;S4 [S/m];S5;G1;G2;BP;ER [m]/PW;VS1;VS2;V3;TR [NTU];U1;U2;;;;;1-7;;;;;;;;;mm;;;*;
REM FLDNAM LEI;ANFNAM;ENDNAM;ANFNR;ENDNR;PARALLEL;STANETID;WDZAHL;RORL;DM;RAU;FLUSS;VM;DP;NETZNR;ZETA;STRASSE;MATERIAL;STRANUM;BAUJAHR;DPREL;ROHRTYP;STRANGNR;DPM;DN;GEBIET;LASTMODI;TU;DIASTATUS;CONPRICE;DIAPRICE;CONDIVERS;XRA;YHA;XRB;YHB;VERLEGEART;OVRHEADLIN;TXROTATE;USERNAME;WAERMEMENG;RAISE;PN;SWMMPRINT;PZONE;PASTESTATE;IMEXSTATE;RAUZONE;STRORT;STROTEIL;AREACODE;GEOQUALITY;LAMBDA;RE;FLAGOFFX;FLAGOFFY;PLOSS;PATHPART;WANDDICKE;OUTERDM;BATCHES;LAYER;PIPEVOL;NEWID;TRASSE;MECHANLOSS;WBWERT;CALCBAD;DMOLD;NORESTAUR;NORELINE;RSTAURTYP;BROWNPRICE;BROWNST;VIRTAGE;BROWNRISK;BFRISKALL;QUALDECAY;QUALFINAL;NOHIDECHRT;HYDSWITCH;BFPROBS1;BFPROBS2;BFPROBS3;BFPROBS4;BFPROBS5;BFRISKG1;BFRISKG2;BFRISKBP;BFRISKER;BFRISKVS1;BFRISKVS2;BFRISKV3;BFRISKTR;BFUSERU1;BFUSERU2;ANKLASSE;REHAJAHR;TPROBEID;TPROBENO;GROUNDTYP;TYP;SW_TYP;SWURN;ROHRTYP1;VERBINDART;INBESCH;AUSSCHUTZ;PDRUCK;SW_SAN_DN;ISACTIVE;!RECCOUNT;!DELETED;!RECNO
LEI;RK1019;RK1057;     73;    114;0;LEI00001265954A32C4ED_A;   1.46;    36.6;  27.3;   0.0470;     0.343;  0.1632;  0.0059;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        162.36;KMR 25/125-2v;K1001_Q;     0.061;25;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486430.50928; 5639081.64096; 5486404.15765; 5639056.21900;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0330;      9493;     0;     0;      0.0059;  0.0;   3.2;  33.7;     1;$PIPE_0;     0.021;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      79;
LEI;RK1020;RK1058;     74;    113;0;LEI00001365954A34A72A_A;   1.46;    34.8;  27.3;   0.0470;     0.257;  0.1224;  0.0034;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         97.02;KMR 25/125-2v;K1001_R;     0.034;25;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486440.07806; 5639075.01809; 5486417.74330; 5639048.38593;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0350;      7119;     0;     0;      0.0034;  0.0;   3.2;  33.7;     1;$PIPE_0;     0.020;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      80;
LEI;RK1021;RK1059;     75;    112;0;LEI00001465954A352522_A;   1.58;    35.7;  21.7;   0.0470;     0.171;  0.1292;  0.0051;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        143.52;KMR 20/125-2v;K1001_S;     0.052;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486455.39057; 5639063.21113; 5486430.08497; 5639037.85709;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0051;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.013;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      81;
LEI;RK1022;RK1060;     76;    111;0;LEI00001565954A37BDE9_A;   1.58;    40.7;  21.7;   0.0470;     0.086;  0.0646;  0.0017;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         42.39;KMR 20/125-2v;K1001_T;     0.018;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486470.32600; 5639053.34618; 5486440.56657; 5639025.53378;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0017;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.015;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      82;
LEI;RK1023;RK1061;     77;    110;0;LEI00001665954A383FD8_A;   1.58;    39.7;  21.7;   0.0470;     0.171;  0.1292;  0.0057;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        143.52;KMR 20/125-2v;K1001_U;     0.058;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486485.44693; 5639041.31071; 5486454.45844; 5639016.50042;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0057;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.015;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      83;
LEI;RK1024;RK1062;     78;    109;0;LEI00001765954A3A4E4D_A;   1.58;    36.5;  21.7;   0.0470;     0.086;  0.0646;  0.0015;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         42.39;KMR 20/125-2v;K1001_V;     0.016;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486497.79111; 5639031.68172; 5486469.89810; 5639008.06284;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0015;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.013;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      84;
LEI;RK1025;RK1063;     79;    108;0;LEI00001865954A3CDAA1_A;   1.58;    37.3;  21.7;   0.0470;     0.171;  0.1292;  0.0054;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        143.52;KMR 20/125-2v;K1001_W;     0.055;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486510.75223; 5639021.45135; 5486480.69851; 5638999.33754;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0054;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.014;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      85;
LEI;RK1070;RK1069;    101;    102;0;LEI00001965954A3FC8D5_A;   1.46;    14.5;  27.3;   0.0470;     0.257;  0.1240;  0.0014;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         97.04;KMR 25/125-2v;K1001_X;     0.014;25;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486570.61941; 5638973.61171; 5486556.08610; 5638973.94942;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0350;      7120;     0;     0;      0.0014;  0.0;   3.2;  33.7;     6;$PIPE_0;     0.008;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      86;
LEI;RK1069;RK1068;    102;    103;0;LEI00001A65954A4739BB_A;   1.20;    15.6;  36.0;   0.0470;     0.514;  0.1426;  0.0014;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         87.49;KMR 32/140-2v;K1001_Y;     0.014;32;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486556.08610; 5638973.94942; 5486540.62978; 5638976.08895;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0315;     10799;     0;     0;      0.0014;  0.0;   3.2;  42.4;     6;$PIPE_0;     0.016;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      87;
LEI;RK1068;RK1067;    103;    104;0;LEI00001B65954A49A514_A;   1.20;    12.4;  36.0;   0.0470;     0.771;  0.2139;  0.0023;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        181.94;KMR 32/140-2v;K1001_Z;     0.023;32;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486540.62978; 5638976.08895; 5486528.26270; 5638977.02088;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0291;     16199;     0;     0;      0.0023;  0.0;   3.2;  42.4;     3;$PIPE_0;     0.013;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      88;
LEI;RK1067;RK1066;    104;    105;0;LEI00001C65954A4AD3EF_A;   1.47;    13.7;  41.9;   0.0470;     0.856;  0.1755;  0.0014;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        104.84;KMR 40/110-S;K1001_Z_A;     0.015;40;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486528.26270; 5638977.02088; 5486514.65946; 5638978.25597;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0290;     15464;     0;     0;      0.0014;  0.0;   3.2;  48.3;     4;$PIPE_0;     0.019;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      89;
LEI;RK1066;RK1065;    105;    106;0;LEI00001D65954A4BC8CB_A;   1.47;    12.7;  41.9;   0.0470;     1.028;  0.2105;  0.0019;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        145.92;KMR 40/110-S;K1001_Z_B;     0.019;40;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486514.65946; 5638978.25597; 5486502.29709; 5638980.98733;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0281;     18557;     0;     0;      0.0019;  0.0;   3.2;  48.3;     4;$PIPE_0;     0.018;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      90;
LEI;RK1065;RK1064;    106;    107;0;LEI00001E65954A4CE769_A;   1.47;    11.5;  41.9;   0.0470;     1.113;  0.2281;  0.0019;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        168.82;KMR 40/110-S;K1001_Z_C;     0.020;40;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486502.29709; 5638980.98733; 5486493.65811; 5638988.50734;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0277;     20103;     0;     0;      0.0019;  0.0;   3.2;  48.3;     3;$PIPE_0;     0.016;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      91;
LEI;RK1064;RK1063;    107;    108;0;LEI00001F65954A4E5768_A;   0.97;    16.9;  53.9;   0.0470;     1.285;  0.1590;  0.0011;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         63.91;KMR 50/160-2v;K1001_Z_D;     0.011;50;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486493.65811; 5638988.50734; 5486480.69851; 5638999.33754;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0277;     18032;     0;     0;      0.0011;  0.0;   3.2;  60.3;     6;$PIPE_0;     0.039;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      92;
LEI;RK1063;RK1062;    108;    109;0;LEI00002065954A50D82C_A;   0.97;    13.9;  53.9;   0.0470;     1.541;  0.1909;  0.0012;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         88.92;KMR 50/160-2v;K1001_Z_E;     0.013;50;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486480.69851; 5638999.33754; 5486469.89810; 5639008.06284;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0268;     21638;     0;     0;      0.0012;  0.0;   3.2;  60.3;     4;$PIPE_0;     0.032;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      93;
LEI;RK1062;RK1061;    109;    110;0;LEI00002165954A513D6A_A;   0.97;    17.6;  53.9;   0.0470;     1.798;  0.2227;  0.0021;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        117.73;KMR 50/160-2v;K1001_Z_F;     0.021;50;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486469.89810; 5639008.06284; 5486454.45844; 5639016.50042;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0260;     25244;     0;     0;      0.0021;  0.0;   3.2;  60.3;     4;$PIPE_0;     0.040;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      94;
LEI;RK1061;RK1060;    110;    111;0;LEI00002265954A53C5B6_A;   0.97;    16.6;  53.9;   0.0470;     2.055;  0.2545;  0.0025;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        150.29;KMR 50/160-2v;K1001_Z_G;     0.025;50;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486454.45844; 5639016.50042; 5486440.56657; 5639025.53378;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0254;     28851;     0;     0;      0.0025;  0.0;   3.2;  60.3;     4;$PIPE_0;     0.038;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      95;
LEI;RK1060;RK1059;    111;    112;0;LEI00002365954A554FC2_A;   0.97;    16.2;  53.9;   0.0470;     2.312;  0.2863;  0.0030;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        186.57;KMR 50/160-2v;K1001_Z_H;     0.031;50;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486440.56657; 5639025.53378; 5486430.08497; 5639037.85709;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0250;     32457;     0;     0;      0.0030;  0.0;   3.2;  60.3;     3;$PIPE_0;     0.037;;    0;      0.0002;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      96;
LEI;RK1059;RK1058;    112;    113;0;LEI00002465954A57A4E9_A;   0.84;    16.2;  69.7;   0.0470;     2.569;  0.1902;  0.0010;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         64.07;KMR 65/180-2v;K1001_Z_I;     0.011;65;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486430.08497; 5639037.85709; 5486417.74330; 5639048.38593;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0251;     27888;     0;     0;      0.0010;  0.0;   3.2;  76.1;     5;$PIPE_0;     0.062;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      97;
LEI;RK1058;RK1057;    113;    114;0;LEI00002565954A58C32B_A;   0.84;    15.7;  69.7;   0.0470;     2.997;  0.2219;  0.0013;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         84.87;KMR 65/180-2v;K1001_Z_J;     0.014;65;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486417.74330; 5639048.38593; 5486404.15765; 5639056.21900;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0244;     32536;     0;     0;      0.0013;  0.0;   3.2;  76.1;     4;$PIPE_0;     0.060;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      98;
LEI;RK1009;RK1047;     63;    115;0;LEI00002665954A5E7212_A;   1.58;    21.9;  21.7;   0.0470;     0.086;  0.0646;  0.0009;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;         42.39;KMR 20/125-2v;K1001_Z_K;     0.009;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486304.18536; 5639022.29482; 5486320.84660; 5639008.15551;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0009;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.008;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      99;
LEI;RK1046;RK1047;    100;    115;0;LEI00002765954A60DAE1_A;   1.58;    26.4;  21.7;   0.0470;     0.086;  0.0646;  0.0011;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;         42.39;KMR 20/125-2v;K1001_Z_L;     0.011;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486344.31665; 5638996.09753; 5486320.84660; 5639008.15551;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0011;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.010;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     100;
LEI;RK1010;RK1048;     64;    116;0;LEI00002865954A628C09_A;   1.58;    21.5;  21.7;   0.0470;     0.171;  0.1292;  0.0031;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        143.52;KMR 20/125-2v;K1001_Z_M;     0.031;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486315.97436; 5639036.65864; 5486331.39628; 5639021.62296;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0031;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.008;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     101;
LEI;RK1045;RK1048;     99;    116;0;LEI00002965954A63DA91_A;   1.58;    25.7;  21.7;   0.0470;     0.171;  0.1292;  0.0037;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        143.52;KMR 20/125-2v;K1001_Z_N;     0.038;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486353.00613; 5639007.77055; 5486331.39628; 5639021.62296;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0037;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.010;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     102;
LEI;RK1011;RK1049;     65;    117;0;LEI00002A65954A6455CE_A;   1.58;    20.8;  21.7;   0.0470;     0.086;  0.0646;  0.0009;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;         42.39;KMR 20/125-2v;K1001_Z_O;     0.009;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486326.83402; 5639050.42516; 5486342.87915; 5639037.18723;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0009;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.008;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     103;
LEI;RK1044;RK1049;     98;    117;0;LEI00002B65954A669D48_A;   1.58;    24.8;  21.7;   0.0470;     0.086;  0.0646;  0.0011;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;         42.39;KMR 20/125-2v;K1001_Z_P;     0.011;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486360.45943; 5639019.74675; 5486342.87915; 5639037.18723;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0011;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.009;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     104;
LEI;RK1012;RK1050;     66;    118;0;LEI00002C65954A67E4EE_A;   1.58;    19.5;  21.7;   0.0470;     0.171;  0.1292;  0.0028;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        143.52;KMR 20/125-2v;K1001_Z_Q;     0.029;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486338.61893; 5639063.28955; 5486353.42871; 5639050.65472;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0028;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.007;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     105;
LEI;RK1043;RK1050;     97;    118;0;LEI00002D65954A696939_A;   1.58;    23.9;  21.7;   0.0470;     0.171;  0.1292;  0.0034;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        143.52;KMR 20/125-2v;K1001_Z_R;     0.035;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486370.39210; 5639033.81570; 5486353.42871; 5639050.65472;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0034;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.009;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     106;
LEI;RK1047;RK1048;    115;    116;0;LEI00002E65954A6BFBD3_A;   1.58;    17.1;  21.7;   0.0470;     0.171;  0.1308;  0.0025;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        143.52;KMR 20/125-2v;K1001_Z_S;     0.025;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486320.84660; 5639008.15551; 5486331.39628; 5639021.62296;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0025;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.006;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     107;
