
REM Leitungsdaten
REM;
REM;
REM FLDNAM LEI;

REM Leitungsdaten
REM;Anfang;Ende;Anf.Nr.;End.Nr.;Parallel;STANET-ID;WD-Zahl;L‰nge;Innendurchm.;Rauhigkeit;Durchfluss;Geschw.;Delta p;Teilnetz;Verlustfaktor;Strassenname;Material;Strassennummer;Baujahr;Reibungsverl./km;Rohrtyp;StrangNo;Druckhˆhendiff.;Nennweite;Gebiet;Letzte ƒnderung;Temp.Soll (ext. Einfluss);Optimieren;Preis konst.;Preis/mm;Kond.abl.;Koordinate x Anfang;Koordinate y Anfang;Koordinate x Ende;Koordinate y Ende;Verlegeart;Freileitung;Textfahne;Letzter Benutzer;W‰rmeverl.leist.;Gef‰lle;Druckstufe;Ergebnisdiagramm;Druckklasse;Einf¸gen Status;Import Status;Rauheitsklasse;Ort;Ortsteil;PLZ;Geocode Qualit‰t;Widerstandszahl;Reynoldszahl;Text Abstand x;Text Abstand y;Reibungsverlust;Routing Mengenanteil;Wanddicke;Aussendurchmessser;Batches (DQ);Layer;Rohrvolumen;Reduziert zu ID;Trassennummer;Verlustleistung;Wiederbeschaf.wert;Sim. Status;Durchm. Alt;Sanierung verboten;Einzug verboten;Erneuerungsart;Erneuerungspreis;Prognostizierte Schadensrate;Eintrittswahrscheinlichkeit;Schadensausmaﬂ;Risiko;Qualit‰ts-Abfallzeit;Qualit‰t-Endwert;In L‰ngsschnitt nicht ausblenden;Hydraulische Weiche;E(t) Verkehrslast;E(t) Max. Druck/Ruhedruck;E(t) Boden/Bettung/GW;E(t) Anzahl Sch‰den;E(t) Weitere Zustandsdaten;SA Gef.Geb‰ude/Infrastr;SA Folgekosten;SA Bruchpotenzial;SA Erosionsradius;SA Druck;SA Menge;SA Besondere Anforderung;SA Tr¸bungsgrad;Brownfield Benutzer 1;Brownfield Benutzer 2;Anlagenklasse;Rehabilitationsjahr;Temperatursonde Name;Temperatursonde No;Fl‰chentyp;EBENE;SMALLWORLD TYP;Smallworld URN;ROHRTYP;SMALLWORLD VERBINDUN;SMALLWORLD INNENBESCH;SMALLWORLD AUSSENSCHU;DRUCKKLASSE;SANIERUNGSNENNWEITE;Aktiv f.Berechnung;Anzahl S‰tze*;Gelˆscht*;Satz No*
REM;;;;;;;W/K*m2;m;mm;mm;t/h;m/s;bar;;;;;;;mbar/km;;;m;;;;C;?;Ä/m;Ä/m/mm;[J/N];;;;;;[J/N];[0-5];;kW;0/00;bar;[+];;[I/U/D/K];[I/U/M];;;;;;;;;;bar;%;mm;mm;;;m3;;;kW;Ä;;mm;[J/N];[J/N];;;#/km/Jahr;;;;;;[J/N];[J/N];S1;S2;S3;S4 [S/m];S5;G1;G2;BP;ER [m]/PW;VS1;VS2;V3;TR [NTU];U1;U2;;;;;1-7;;;;;;;;;mm;;;*;
REM FLDNAM LEI;ANFNAM;ENDNAM;ANFNR;ENDNR;PARALLEL;STANETID;WDZAHL;RORL;DM;RAU;FLUSS;VM;DP;NETZNR;ZETA;STRASSE;MATERIAL;STRANUM;BAUJAHR;DPREL;ROHRTYP;STRANGNR;DPM;DN;GEBIET;LASTMODI;TU;DIASTATUS;CONPRICE;DIAPRICE;CONDIVERS;XRA;YHA;XRB;YHB;VERLEGEART;OVRHEADLIN;TXROTATE;USERNAME;WAERMEMENG;RAISE;PN;SWMMPRINT;PZONE;PASTESTATE;IMEXSTATE;RAUZONE;STRORT;STROTEIL;AREACODE;GEOQUALITY;LAMBDA;RE;FLAGOFFX;FLAGOFFY;PLOSS;PATHPART;WANDDICKE;OUTERDM;BATCHES;LAYER;PIPEVOL;NEWID;TRASSE;MECHANLOSS;WBWERT;CALCBAD;DMOLD;NORESTAUR;NORELINE;RSTAURTYP;BROWNPRICE;BROWNST;VIRTAGE;BROWNRISK;BFRISKALL;QUALDECAY;QUALFINAL;NOHIDECHRT;HYDSWITCH;BFPROBS1;BFPROBS2;BFPROBS3;BFPROBS4;BFPROBS5;BFRISKG1;BFRISKG2;BFRISKBP;BFRISKER;BFRISKVS1;BFRISKVS2;BFRISKV3;BFRISKTR;BFUSERU1;BFUSERU2;ANKLASSE;REHAJAHR;TPROBEID;TPROBENO;GROUNDTYP;TYP;SW_TYP;SWURN;ROHRTYP1;VERBINDART;INBESCH;AUSSCHUTZ;PDRUCK;SW_SAN_DN;ISACTIVE;!RECCOUNT;!DELETED;!RECNO
LEI;K1022;K1060;     14;     52;0;LEI00001565954A37BDE9;   1.58;    40.7;  21.7;   0.0470;    -0.086; -0.0666; -0.0016;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        -39.19;KMR 20/125-2v;;    -0.016;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486460.01818; 5639063.39536; 5486430.25874; 5639035.58303;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0397;      4405;     0;     0;     -0.0016;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.015;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      21;
LEI;K1023;K1061;     15;     53;0;LEI00001665954A383FD8;   1.58;    39.7;  21.7;   0.0470;    -0.171; -0.1333; -0.0054;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;       -134.84;KMR 20/125-2v;;    -0.055;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486475.13905; 5639051.35986; 5486444.15057; 5639026.54964;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0341;      8810;     0;     0;     -0.0054;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.015;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      22;
LEI;K1024;K1062;     16;     54;0;LEI00001765954A3A4E4D;   1.58;    36.5;  21.7;   0.0470;    -0.086; -0.0666; -0.0014;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        -39.19;KMR 20/125-2v;;    -0.015;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486487.48319; 5639041.73085; 5486459.59019; 5639018.11202;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0397;      4405;     0;     0;     -0.0014;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.013;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      23;
LEI;K1025;K1063;     17;     55;0;LEI00001865954A3CDAA1;   1.58;    37.3;  21.7;   0.0470;    -0.171; -0.1333; -0.0050;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;       -134.84;KMR 20/125-2v;;    -0.051;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486500.44426; 5639031.50046; 5486470.39056; 5639009.38671;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0341;      8810;     0;     0;     -0.0050;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.014;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      24;
LEI;K1070;K1069;     62;     61;0;LEI00001965954A3FC8D5;   1.46;    14.5;  27.3;   0.0470;    -0.257; -0.1263; -0.0013;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        -91.20;KMR 25/125-2v;;    -0.013;25;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486560.31123; 5638983.66070; 5486545.77795; 5638983.99843;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0323;     10504;     0;     0;     -0.0013;  0.0;   3.2;  33.7;     1;$PIPE_0;     0.008;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      25;
LEI;K1069;K1068;     61;     60;0;LEI00001A65954A4739BB;   1.20;    15.6;  36.0;   0.0470;    -0.514; -0.1453; -0.0013;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        -82.63;KMR 32/140-2v;;    -0.013;32;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486545.77795; 5638983.99843; 5486530.32166; 5638986.13800;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0292;     15932;     0;     0;     -0.0013;  0.0;   3.2;  42.4;     1;$PIPE_0;     0.016;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      26;
LEI;K1068;K1067;     60;     59;0;LEI00001B65954A49A514;   1.20;    12.4;  36.0;   0.0470;    -0.771; -0.2179; -0.0022;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;       -173.43;KMR 32/140-2v;;    -0.022;32;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486530.32166; 5638986.13800; 5486517.95461; 5638987.06995;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0272;     23897;     0;     0;     -0.0022;  0.0;   3.2;  42.4;     1;$PIPE_0;     0.013;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      27;
LEI;K1067;K1066;     59;     58;0;LEI00001C65954A4AD3EF;   1.47;    13.7;  41.9;   0.0470;    -0.856; -0.1787; -0.0014;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        -99.56;KMR 40/110-S;;    -0.014;40;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486517.95461; 5638987.06995; 5486504.35140; 5638988.30507;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0271;     22814;     0;     0;     -0.0014;  0.0;   3.2;  48.3;     1;$PIPE_0;     0.019;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      28;
LEI;K1066;K1065;     58;     57;0;LEI00001D65954A4BC8CB;   1.47;    12.7;  41.9;   0.0470;    -1.028; -0.2145; -0.0018;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;       -139.15;KMR 40/110-S;;    -0.018;40;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486504.35140; 5638988.30507; 5486491.98906; 5638991.03646;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0263;     27376;     0;     0;     -0.0018;  0.0;   3.2;  48.3;     1;$PIPE_0;     0.018;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      29;
LEI;K1065;K1064;     57;     56;0;LEI00001E65954A4CE769;   1.47;    11.5;  41.9;   0.0470;    -1.113; -0.2324; -0.0019;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;       -161.27;KMR 40/110-S;;    -0.019;40;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486491.98906; 5638991.03646; 5486483.35011; 5638998.55648;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0259;     29658;     0;     0;     -0.0019;  0.0;   3.2;  48.3;     1;$PIPE_0;     0.016;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      30;
LEI;K1064;K1063;     56;     55;0;LEI00001F65954A4E5768;   0.97;    16.9;  53.9;   0.0470;    -1.285; -0.1620; -0.0010;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        -60.64;KMR 50/160-2v;;    -0.010;50;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486483.35011; 5638998.55648; 5486470.39056; 5639009.38671;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0258;     26602;     0;     0;     -0.0010;  0.0;   3.2;  60.3;     1;$PIPE_0;     0.039;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      31;
LEI;K1063;K1062;     55;     54;0;LEI00002065954A50D82C;   0.97;    13.9;  53.9;   0.0470;    -1.541; -0.1944; -0.0012;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        -84.70;KMR 50/160-2v;;    -0.012;50;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486470.39056; 5639009.38671; 5486459.59019; 5639018.11202;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0250;     31922;     0;     0;     -0.0012;  0.0;   3.2;  60.3;     1;$PIPE_0;     0.032;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      32;
LEI;K1062;K1061;     54;     53;0;LEI00002165954A513D6A;   0.97;    17.6;  53.9;   0.0470;    -1.798; -0.2268; -0.0020;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;       -112.53;KMR 50/160-2v;;    -0.020;50;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486459.59019; 5639018.11202; 5486444.15057; 5639026.54964;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0244;     37243;     0;     0;     -0.0020;  0.0;   3.2;  60.3;     1;$PIPE_0;     0.040;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      33;
LEI;K1061;K1060;     53;     52;0;LEI00002265954A53C5B6;   0.97;    16.6;  53.9;   0.0470;    -2.055; -0.2592; -0.0024;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;       -144.08;KMR 50/160-2v;;    -0.024;50;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486444.15057; 5639026.54964; 5486430.25874; 5639035.58303;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0239;     42563;     0;     0;     -0.0024;  0.0;   3.2;  60.3;     1;$PIPE_0;     0.038;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      34;
LEI;K1060;K1059;     52;     51;0;LEI00002365954A554FC2;   0.97;    16.2;  53.9;   0.0470;    -2.312; -0.2916; -0.0029;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;       -179.33;KMR 50/160-2v;;    -0.030;50;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486430.25874; 5639035.58303; 5486419.77719; 5639047.90636;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0235;     47883;     0;     0;     -0.0029;  0.0;   3.2;  60.3;     1;$PIPE_0;     0.037;;    0;      0.0002;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      35;
LEI;K1059;K1058;     51;     50;0;LEI00002465954A57A4E9;   0.84;    16.2;  69.7;   0.0470;    -2.569; -0.1938; -0.0010;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        -61.10;KMR 65/180-2v;;    -0.010;65;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486419.77719; 5639047.90636; 5486407.43556; 5639058.43522;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0235;     41143;     0;     0;     -0.0010;  0.0;   3.2;  76.1;     1;$PIPE_0;     0.062;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      36;
LEI;K1058;K1057;     50;     49;0;LEI00002565954A58C32B;   0.84;    15.7;  69.7;   0.0470;    -2.997; -0.2261; -0.0013;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        -81.21;KMR 65/180-2v;;    -0.013;65;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486407.43556; 5639058.43522; 5486393.84996; 5639066.26832;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0229;     48000;     0;     0;     -0.0013;  0.0;   3.2;  76.1;     1;$PIPE_0;     0.060;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      37;
LEI;K1009;K1047;      1;     39;0;LEI00002665954A5E7212;   1.58;    21.9;  21.7;   0.0470;    -0.086; -0.0666; -0.0009;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        -39.19;KMR 20/125-2v;;    -0.009;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486293.87779; 5639032.34434; 5486310.53897; 5639018.20500;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0397;      4405;     0;     0;     -0.0009;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.008;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      38;
LEI;K1046;K1047;     38;     39;0;LEI00002765954A60DAE1;   1.58;    26.4;  21.7;   0.0470;    -0.086; -0.0666; -0.0010;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        -39.19;KMR 20/125-2v;;    -0.011;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486334.00895; 5639006.14696; 5486310.53897; 5639018.20500;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0397;      4405;     0;     0;     -0.0010;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.010;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      39;
LEI;K1010;K1048;      2;     40;0;LEI00002865954A628C09;   1.58;    21.5;  21.7;   0.0470;    -0.171; -0.1333; -0.0029;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;       -134.84;KMR 20/125-2v;;    -0.030;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486305.66680; 5639046.70814; 5486321.08865; 5639031.67242;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0341;      8810;     0;     0;     -0.0029;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.008;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      40;
LEI;K1045;K1048;     37;     40;0;LEI00002965954A63DA91;   1.58;    25.7;  21.7;   0.0470;    -0.171; -0.1333; -0.0035;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;       -134.84;KMR 20/125-2v;;    -0.035;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486342.69844; 5639017.81997; 5486321.08865; 5639031.67242;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0341;      8810;     0;     0;     -0.0035;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.010;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      41;
LEI;K1011;K1049;      3;     41;0;LEI00002A65954A6455CE;   1.58;    20.8;  21.7;   0.0470;    -0.086; -0.0666; -0.0008;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        -39.19;KMR 20/125-2v;;    -0.008;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486316.52646; 5639060.47463; 5486332.57153; 5639047.23668;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0397;      4405;     0;     0;     -0.0008;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.008;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      42;
LEI;K1044;K1049;     36;     41;0;LEI00002B65954A669D48;   1.58;    24.8;  21.7;   0.0470;    -0.086; -0.0666; -0.0010;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        -39.19;KMR 20/125-2v;;    -0.010;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486350.15175; 5639029.79616; 5486332.57153; 5639047.23668;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0397;      4405;     0;     0;     -0.0010;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.009;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      43;
LEI;K1012;K1050;      4;     42;0;LEI00002C65954A67E4EE;   1.58;    19.5;  21.7;   0.0470;    -0.171; -0.1333; -0.0026;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;       -134.84;KMR 20/125-2v;;    -0.027;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486328.31138; 5639073.33900; 5486343.12110; 5639060.70415;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0341;      8810;     0;     0;     -0.0026;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.007;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      44;
LEI;K1043;K1050;     35;     42;0;LEI00002D65954A696939;   1.58;    23.9;  21.7;   0.0470;    -0.171; -0.1333; -0.0032;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;       -134.84;KMR 20/125-2v;;    -0.033;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486360.08442; 5639043.86508; 5486343.12110; 5639060.70415;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0341;      8810;     0;     0;     -0.0032;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.009;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      45;
LEI;K1047;K1048;     39;     40;0;LEI00002E65954A6BFBD3;   1.58;    17.1;  21.7;   0.0470;    -0.171; -0.1333; -0.0023;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;       -134.84;KMR 20/125-2v;;    -0.024;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486310.53897; 5639018.20500; 5486321.08865; 5639031.67242;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0341;      8810;     0;     0;     -0.0023;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.006;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      46;
LEI;K1048;K1049;     40;     41;0;LEI00002F65954A6C3A5B;   1.20;    19.3;  36.0;   0.0470;    -0.514; -0.1453; -0.0016;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        -82.63;KMR 32/140-2v;;    -0.016;32;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486321.08865; 5639031.67242; 5486332.57153; 5639047.23668;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0292;     15932;     0;     0;     -0.0016;  0.0;   3.2;  42.4;     1;$PIPE_0;     0.020;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      47;
LEI;K1049;K1050;     41;     42;0;LEI00003065954A6E3E5C;   1.20;    17.1;  36.0;   0.0470;    -0.685; -0.1937; -0.0024;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;       -139.69;KMR 32/140-2v;;    -0.024;32;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486332.57153; 5639047.23668; 5486343.12110; 5639060.70415;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0278;     21242;     0;     0;     -0.0024;  0.0;   3.2;  42.4;     1;$PIPE_0;     0.017;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      48;
LEI;K1050;K1051;     42;     43;0;LEI00003165954A709D0B;   1.47;    29.1;  41.9;   0.0470;    -1.028; -0.2145; -0.0040;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;       -139.15;KMR 40/110-S;;    -0.041;40;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486343.12110; 5639060.70415; 5486360.80825; 5639083.74949;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0263;     27376;     0;     0;     -0.0040;  0.0;   3.2;  48.3;     1;$PIPE_0;     0.040;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      49;
